"정선해양관측","102-04","1993-10-06 14:00:00","129.615","36.0767","0","0","","1020","2","19.8","2","쾌청(운량:0-2)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","11%-20%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-04","1993-12-15 11:00:00","129.615","36.0767","0","0","","1036","2","1.4","2","개임(운량:3-7)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Nimbostratus","2","Slight ","2","NW ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","102-05","1993-02-04 19:00:00","129.6883","36.0767","0","0","","1022.5","2","9.5","2","쾌청(운량:0-2)","2","Very Low","2","SE ","2","","","","","11%-20%","2","Altostratus","2","Calm-ripples ","2","SE ","2","0.3- 1.5 ","2","SE ","2"
"정선해양관측","102-05","1993-04-08 08:25:00","129.6883","36.0767","0","0","","1018.5","2","4.5","2","흐림(운량:8-10)","2","Very Low","2","NW ","2","FOREL-ULE SCALE V","2","","","71%-80%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-05","1993-06-20 06:15:00","129.6883","36.0767","0","0","","1012.5","2","17.8","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","102-05","1993-08-29 05:55:00","129.6883","36.0767","0","0","","1008.3","2","22.9","2","개임(운량:3-7)","2","Very Low","2","W  ","2","","","","","51%-60%","2","Altostratus","2","Slight ","2","W  ","2","1.6- 3.3 ","2","W  ","2"
"정선해양관측","102-05","1993-10-06 14:40:00","129.6883","36.0767","0","0","","1020","2","19.7","2","쾌청(운량:0-2)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","11%-20%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-05","1993-12-15 11:20:00","129.6883","36.0767","0","0","","1034.5","2","1.6","2","개임(운량:3-7)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Nimbostratus","2","Slight ","2","NW ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","102-06","1993-02-04 19:55:00","129.7967","36.0767","0","0","","1022","2","9.5","2","개임(운량:3-7)","2","Very Low","2","SW ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","SW ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","102-06","1993-04-08 08:50:00","129.7967","36.0767","0","0","","1018.5","2","5.3","2","흐림(운량:8-10)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","71%-80%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-06","1993-06-20 06:45:00","129.7967","36.0767","0","0","","1013","2","18","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","102-06","1993-08-29 06:30:00","129.7967","36.0767","0","0","","1009","2","22.5","2","개임(운량:3-7)","2","Very Low","2","W  ","2","","","","","51%-60%","2","Altostratus","2","Slight ","2","W  ","2","1.6- 3.3 ","2","W  ","2"
"정선해양관측","102-06","1993-10-06 15:15:00","129.7967","36.0767","0","0","","1020","2","19.2","2","쾌청(운량:0-2)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","11%-20%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-06","1993-12-15 12:10:00","129.7967","36.0767","0","0","","1024","2","2.1","2","개임(운량:3-7)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Nimbostratus","2","Slight ","2","NW ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","102-07","1993-02-04 21:15:00","130","36.0767","0","0","","1022","2","10","2","개임(운량:3-7)","2","Very Low","2","SW ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","SW ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","102-07","1993-04-08 10:15:00","130","36.0767","0","0","","1018.5","2","5.9","2","흐림(운량:8-10)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","71%-80%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-07","1993-06-20 07:40:00","130","36.0767","0","0","","1013","2","18.2","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","102-07","1993-08-29 07:20:00","130","36.0767","0","0","","1009.5","2","23.5","2","개임(운량:3-7)","2","Very Low","2","W  ","2","FOREL-ULE SCALE III","2","","","51%-60%","2","Altostratus","2","Slight ","2","W  ","2","1.6- 3.3 ","2","W  ","2"
"정선해양관측","102-07","1993-10-06 16:20:00","130","36.0767","0","0","","1019.5","2","18.7","2","쾌청(운량:0-2)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","11%-20%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-07","1993-12-15 13:25:00","130","36.0767","0","0","","1033","2","3.2","2","개임(운량:3-7)","2","Very Low","2","N  ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Nimbostratus","2","Slight ","2","N  ","2","3.4- 5.4 ","2","N  ","2"
"정선해양관측","102-08","1993-02-05 22:55:00","130.3067","36.0767","0","0","","1021","2","10.2","2","개임(운량:3-7)","2","Very Low","2","SW ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","SW ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","102-08","1993-04-08 12:10:00","130.3067","36.0767","0","0","","1018.5","2","","","흐림(운량:8-10)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","7","2","71%-80%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-08","1993-06-20 08:50:00","130.3067","36.0767","0","0","","1013","2","18.4","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","102-08","1993-08-29 08:50:00","130.3067","36.0767","0","0","","1009.9","2","23.8","2","흐림(운량:8-10)","2","Very Low","2","S  ","2","FOREL-ULE SCALE III","2","","","71%-80%","2","Altostratus","2","Slight ","2","S  ","2","1.6- 3.3 ","2","S  ","2"
"정선해양관측","102-08","1993-10-06 18:00:00","130.3067","36.0767","0","0","","1018.5","2","19.2","2","쾌청(운량:0-2)","2","Very Low","2","NE ","2","","","","","11%-20%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-08","1993-12-15 15:00:00","130.3067","36.0767","0","0","","1032.5","2","4","2","개임(운량:3-7)","2","Very Low","2","N  ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Nimbostratus","2","Slight ","2","N  ","2","3.4- 5.4 ","2","N  ","2"
"정선해양관측","102-09","1993-02-05 00:35:00","130.615","36.0767","0","0","","1020","2","10.5","2","개임(운량:3-7)","2","Very Low","2","SW ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","SW ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","102-09","1993-04-08 13:55:00","130.615","36.0767","0","0","","1018","2","7.9","2","흐림(운량:8-10)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","71%-80%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-09","1993-06-20 10:15:00","130.615","36.0767","0","0","","1013","2","18.5","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altostratus","2","Calm-ripples ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","102-09","1993-08-29 10:00:00","130.615","36.0767","0","0","","1010","2","23.3","2","개임(운량:3-7)","2","Very Low","2","SE ","2","FOREL-ULE SCALE V","2","","","61%-70%","2","Altocumulus","2","Slight ","2","SE ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","102-09","1993-10-06 19:30:00","130.615","36.0767","0","0","","1017","2","19","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-09","1993-12-15 16:10:00","130.615","36.0767","0","0","","1033","2","5","2","개임(운량:3-7)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-10","1993-02-05 02:20:00","130.9183","36.0767","0","0","","1020","2","10.5","2","흐림(운량:8-10)","2","Very Low","2","W  ","2","","","","","81%-90%","2","Altostratus","2","Smooth-wavelets ","2","W  ","2","3.4- 5.4 ","2","W  ","2"
"정선해양관측","102-10","1993-04-08 15:45:00","130.9183","36.0767","0","0","","1018","2","9.3","2","흐림(운량:8-10)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","71%-80%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-10","1993-06-20 11:25:00","130.9183","36.0767","0","0","","1013","2","18.8","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","102-10","1993-08-29 11:25:00","130.9183","36.0767","0","0","","1011","2","24","2","개임(운량:3-7)","2","Very Low","2","SE ","2","FOREL-ULE SCALE IV","2","","","61%-70%","2","Altocumulus","2","Slight ","2","SE ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","102-10","1993-10-06 21:05:00","130.9183","36.0767","0","0","","1017","2","19.5","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-10","1993-12-15 17:35:00","130.9183","36.0767","0","0","","1033","2","5.7","2","개임(운량:3-7)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","41%-50%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-11","1993-02-05 04:00:00","131.2267","36.0767","0","0","","1018.5","2","11","2","흐림(운량:8-10)","2","Very Low","2","W  ","2","","","","","81%-90%","2","Altostratus","2","Smooth-wavelets ","2","W  ","2","3.4- 5.4 ","2","W  ","2"
"정선해양관측","102-11","1993-04-08 17:40:00","131.2267","36.0767","0","0","","1018.5","2","8","2","흐림(운량:8-10)","2","Very Low","2","NW ","2","FOREL-ULE SCALE IV","2","","","71%-80%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-11","1993-06-20 12:40:00","131.2267","36.0767","0","0","","1013","2","18.8","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","102-11","1993-08-29 12:35:00","131.2267","36.0767","0","0","","1010","2","25.5","2","개임(운량:3-7)","2","Very Low","2","SE ","2","FOREL-ULE SCALE IV","2","","","61%-70%","2","Altocumulus","2","Slight ","2","SE ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","102-11","1993-10-06 22:35:00","131.2267","36.0767","0","0","","1018.5","2","19.8","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-11","1993-12-15 19:05:00","131.2267","36.0767","0","0","","1033","2","6.3","2","쾌청(운량:0-2)","2","Very Low","2","NW ","2","","","","","11%-20%","2","Nimbostratus","2","Smooth-wavelets ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-04","1993-02-05 16:05:00","129.5017","36.505","0","0","","1010.5","2","15.5","2","개임(운량:3-7)","2","Very Low","2","SW ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","SW ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","103-04","1993-04-09 07:20:00","129.5017","36.505","0","0","","1021.5","2","4.1","2","흐림(운량:8-10)","2","Very Low","2","NW ","2","FOREL-ULE SCALE V","2","","","71%-80%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-04","1993-06-20 22:00:00","129.5017","36.505","0","0","","1013.5","2","18.8","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","103-04","1993-08-29 23:15:00","129.5017","36.505","0","0","","1010","2","22","2","개임(운량:3-7)","2","Very Low","2","SE ","2","","","","","31%-40%","2","Altocumulus","2","Slight ","2","SE ","2","3.4- 5.4 ","2","SE ","2"
"정선해양관측","103-04","1993-10-07 10:00:00","129.5017","36.505","0","0","","1016.5","2","19.1","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-04","1993-12-16 07:05:00","129.5017","36.505","0","0","","1032","2","3","2","쾌청(운량:0-2)","2","Very Low","2","NW ","2","","","","","11%-20%","2","Nimbostratus","2","Slight ","2","NW ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","103-05","1993-02-05 15:25:00","129.59","36.505","0","0","","1010","2","14.6","2","흐림(운량:8-10)","2","Very Low","2","SW ","2","FOREL-ULE SCALE IV","2","","","71%-80%","2","Altostratus","2","Smooth-wavelets ","2","SW ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","103-05","1993-04-09 06:45:00","129.59","36.505","0","0","","1021.5","2","4.4","2","흐림(운량:8-10)","2","Very Low","2","NW ","2","","","","","71%-80%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-05","1993-06-20 21:35:00","129.59","36.505","0","0","","1013.5","2","19","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","103-05","1993-08-29 22:40:00","129.59","36.505","0","0","","1010","2","22","2","개임(운량:3-7)","2","Very Low","2","SE ","2","","","","","31%-40%","2","Altocumulus","2","Slight ","2","SE ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","103-05","1993-10-07 09:30:00","129.59","36.505","0","0","","1017","2","19","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-05","1993-12-16 06:15:00","129.59","36.505","0","0","","1032","2","4.1","2","쾌청(운량:0-2)","2","Very Low","2","NW ","2","","","","","11%-20%","2","Nimbostratus","2","Slight ","2","NW ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","103-06","1993-02-05 14:25:00","129.7883","36.505","0","0","","1013","2","15","2","흐림(운량:8-10)","2","Very Low","2","SW ","2","FOREL-ULE SCALE IV","2","","","71%-80%","2","Altostratus","2","Smooth-wavelets ","2","SW ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","103-06","1993-04-09 06:10:00","129.7883","36.505","0","0","","1021.5","2","5.4","2","개임(운량:3-7)","2","Very Low","2","NW ","2","","","","","31%-40%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-06","1993-06-20 20:40:00","129.7883","36.505","0","0","","1013.5","2","19.2","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","103-06","1993-08-29 21:55:00","129.7883","36.505","0","0","","1010","2","22.3","2","개임(운량:3-7)","2","Very Low","2","SE ","2","","","","","31%-40%","2","Altocumulus","2","Slight ","2","SE ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","103-06","1993-10-07 08:30:00","129.7883","36.505","0","0","","1017.5","2","19","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-06","1993-12-16 05:05:00","129.7883","36.505","0","0","","1032","2","5.4","2","쾌청(운량:0-2)","2","Very Low","2","NW ","2","","","","","11%-20%","2","Nimbostratus","2","Smooth-wavelets ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-07","1993-02-05 13:05:00","130","36.505","0","0","","1013","2","12.5","2","쾌청(운량:0-2)","2","Very Low","2","SW ","2","FOREL-ULE SCALE IV","2","","","11%-20%","2","Altostratus","2","Smooth-wavelets ","2","SW ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","103-07","1993-04-09 05:10:00","130","36.505","0","0","","1020","2","6.4","2","개임(운량:3-7)","2","Very Low","2","NW ","2","","","","","31%-40%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-07","1993-06-20 19:35:00","130","36.505","0","0","","1014","2","19.2","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","103-07","1993-08-29 20:20:00","130","36.505","0","0","","1010","2","22","2","개임(운량:3-7)","2","Very Low","2","SE ","2","","","","","31%-40%","2","Altocumulus","2","Slight ","2","SE ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","103-07","1993-10-07 07:20:00","130","36.505","0","0","","1017.5","2","19","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-07","1993-12-16 03:55:00","130","36.505","0","0","","1032","2","6","2","쾌청(운량:0-2)","2","Very Low","2","N  ","2","","","","","11%-20%","2","Nimbostratus","2","Smooth-wavelets ","2","N  ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","103-08","1993-02-05 11:50:00","130.3117","36.505","0","0","","1014","2","12.6","2","쾌청(운량:0-2)","2","Very Low","2","SE ","2","FOREL-ULE SCALE IV","2","","","11%-20%","2","Altostratus","2","Smooth-wavelets ","2","SE ","2","3.4- 5.4 ","2","SE ","2"
"정선해양관측","103-08","1993-04-09 03:25:00","130.3117","36.505","0","0","","1020","2","6.2","2","개임(운량:3-7)","2","Very Low","2","NW ","2","","","","","31%-40%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-08","1993-06-20 18:25:00","130.3117","36.505","0","0","","1014","2","19.4","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","103-08","1993-08-29 19:10:00","130.3117","36.505","0","0","","1010","2","22","2","개임(운량:3-7)","2","Very Low","2","SE ","2","","","","","31%-40%","2","Altocumulus","2","Slight ","2","SE ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","103-08","1993-10-07 05:55:00","130.3117","36.505","0","0","","1016","2","19","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-08","1993-12-16 02:10:00","130.3117","36.505","0","0","","1032.5","2","6.5","2","쾌청(운량:0-2)","2","Very Low","2","N  ","2","","","","","11%-20%","2","Nimbostratus","2","Smooth-wavelets ","2","N  ","2","0.3- 1.5 ","2","N  ","2"
"정선해양관측","103-09","1993-02-05 10:20:00","130.6217","36.505","0","0","","1017.5","2","12.8","2","쾌청(운량:0-2)","2","Very Low","2","SE ","2","FOREL-ULE SCALE IV","2","","","11%-20%","2","Altostratus","2","Smooth-wavelets ","2","SE ","2","3.4- 5.4 ","2","SE ","2"
"정선해양관측","103-09","1993-04-09 00:05:00","130.6217","36.505","0","0","","1020","2","7.1","2","개임(운량:3-7)","2","Very Low","2","NW ","2","","","","","31%-40%","2","Nimbostratus","2","Slight ","2","NW ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-09","1993-06-20 17:20:00","130.6217","36.505","0","0","","1014","2","19.4","2","개임(운량:3-7)","2","Very Low","2","NE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altostratus","2","Smooth-wavelets ","2","NE ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","103-09","1993-08-29 17:30:00","130.6217","36.505","0","0","","1010","2","22","2","개임(운량:3-7)","2","Very Low","2","SE ","2","FOREL-ULE SCALE IV","2","","","31%-40%","2","Altocumulus","2","Slight ","2","SE ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","103-09","1993-10-07 04:20:00","130.6217","36.505","0","0","","1016","2","18.9","2","개임(운량:3-7)","2","Very Low","2","NE ","2","","","","","31%-40%","2","Altocumulus","2","Moderate ","2","NE ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-09","1993-12-16 00:30:00","130.6217","36.505","0","0","","1033","2","6.7","2","개임(운량:3-7)","2","Very Low","2","N  ","2","","","","","31%-40%","2","Nimbostratus","2","Smooth-wavelets ","2","N  ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","103-10","1993-02-05 08:45:00","130.9267","36.505","0","0","","1017","2","11.2","2","흐림(운량:8-10)","2","Very Low","2","SW ","2","FOREL-ULE SCALE IV","2","","","71%-80%","2","Altostratus","2","Smooth-wavelets ","2","SW ","2","3.4- 5.4 ","2","SW ","2"
