"정선해양관측","102-04","2008-06-17 22:48:00","129.615","36.0767","0","0","","4","2","1018","2","","","","","NE ","2","","","","","","","Moderate ","2","NE ","2","NE ","2"
"정선해양관측","102-04","2008-08-14 19:42:00","129.615","36.0767","0","0","","3.3","2","1003","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","102-04","2008-10-14 12:34:00","129.615","36.0767","0","0","","2.6","2","1019.5","2","","","","","","","","","","","","","","","WNW","2","WNW","2"
"정선해양관측","102-04","2008-12-13 15:40:00","129.615","36.0767","0","0","","7.3","2","1022","2","13.1","2","","","","","","","","","","","","","NNW","2","NNW","2"
"정선해양관측","102-05","2008-02-29 04:43:00","129.6883","36.0767","0","0","","10.8","2","1013","2","","","","","SW ","2","","","","","","","Moderate ","2","SW ","2","SW ","2"
"정선해양관측","102-05","2008-04-15 16:20:00","129.6883","36.0767","0","0","","6.4","2","1018","2","16.5","2","","","SE ","2","","","","","","","Moderate ","2","SE ","2","SE ","2"
"정선해양관측","102-05","2008-06-17 22:25:00","129.6883","36.0767","0","0","","4","2","1019","2","20.5","2","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","102-05","2008-08-14 17:45:00","129.6883","36.0767","0","0","","2.5","2","1004","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","102-05","2008-10-14 12:03:00","129.6883","36.0767","0","0","","1","2","1020","2","","","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","102-05","2008-12-13 15:10:00","129.6883","36.0767","0","0","","8.2","2","1021.5","2","12.5","2","","","","","","","","","","","","","N  ","2","N  ","2"
"정선해양관측","102-06","2008-02-29 03:53:00","129.7967","36.0767","0","0","","11","2","1013","2","","","","","WSW","2","","","","","","","Rough ","2","WSW","2","WSW","2"
"정선해양관측","102-06","2008-04-15 15:34:00","129.7967","36.0767","0","0","","4.2","2","1019","2","17.5","2","","","ESE","2","","","","","","","Moderate ","2","ESE","2","ESE","2"
"정선해양관측","102-06","2008-06-17 21:37:00","129.7967","36.0767","0","0","","4.6","2","1019","2","21.5","2","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","102-06","2008-08-14 16:59:00","129.7967","36.0767","0","0","","3.8","2","1004","2","","","","","SSE","2","","","","","","","Moderate ","2","SSE","2","SSE","2"
"정선해양관측","102-06","2008-10-14 11:09:00","129.7967","36.0767","0","0","","2.6","2","1020","2","","","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","102-06","2008-12-13 14:22:00","129.7967","36.0767","0","0","","7.3","2","1021","2","14.5","2","","","","","","","","","","","","","NNW","2","NNW","2"
"정선해양관측","102-07","2008-02-29 02:38:00","130","36.0767","0","0","","12.2","2","1014","2","","","","","WNW","2","","","","","","","Moderate ","2","WNW","2","WNW","2"
"정선해양관측","102-07","2008-04-15 14:10:00","130","36.0767","0","0","","5.9","2","1019.5","2","17.5","2","","","S  ","2","","","","","","","Moderate ","2","S  ","2","S  ","2"
"정선해양관측","102-07","2008-06-17 20:25:00","130","36.0767","0","0","","4.8","2","1018.5","2","21","2","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","102-07","2008-08-14 15:32:00","130","36.0767","0","0","","4.8","2","1004","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","102-07","2008-10-14 09:53:00","130","36.0767","0","0","","5.5","2","1020.5","2","","","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","102-07","2008-12-13 13:11:00","130","36.0767","0","0","","7.9","2","1022","2","13","2","","","","","","","","","","","","","N  ","2","N  ","2"
"정선해양관측","102-08","2008-02-29 00:55:00","130.3067","36.0767","0","0","","6.4","2","1015","2","","","","","W  ","2","","","","","","","Moderate ","2","W  ","2","W  ","2"
"정선해양관측","102-08","2008-04-15 12:30:00","130.3067","36.0767","0","0","","2.8","2","1020.5","2","17","2","","","SSE","2","","","","","","","Moderate ","2","SSE","2","SSE","2"
"정선해양관측","102-08","2008-06-17 19:20:00","130.3067","36.0767","0","0","","4.1","2","1019","2","21","2","","","NE ","2","","","","","","","Moderate ","2","NE ","2","NE ","2"
"정선해양관측","102-08","2008-08-14 13:27:00","130.3067","36.0767","0","0","","2.6","2","1005","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","102-08","2008-10-14 08:25:00","130.3067","36.0767","0","0","","2.8","2","1019.5","2","","","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","102-08","2008-12-13 11:46:00","130.3067","36.0767","0","0","","2.6","2","1023","2","14.1","2","","","","","","","","","","","","","WNW","2","WNW","2"
"정선해양관측","102-09","2008-02-28 23:35:00","130.615","36.0767","0","0","","7.1","2","1016","2","","","","","SW ","2","","","","","","","Moderate ","2","SW ","2","SW ","2"
"정선해양관측","102-09","2008-04-15 10:50:00","130.615","36.0767","0","0","","3.3","2","1021","2","17","2","","","ESE","2","","","","","","","Moderate ","2","ESE","2","ESE","2"
"정선해양관측","102-09","2008-06-17 18:33:00","130.615","36.0767","0","0","","3.4","2","1019","2","21.5","2","","","NE ","2","","","","","","","Moderate ","2","NE ","2","NE ","2"
"정선해양관측","102-09","2008-08-14 10:50:00","130.615","36.0767","0","0","","5.2","2","1005.5","2","","","","","WSW","2","","","","","","","Moderate ","2","WSW","2","WSW","2"
"정선해양관측","102-09","2008-10-14 07:05:00","130.615","36.0767","0","0","","3.7","2","1020","2","","","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","102-09","2008-12-13 10:12:00","130.615","36.0767","0","0","","2","2","1024","2","13.8","2","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","102-10","2008-02-28 21:43:00","130.9183","36.0767","0","0","","5.6","2","1017","2","","","","","SW ","2","","","","","","","Moderate ","2","SW ","2","SW ","2"
"정선해양관측","102-10","2008-04-15 09:18:00","130.9183","36.0767","0","0","","3","2","1020","2","15.5","2","","","S  ","2","","","","","","","Moderate ","2","S  ","2","S  ","2"
"정선해양관측","102-10","2008-06-17 17:45:00","130.9183","36.0767","0","0","","3.7","2","1018.5","2","21.5","2","","","ENE","2","","","","","","","Moderate ","2","ENE","2","ENE","2"
"정선해양관측","102-10","2008-08-14 07:45:00","130.9183","36.0767","0","0","","7.2","2","1005.5","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","102-10","2008-10-14 05:20:00","130.9183","36.0767","0","0","","6.8","2","1019.5","2","","","","","","","","","","","","","","","SW ","2","SW ","2"
"정선해양관측","102-10","2008-12-13 08:45:00","130.9183","36.0767","0","0","","0","2","1024","2","14","2","","","","","","","","","","","","","NNW","2","NNW","2"
"정선해양관측","103-00","2008-02-28 10:15:00","129.4833","36.505","0","0","","4.3","2","1023","2","10.8","2","","","S  ","2","","","","","","","Moderate ","2","S  ","2","S  ","2"
"정선해양관측","103-00","2008-04-14 17:36:00","129.4833","36.505","0","0","","4.2","2","1018","2","15.5","2","","","SE ","2","","","","","","","Moderate ","2","SE ","2","SE ","2"
"정선해양관측","103-00","2008-06-17 08:22:00","129.4833","36.505","0","0","","4.6","2","1020.5","2","19","2","","","NNW","2","","","","","","","Moderate ","2","NNW","2","NNW","2"
"정선해양관측","103-00","2008-08-13 15:00:00","129.4833","36.505","0","0","","5.7","2","1005","2","","","","","SE ","2","","","","","","","Moderate ","2","SE ","2","SE ","2"
"정선해양관측","103-00","2008-10-13 15:55:00","129.4833","36.505","0","0","","5","2","1017.5","2","","","","","","","","","","","","","","","SW ","2","SW ","2"
"정선해양관측","103-00","2008-12-12 21:16:00","129.4833","36.505","0","0","","2.8","2","1024","2","","","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","103-04","2008-02-28 10:28:00","129.5017","36.505","0","0","","6","2","1023","2","12","2","","","S  ","2","","","","","","","Moderate ","2","S  ","2","S  ","2"
"정선해양관측","103-04","2008-04-14 17:50:00","129.5017","36.505","0","0","","4.7","2","1018.5","2","15.5","2","","","SE ","2","","","","","","","Moderate ","2","SE ","2","SE ","2"
"정선해양관측","103-04","2008-06-17 08:35:00","129.5017","36.505","0","0","","4.5","2","1020.5","2","19","2","","","NNW","2","","","","","","","Moderate ","2","NNW","2","NNW","2"
"정선해양관측","103-04","2008-08-13 15:17:00","129.5017","36.505","0","0","","8.8","2","1005","2","31","2","","","SSE","2","","","","","","","Moderate ","2","SSE","2","SSE","2"
"정선해양관측","103-04","2008-10-13 16:10:00","129.5017","36.505","0","0","","4.4","2","1018","2","","","","","","","","","","","","","","","SE ","2","SE ","2"
"정선해양관측","103-04","2008-12-12 21:26:00","129.5017","36.505","0","0","","3.3","2","1024","2","","","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","103-05","2008-02-28 10:55:00","129.59","36.505","0","0","","6","2","1022","2","8.5","2","","","WSW","2","","","","","","","Moderate ","2","WSW","2","WSW","2"
"정선해양관측","103-05","2008-04-14 18:12:00","129.59","36.505","0","0","","4.8","2","1018.5","2","14.5","2","","","SE ","2","","","","","","","Moderate ","2","SE ","2","SE ","2"
"정선해양관측","103-05","2008-06-17 09:06:00","129.59","36.505","0","0","","5.1","2","1020.5","2","21","2","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","103-05","2008-08-13 15:43:00","129.59","36.505","0","0","","9.4","2","1004.5","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-05","2008-10-13 16:38:00","129.59","36.505","0","0","","3.6","2","1018","2","","","","","","","","","","","","","","","SSE","2","SSE","2"
"정선해양관측","103-05","2008-12-12 21:55:00","129.59","36.505","0","0","","4.4","2","1024","2","","","","","","","","","","","","","","","WSW","2","WSW","2"
"정선해양관측","103-06","2008-02-28 12:00:00","129.7883","36.505","0","0","","6.4","2","1022","2","10.5","2","","","S  ","2","","","","","","","Moderate ","2","S  ","2","S  ","2"
"정선해양관측","103-06","2008-04-14 19:19:00","129.7883","36.505","0","0","","6.1","2","1019","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-06","2008-06-17 10:12:00","129.7883","36.505","0","0","","4.3","2","1020","2","","","","","N  ","2","","","","","","","Moderate ","2","N  ","2","N  ","2"
"정선해양관측","103-06","2008-08-13 17:20:00","129.7883","36.505","0","0","","7.4","2","1005","2","","","","","S  ","2","","","","","","","Moderate ","2","S  ","2","S  ","2"
"정선해양관측","103-06","2008-10-13 17:51:00","129.7883","36.505","0","0","","3.4","2","1019","2","","","","","","","","","","","","","","","SSW","2","SSW","2"
"정선해양관측","103-06","2008-12-12 23:01:00","129.7883","36.505","0","0","","2.4","2","1024","2","","","","","","","","","","","","","","","WSW","2","WSW","2"
"정선해양관측","103-07","2008-02-28 13:00:00","130","36.505","0","0","","5","2","1020","2","","","","","SW ","2","","","","","","","Moderate ","2","SW ","2","SW ","2"
"정선해양관측","103-07","2008-04-14 20:18:00","130","36.505","0","0","","6.4","2","1020.5","2","13.5","2","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-07","2008-06-17 11:18:00","130","36.505","0","0","","5.2","2","1019.5","2","21.5","2","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","103-07","2008-08-13 19:20:00","130","36.505","0","0","","6.7","2","1005","2","","","","","S  ","2","","","","","","","Moderate ","2","S  ","2","S  ","2"
"정선해양관측","103-07","2008-10-13 18:57:00","130","36.505","0","0","","4.8","2","1019","2","","","","","","","","","","","","","","","S  ","2","S  ","2"
"정선해양관측","103-07","2008-12-13 00:07:00","130","36.505","0","0","","0","2","1024","2","","","","","","","","","","","","","","","E  ","2","E  ","2"
"정선해양관측","103-08","2008-02-28 14:06:00","130.3117","36.505","0","0","","8.1","2","1018.5","2","11.7","2","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-08","2008-04-14 21:59:00","130.3117","36.505","0","0","","6.7","2","1021","2","13.5","2","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-08","2008-06-17 12:25:00","130.3117","36.505","0","0","","4.8","2","1020","2","22","2","","","ENE","2","","","","","","","Moderate ","2","ENE","2","ENE","2"
"정선해양관측","103-08","2008-08-13 21:01:00","130.3117","36.505","0","0","","8","2","1006","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-08","2008-10-13 20:28:00","130.3117","36.505","0","0","","7.2","2","1019.5","2","","","","","","","","","","","","","","","SSW","2","SSW","2"
"정선해양관측","103-08","2008-12-13 01:45:00","130.3117","36.505","0","0","","2","2","1024","2","","","","","","","","","","","","","","","SW ","2","SW ","2"
"정선해양관측","103-09","2008-02-28 14:57:00","130.6217","36.505","0","0","","5.4","2","1018","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-09","2008-04-14 23:37:00","130.6217","36.505","0","0","","5.1","2","1020.5","2","13.5","2","","","SW ","2","","","","","","","Moderate ","2","SW ","2","SW ","2"
"정선해양관측","103-09","2008-06-17 13:23:00","130.6217","36.505","0","0","","5.3","2","1019.5","2","22.5","2","","","ENE","2","","","","","","","Moderate ","2","ENE","2","ENE","2"
"정선해양관측","103-09","2008-08-13 11:05:00","130.6217","36.505","0","0","","8.5","2","1007","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-09","2008-10-13 21:58:00","130.6217","36.505","0","0","","6.3","2","1019.5","2","","","","","","","","","","","","","","","S  ","2","S  ","2"
"정선해양관측","103-09","2008-12-13 03:16:00","130.6217","36.505","0","0","","2.8","2","1024","2","","","","","","","","","","","","","","","WSW","2","WSW","2"
"정선해양관측","103-10","2008-02-28 17:35:00","130.9267","36.505","0","0","","4.2","2","1018","2","11","2","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-10","2008-04-15 01:20:00","130.9267","36.505","0","0","","5.1","2","1021","2","13.5","2","","","SE ","2","","","","","","","Moderate ","2","SE ","2","SE ","2"
"정선해양관측","103-10","2008-06-17 14:24:00","130.9267","36.505","0","0","","4.4","2","1019.5","2","23","2","","","ENE","2","","","","","","","Moderate ","2","ENE","2","ENE","2"
"정선해양관측","103-10","2008-08-14 02:12:00","130.9267","36.505","0","0","","7","2","1005","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-10","2008-10-13 23:32:00","130.9267","36.505","0","0","","5.5","2","1020","2","","","","","","","","","","","","","","","S  ","2","S  ","2"
"정선해양관측","103-10","2008-12-13 04:45:00","130.9267","36.505","0","0","","2.2","2","1024.4","2","","","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","103-11","2008-02-28 18:18:00","131.233","36.505","0","0","","6.3","2","1017","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-11","2008-04-15 03:00:00","131.233","36.505","0","0","","5","2","1020","2","13.5","2","","","SSE","2","","","","","","","Moderate ","2","SSE","2","SSE","2"
"정선해양관측","103-11","2008-06-17 15:11:00","131.233","36.505","0","0","","4.8","2","1019.5","2","22.5","2","","","E  ","2","","","","","","","Moderate ","2","E  ","2","E  ","2"
"정선해양관측","103-11","2008-08-14 03:51:00","131.233","36.505","0","0","","7.4","2","1005","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","103-11","2008-10-14 01:08:00","131.233","36.505","0","0","","5.2","2","1020.5","2","","","","","","","","","","","","","","","S  ","2","S  ","2"
"정선해양관측","103-11","2008-12-13 06:10:00","131.233","36.505","0","0","","2.4","2","1023","2","14","2","","","","","","","","","","","","","WNW","2","WNW","2"
"정선해양관측","104-00","2008-02-21 18:48:00","129.46","37.0567","0","0","","2","2","1023.5","2","","","","","NNW","2","","","","","","","Moderate ","2","NNW","2","NNW","2"
"정선해양관측","104-00","2008-04-12 18:05:00","129.46","37.0567","0","0","","3.4","2","1024","2","13.5","2","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","104-00","2008-06-13 22:17:00","129.46","37.0567","0","0","","7.6","2","1016","2","","","","","NNW","2","","","","","","","Moderate ","2","NNW","2","NNW","2"
"정선해양관측","104-00","2008-08-11 10:20:00","129.46","37.0567","0","0","","2.8","2","1012.5","2","","","","","SE ","2","","","","","","","Moderate ","2","SE ","2","SE ","2"
"정선해양관측","104-00","2008-10-13 12:10:00","129.46","37.0567","0","0","","1","2","1018.5","2","","","","","","","","","","","","","","","E  ","2","E  ","2"
"정선해양관측","104-00","2008-12-12 18:00:00","129.46","37.0567","0","0","","2","2","1024","2","","","","","","","","","","","","","","","ESE","2","ESE","2"
"정선해양관측","104-04","2008-02-21 18:38:00","129.48","37.0567","0","0","","3.6","2","1029","2","11.5","2","","","WNW","2","","","","","","","Moderate ","2","WNW","2","WNW","2"
"정선해양관측","104-04","2008-04-12 17:55:00","129.48","37.0567","0","0","","3.8","2","1024","2","13.5","2","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","104-04","2008-06-13 22:05:00","129.48","37.0567","0","0","","8.1","2","1014.5","2","","","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","104-04","2008-08-11 10:15:00","129.48","37.0567","0","0","","2.6","2","1012.5","2","","","","","SE ","2","","","","","","","Moderate ","2","SE ","2","SE ","2"
"정선해양관측","104-04","2008-10-13 11:57:00","129.48","37.0567","0","0","","3","2","1019","2","","","","","","","","","","","","","","","SSE","2","SSE","2"
"정선해양관측","104-04","2008-12-12 17:44:00","129.48","37.0567","0","0","","3.7","2","1024","2","","","","","","","","","","","","","","","SE ","2","SE ","2"
"정선해양관측","104-05","2008-02-21 17:40:00","129.56","37.0567","0","0","","2.4","2","1022.5","2","","","","","NE ","2","","","","","","","Moderate ","2","NE ","2","NE ","2"
"정선해양관측","104-05","2008-04-12 17:10:00","129.56","37.0567","0","0","","4.5","2","1023","2","14","2","","","N  ","2","","","","","","","Rough ","2","N  ","2","N  ","2"
"정선해양관측","104-05","2008-06-13 21:18:00","129.56","37.0567","0","0","","5.5","2","1014.5","2","22","2","","","NNW","2","","","","","","","Rough ","2","NNW","2","NNW","2"
"정선해양관측","104-05","2008-08-11 07:58:00","129.56","37.0567","0","0","","2.8","2","1012.5","2","28.5","2","","","NNW","2","","","","","","","Rough ","2","NNW","2","NNW","2"
"정선해양관측","104-05","2008-10-13 11:10:00","129.56","37.0567","0","0","","1","2","1019","2","","","","","","","","","","","","","","","SSE","2","SSE","2"
"정선해양관측","104-05","2008-12-12 16:56:00","129.56","37.0567","0","0","","3.4","2","1024","2","","","","","","","","","","","","","","","SE ","2","SE ","2"
"정선해양관측","104-06","2008-02-21 16:18:00","129.7933","37.0567","0","0","","5.1","2","1023.5","2","12.8","2","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","104-06","2008-04-12 15:55:00","129.7933","37.0567","0","0","","4.5","2","1024","2","13.5","2","","","NE ","2","","","","","","","Moderate ","2","NE ","2","NE ","2"
"정선해양관측","104-06","2008-06-13 20:05:00","129.7933","37.0567","0","0","","5","2","1013","2","21.5","2","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","104-06","2008-08-11 07:15:00","129.7933","37.0567","0","0","","2","2","1012.5","2","","","","","ENE","2","","","","","","","Moderate ","2","ENE","2","ENE","2"
"정선해양관측","104-06","2008-10-13 09:47:00","129.7933","37.0567","0","0","","2.6","2","1019.5","2","","","","","","","","","","","","","","","W  ","2","",""
"정선해양관측","104-06","2008-12-12 15:25:00","129.7933","37.0567","0","0","","","","1024.5","2","","","","","","","","","","","","","","","W  ","2","W  ","2"
"정선해양관측","104-07","2008-02-21 15:13:00","130","37.0567","0","0","","9.2","2","1024","2","","","","","SSE","2","","","","","","","Moderate ","2","SSE","2","SSE","2"
"정선해양관측","104-07","2008-04-12 14:45:00","130","37.0567","0","0","","4.2","2","1025","2","13.5","2","","","NE ","2","","","","","","","Moderate ","2","NE ","2","NE ","2"
"정선해양관측","104-07","2008-06-13 18:55:00","130","37.0567","0","0","","3.3","2","1012","2","24","2","","","NE ","2","","","","","","","Moderate ","2","NE ","2","NE ","2"
"정선해양관측","104-07","2008-08-11 05:48:00","130","37.0567","0","0","","2","2","1012.5","2","27","2","","","ENE","2","","","","","","","Moderate ","2","ENE","2","ENE","2"
"정선해양관측","104-07","2008-10-13 08:38:00","130","37.0567","0","0","","0","2","1019.5","2","","","","","","","","","","","","","","","SE ","2","SE ","2"
"정선해양관측","104-07","2008-12-12 14:10:00","130","37.0567","0","0","","2.6","2","1010.5","2","","","","","","","","","","","","","","","N  ","2","N  ","2"
"정선해양관측","104-08","2008-02-21 13:17:00","130.3117","37.0567","0","0","","4.5","2","1025.5","2","","","","","SSW","2","","","","","","","Moderate ","2","SSW","2","SSW","2"
"정선해양관측","104-08","2008-04-12 13:05:00","130.3117","37.0567","0","0","","6.1","2","1025","2","15.5","2","","","NNE","2","","","","","","","Moderate ","2","NNE","2","NNE","2"
"정선해양관측","104-08","2008-06-13 17:18:00","130.3117","37.0567","0","0","","4.2","2","1011.5","2","","","","","NE ","2","","","","","","","Moderate ","2","NE ","2","NE ","2"
"정선해양관측","104-08","2008-08-11 03:59:00","130.3117","37.0567","0","0","","0.1","2","1012.5","2","","","","","ENE","2","","","","","","","Moderate ","2","ENE","2","ENE","2"
"정선해양관측","104-08","2008-10-13 07:04:00","130.3117","37.0567","0","0","","0","2","1019","2","","","","","","","","","","","","","","","SSE","2","SSE","2"
"정선해양관측","104-08","2008-12-12 12:42:00","130.3117","37.0567","0","0","","4.1","2","1010","2","","","","","","","","","","","","","","","NNW","2","NNW","2"
"정선해양관측","104-09","2008-02-21 11:55:00","130.6267","37.0567","0","0","","7.2","2","1026.5","2","","","","","SW ","2","","","","","","","Moderate ","2","SW ","2","SW ","2"
"정선해양관측","104-09","2008-04-12 11:25:00","130.6267","37.0567","0","0","","7.2","2","1024.5","2","11.5","2","","","N  ","2","","","","","","","Moderate ","2","N  ","2","N  ","2"
"정선해양관측","104-09","2008-06-13 15:40:00","130.6267","37.0567","0","0","","0.5","2","1011.5","2","23.5","2","","","SW ","2","","","","","","","Moderate ","2","SW ","2","SW ","2"
