"//1.사업메타",,,,,,,,,
"//사업명_정선해양관측",,,,,,,,,
"//사업요약_관할해역의 미리 정해진 정점과 관측선을 따라 정기적으로 수온, 염분, 용존산소, 영양염 및 해양기상자료 등의 관측수행 및 자료제공",,,,,,,,,
"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","dep_flag","기압[hPa]","airpre_qc"
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","0","0","1019","2"
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","10","0","1019","2"
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","20","0","1019","2"
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","30","0","1019","2"
"정선해양관측","102-00","2018-03-04 0:41","129.5883","36.0767","0","50","0","1019","2"
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","0","0","1027","2"
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","10","0","1027","2"
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","20","0","1027","2"
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","30","0","1027","2"
"정선해양관측","102-00","2018-04-17 12:46","129.5883","36.0767","0","50","0","1027","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","0","0","1010","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","10","0","1010","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","20","0","1010","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","30","0","1010","2"
"정선해양관측","102-00","2018-06-23 10:48","129.5883","36.0767","0","50","0","1010","2"
"정선해양관측","102-00","2018-08-29 3:12","129.5883","36.0767","0","0","0","1013","2"
"정선해양관측","102-00","2018-08-29 3:12","129.5883","36.0767","0","10","0","1013","2"
"정선해양관측","102-00","2018-08-29 3:12","129.5883","36.0767","0","20","0","1013","2"
"정선해양관측","102-00","2018-08-29 3:12","129.5883","36.0767","0","30","0","1013","2"
"정선해양관측","102-00","2018-10-25 12:20","129.5883","36.0767","0","0","0","1028","2"
"정선해양관측","102-00","2018-10-25 12:20","129.5883","36.0767","0","10","0","1028","2"
"정선해양관측","102-00","2018-10-25 12:20","129.5883","36.0767","0","20","0","1028","2"
"정선해양관측","102-00","2018-10-25 12:20","129.5883","36.0767","0","30","0","1028","2"
"정선해양관측","102-00","2018-12-21 12:30","129.5883","36.0767","0","0","0","1028","2"
"정선해양관측","102-00","2018-12-21 12:30","129.5883","36.0767","0","10","0","1028","2"
"정선해양관측","102-00","2018-12-21 12:30","129.5883","36.0767","0","20","0","1028","2"
"정선해양관측","102-00","2018-12-21 12:30","129.5883","36.0767","0","30","0","1028","2"
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","0","0","1019","2"
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","10","0","1019","2"
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","20","0","1019","2"
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","30","0","1019","2"
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","50","0","1019","2"
"정선해양관측","102-04","2018-03-04 0:22","129.615","36.0767","0","75","0","1019","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","0","0","1027","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","10","0","1027","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","20","0","1027","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","30","0","1027","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","50","0","1027","2"
"정선해양관측","102-04","2018-04-17 12:28","129.615","36.0767","0","75","0","1027","2"
"정선해양관측","102-04","2018-06-23 10:31","129.615","36.0767","0","0","0","1010","2"
"정선해양관측","102-04","2018-06-23 10:31","129.615","36.0767","0","10","0","1010","2"
"정선해양관측","102-04","2018-06-23 10:31","129.615","36.0767","0","20","0","1010","2"
"정선해양관측","102-04","2018-06-23 10:31","129.615","36.0767","0","30","0","1010","2"
"정선해양관측","102-04","2018-06-23 10:31","129.615","36.0767","0","50","0","1010","2"
"정선해양관측","102-04","2018-06-23 10:31","129.615","36.0767","0","75","0","1010","2"
"정선해양관측","102-04","2018-08-29 3:28","129.615","36.0767","0","0","0","1013","2"
"정선해양관측","102-04","2018-08-29 3:28","129.615","36.0767","0","10","0","1013","2"
"정선해양관측","102-04","2018-08-29 3:28","129.615","36.0767","0","20","0","1013","2"
"정선해양관측","102-04","2018-08-29 3:28","129.615","36.0767","0","30","0","1013","2"
"정선해양관측","102-04","2018-08-29 3:28","129.615","36.0767","0","50","0","1013","2"
"정선해양관측","102-04","2018-08-29 3:28","129.615","36.0767","0","75","0","1013","2"
"정선해양관측","102-04","2018-10-25 11:47","129.615","36.0767","0","0","0","1029","2"
"정선해양관측","102-04","2018-10-25 11:47","129.615","36.0767","0","10","0","1029","2"
"정선해양관측","102-04","2018-10-25 11:47","129.615","36.0767","0","20","0","1029","2"
"정선해양관측","102-04","2018-10-25 11:47","129.615","36.0767","0","30","0","1029","2"
"정선해양관측","102-04","2018-10-25 11:47","129.615","36.0767","0","50","0","1029","2"
"정선해양관측","102-04","2018-10-25 11:47","129.615","36.0767","0","75","0","1029","2"
"정선해양관측","102-04","2018-12-21 12:11","129.615","36.0767","0","0","0","1028","2"
"정선해양관측","102-04","2018-12-21 12:11","129.615","36.0767","0","10","0","1028","2"
"정선해양관측","102-04","2018-12-21 12:11","129.615","36.0767","0","20","0","1028","2"
"정선해양관측","102-04","2018-12-21 12:11","129.615","36.0767","0","30","0","1028","2"
"정선해양관측","102-04","2018-12-21 12:11","129.615","36.0767","0","50","0","1028","2"
"정선해양관측","102-04","2018-12-21 12:11","129.615","36.0767","0","75","0","1028","2"
"정선해양관측","102-05","2018-03-03 23:38","129.6883","36.0767","0","0","0","1018","2"
"정선해양관측","102-05","2018-03-03 23:38","129.6883","36.0767","0","10","0","1018","2"
"정선해양관측","102-05","2018-03-03 23:38","129.6883","36.0767","0","20","0","1018","2"
"정선해양관측","102-05","2018-03-03 23:38","129.6883","36.0767","0","30","0","1018","2"
"정선해양관측","102-05","2018-03-03 23:38","129.6883","36.0767","0","50","0","1018","2"
"정선해양관측","102-05","2018-03-03 23:38","129.6883","36.0767","0","75","0","1018","2"
"정선해양관측","102-05","2018-03-03 23:38","129.6883","36.0767","0","100","0","1018","2"
"정선해양관측","102-05","2018-03-03 23:38","129.6883","36.0767","0","125","0","1018","2"
"정선해양관측","102-05","2018-03-03 23:38","129.6883","36.0767","0","150","0","1018","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","0","0","1027","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","10","0","1027","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","20","0","1027","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","30","0","1027","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","50","0","1027","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","75","0","1027","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","100","0","1027","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","125","0","1027","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","150","0","1027","2"
"정선해양관측","102-05","2018-04-17 11:46","129.6883","36.0767","0","200","0","1027","2"
"정선해양관측","102-05","2018-06-23 9:49","129.6883","36.0767","0","0","0","1010","2"
"정선해양관측","102-05","2018-06-23 9:49","129.6883","36.0767","0","10","0","1010","2"
"정선해양관측","102-05","2018-06-23 9:49","129.6883","36.0767","0","20","0","1010","2"
"정선해양관측","102-05","2018-06-23 9:49","129.6883","36.0767","0","30","0","1010","2"
"정선해양관측","102-05","2018-06-23 9:49","129.6883","36.0767","0","50","0","1010","2"
"정선해양관측","102-05","2018-06-23 9:49","129.6883","36.0767","0","75","0","1010","2"
"정선해양관측","102-05","2018-06-23 9:49","129.6883","36.0767","0","100","0","1010","2"
"정선해양관측","102-05","2018-06-23 9:49","129.6883","36.0767","0","125","0","1010","2"
"정선해양관측","102-05","2018-06-23 9:49","129.6883","36.0767","0","150","0","1010","2"
"정선해양관측","102-05","2018-08-29 4:00","129.6883","36.0767","0","0","0","1012","2"
"정선해양관측","102-05","2018-08-29 4:00","129.6883","36.0767","0","10","0","1012","2"
"정선해양관측","102-05","2018-08-29 4:00","129.6883","36.0767","0","20","0","1012","2"
"정선해양관측","102-05","2018-08-29 4:00","129.6883","36.0767","0","30","0","1012","2"
"정선해양관측","102-05","2018-08-29 4:00","129.6883","36.0767","0","50","0","1012","2"
"정선해양관측","102-05","2018-08-29 4:00","129.6883","36.0767","0","75","0","1012","2"
"정선해양관측","102-05","2018-08-29 4:00","129.6883","36.0767","0","100","0","1012","2"
"정선해양관측","102-05","2018-08-29 4:00","129.6883","36.0767","0","125","0","1012","2"
"정선해양관측","102-05","2018-08-29 4:00","129.6883","36.0767","0","150","0","1012","2"
"정선해양관측","102-05","2018-10-25 11:07","129.6883","36.0767","0","0","0","1028","2"
"정선해양관측","102-05","2018-10-25 11:07","129.6883","36.0767","0","10","0","1028","2"
"정선해양관측","102-05","2018-10-25 11:07","129.6883","36.0767","0","20","0","1028","2"
"정선해양관측","102-05","2018-10-25 11:07","129.6883","36.0767","0","30","0","1028","2"
"정선해양관측","102-05","2018-10-25 11:07","129.6883","36.0767","0","50","0","1028","2"
"정선해양관측","102-05","2018-10-25 11:07","129.6883","36.0767","0","75","0","1028","2"
"정선해양관측","102-05","2018-10-25 11:07","129.6883","36.0767","0","100","0","1028","2"
"정선해양관측","102-05","2018-10-25 11:07","129.6883","36.0767","0","125","0","1028","2"
"정선해양관측","102-05","2018-10-25 11:07","129.6883","36.0767","0","150","0","1028","2"
"정선해양관측","102-05","2018-12-21 11:31","129.6883","36.0767","0","0","0","1030","2"
"정선해양관측","102-05","2018-12-21 11:31","129.6883","36.0767","0","10","0","1030","2"
"정선해양관측","102-05","2018-12-21 11:31","129.6883","36.0767","0","20","0","1030","2"
"정선해양관측","102-05","2018-12-21 11:31","129.6883","36.0767","0","30","0","1030","2"
"정선해양관측","102-05","2018-12-21 11:31","129.6883","36.0767","0","50","0","1030","2"
"정선해양관측","102-05","2018-12-21 11:31","129.6883","36.0767","0","75","0","1030","2"
"정선해양관측","102-05","2018-12-21 11:31","129.6883","36.0767","0","100","0","1030","2"
"정선해양관측","102-05","2018-12-21 11:31","129.6883","36.0767","0","125","0","1030","2"
"정선해양관측","102-05","2018-12-21 11:31","129.6883","36.0767","0","150","0","1030","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","0","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","10","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","20","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","30","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","50","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","75","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","100","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","125","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","150","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","200","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","250","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","300","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","400","0","1018","2"
"정선해양관측","102-06","2018-03-03 22:37","129.7967","36.0767","0","500","0","1018","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","0","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","10","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","20","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","30","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","50","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","75","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","100","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","125","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","150","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","200","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","250","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","300","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","400","0","1027","2"
"정선해양관측","102-06","2018-04-17 10:38","129.7967","36.0767","0","500","0","1027","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","0","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","10","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","20","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","30","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","50","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","75","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","100","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","125","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","150","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","200","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","250","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","300","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","400","0","1010","2"
"정선해양관측","102-06","2018-06-23 8:46","129.7967","36.0767","0","500","0","1010","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","0","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","10","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","20","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","30","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","50","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","75","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","100","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","125","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","150","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","200","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","250","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","300","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","400","0","1011","2"
"정선해양관측","102-06","2018-08-29 4:51","129.7967","36.0767","0","500","0","1011","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","0","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","10","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","20","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","30","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","50","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","75","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","100","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","125","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","150","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","200","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","250","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","300","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","400","0","1028","2"
"정선해양관측","102-06","2018-10-25 10:05","129.7967","36.0767","0","500","0","1028","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","0","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","10","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","20","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","30","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","50","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","75","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","100","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","125","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","150","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","200","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","250","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","300","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","400","0","1031","2"
"정선해양관측","102-06","2018-12-21 10:25","129.7967","36.0767","0","500","0","1031","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","0","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","10","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","20","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","30","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","50","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","75","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","100","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","125","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","150","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","200","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","250","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","300","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","400","0","1019","2"
"정선해양관측","102-07","2018-03-03 21:07","130","36.0767","0","500","0","1019","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","0","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","10","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","20","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","30","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","50","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","75","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","100","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","125","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","150","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","200","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","250","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","300","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","400","0","1027","2"
"정선해양관측","102-07","2018-04-17 9:14","130","36.0767","0","500","0","1027","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","0","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","10","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","20","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","30","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","50","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","75","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","100","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","125","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","150","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","200","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","250","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","300","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","400","0","1010","2"
"정선해양관측","102-07","2018-06-23 7:13","130","36.0767","0","500","0","1010","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","0","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","10","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","20","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","30","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","50","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","75","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","100","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","125","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","150","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","200","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","250","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","300","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","400","0","1011","2"
"정선해양관측","102-07","2018-08-29 6:07","130","36.0767","0","500","0","1011","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","0","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","10","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","20","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","30","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","50","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","75","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","100","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","125","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","150","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","200","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","250","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","300","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","400","0","1028","2"
"정선해양관측","102-07","2018-10-25 8:16","130","36.0767","0","500","0","1028","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","0","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","10","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","20","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","30","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","50","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","75","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","100","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","125","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","150","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","200","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","250","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","300","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","400","0","1030","2"
"정선해양관측","102-07","2018-12-21 8:50","130","36.0767","0","500","0","1030","2"
"정선해양관측","102-08","2018-03-03 19:07","130.3067","36.0767","0","0","0","1019","2"
"정선해양관측","102-08","2018-03-03 19:07","130.3067","36.0767","0","10","0","1019","2"
"정선해양관측","102-08","2018-03-03 19:07","130.3067","36.0767","0","20","0","1019","2"
