"정선해양관측","102-00","2006-06-20 09:20:00","129.5883","36.0767","0","20","","34.669","1","14.41","1","5.7","1","","","","","","","","","","","",""
"정선해양관측","102-00","2006-06-20 09:20:00","129.5883","36.0767","0","30","","34.417","1","14.44","1","5.39","1","","","","","","","","","","","",""
"정선해양관측","102-00","2006-06-20 09:20:00","129.5883","36.0767","0","50","","34.263","1","7.5","1","5.71","1","","","","","","","","","","","",""
"정선해양관측","102-00","2006-09-20 23:15:00","129.5883","36.0767","0","0","","32.06","1","23.28","1","5.09","1","","","","","","","","","","","",""
"정선해양관측","102-00","2006-09-20 23:15:00","129.5883","36.0767","0","10","","32.053","1","23.28","1","5.09","1","","","","","","","","","","","",""
"정선해양관측","102-00","2006-09-20 23:15:00","129.5883","36.0767","0","20","","32.288","1","22.88","1","5.07","1","","","","","","","","","","","",""
"정선해양관측","102-00","2006-09-20 23:15:00","129.5883","36.0767","0","30","","32.435","1","23.69","1","4.91","1","","","","","","","","","","","",""
"정선해양관측","102-00","2006-09-20 23:15:00","129.5883","36.0767","0","50","","34.172","1","4.17","1","6.05","1","","","","","","","","","","","",""
"정선해양관측","102-00","2006-11-04 05:31:00","129.5883","36.0767","0","0","","32.59","1","19.79","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-11-04 05:31:00","129.5883","36.0767","0","10","","32.568","1","19.77","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-11-04 05:31:00","129.5883","36.0767","0","20","","32.99","1","16.17","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-11-04 05:31:00","129.5883","36.0767","0","30","","34.051","1","12.46","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-11-04 05:31:00","129.5883","36.0767","0","50","","34.078","1","7.96","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-11-04 05:31:00","129.5883","36.0767","0","75","","33.992","1","2.66","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-12-15 06:20:00","129.5883","36.0767","0","0","","33.462","1","15.54","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-12-15 06:20:00","129.5883","36.0767","0","10","","33.915","1","15.71","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-12-15 06:20:00","129.5883","36.0767","0","20","","33.964","1","15.58","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-12-15 06:20:00","129.5883","36.0767","0","30","","33.981","1","15.36","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-12-15 06:20:00","129.5883","36.0767","0","50","","33.971","1","11.02","1","","","","","","","","","","","","","",""
"정선해양관측","102-00","2006-12-15 06:20:00","129.5883","36.0767","0","75","","34.086","1","5.12","1","","","","","","","","","","","","","",""
"정선해양관측","102-04","2006-02-13 10:20:00","129.615","36.0767","0","0","","34.367","1","11.2","1","4.7","1","","","","","","","","","","","7","2"
"정선해양관측","102-04","2006-02-13 10:20:00","129.615","36.0767","0","10","","34.387","1","11.2","1","5.13","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-02-13 10:20:00","129.615","36.0767","0","20","","34.425","1","11.2","1","5.46","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-02-13 10:20:00","129.615","36.0767","0","30","","34.279","1","10","1","5.34","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-02-13 10:20:00","129.615","36.0767","0","50","","34.134","1","8","1","5.36","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-02-13 10:20:00","129.615","36.0767","0","75","","34.102","1","6","1","5.25","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-05-13 18:05:00","129.615","36.0767","0","0","","34.265","1","14.96","1","6.11","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-05-13 18:05:00","129.615","36.0767","0","10","","34.268","1","14.96","1","5.77","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-05-13 18:05:00","129.615","36.0767","0","20","","34.221","1","13.61","1","6.34","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-05-13 18:05:00","129.615","36.0767","0","30","","34.31","1","12.55","1","6.46","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-05-13 18:05:00","129.615","36.0767","0","50","","34.237","1","9.66","1","6.06","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-06-20 09:10:00","129.615","36.0767","0","0","","33.912","1","15.7","1","5.99","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-06-20 09:10:00","129.615","36.0767","0","10","","34.046","1","14.31","1","5.9","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-06-20 09:10:00","129.615","36.0767","0","20","","34.378","1","13.86","1","5.24","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-06-20 09:10:00","129.615","36.0767","0","30","","34.511","1","13.74","1","5.02","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-06-20 09:10:00","129.615","36.0767","0","50","","34.235","1","8.98","1","5.59","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-09-20 23:30:00","129.615","36.0767","0","0","","31.983","1","23.1","1","4.39","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-09-20 23:30:00","129.615","36.0767","0","10","","32.152","1","23.24","1","4.43","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-09-20 23:30:00","129.615","36.0767","0","20","","32.351","1","23.64","1","4.42","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-09-20 23:30:00","129.615","36.0767","0","30","","32.348","1","23.38","1","4.47","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-09-20 23:30:00","129.615","36.0767","0","50","","34.216","1","5.61","1","5.54","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-09-20 23:30:00","129.615","36.0767","0","75","","34.068","1","2.95","1","5.67","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-11-04 05:20:00","129.615","36.0767","0","0","","32.466","1","19.41","1","5.57","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-11-04 05:20:00","129.615","36.0767","0","10","","32.725","1","19.02","1","4.84","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-11-04 05:20:00","129.615","36.0767","0","20","","33.133","1","16.3","1","5.18","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-11-04 05:20:00","129.615","36.0767","0","30","","33.899","1","13.35","1","4.1","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-11-04 05:20:00","129.615","36.0767","0","50","","34.244","1","9.29","1","4.24","1","","","","","","","","","","","",""
"정선해양관측","102-04","2006-12-15 05:40:00","129.615","36.0767","0","0","","33.534","1","15.92","1","","","","","","","","","","","","","",""
"정선해양관측","102-04","2006-12-15 05:40:00","129.615","36.0767","0","10","","33.936","1","16.17","1","","","","","","","","","","","","","",""
"정선해양관측","102-04","2006-12-15 05:40:00","129.615","36.0767","0","20","","33.839","1","15.68","1","","","","","","","","","","","","","",""
"정선해양관측","102-04","2006-12-15 05:40:00","129.615","36.0767","0","30","","33.917","1","15.75","1","","","","","","","","","","","","","",""
"정선해양관측","102-04","2006-12-15 05:40:00","129.615","36.0767","0","50","","34.159","1","14.74","1","","","","","","","","","","","","","",""
"정선해양관측","102-04","2006-12-15 05:40:00","129.615","36.0767","0","75","","34.057","1","4.79","1","","","","","","","","","","","","","",""
"정선해양관측","102-05","2006-02-13 10:55:00","129.6883","36.0767","0","0","","34.387","1","11.38","1","5.06","1","","","7.58","1","0.03","2","0.56","1","8.75","1","10","2"
"정선해양관측","102-05","2006-02-13 10:55:00","129.6883","36.0767","0","10","","34.407","1","11.39","1","5.26","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-02-13 10:55:00","129.6883","36.0767","0","20","","34.413","1","11.37","1","5.35","1","","","7.84","1","0.02","2","0.48","1","12.5","1","",""
"정선해양관측","102-05","2006-02-13 10:55:00","129.6883","36.0767","0","30","","34.414","1","11.27","1","5.32","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-02-13 10:55:00","129.6883","36.0767","0","50","","34.134","1","8.09","1","5.11","1","","","16.91","1","0.02","2","0.98","1","16.06","1","",""
"정선해양관측","102-05","2006-02-13 10:55:00","129.6883","36.0767","0","75","","34.098","1","5.04","1","5.38","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-02-13 10:55:00","129.6883","36.0767","0","100","","34.063","1","3.29","1","5.63","1","","","18.97","1","","","1.32","1","23.26","1","",""
"정선해양관측","102-05","2006-05-13 17:27:00","129.6883","36.0767","0","0","","34.392","1","15.38","1","5.65","1","","","1.83","1","","","0.24","1","2.77","1","",""
"정선해양관측","102-05","2006-05-13 17:27:00","129.6883","36.0767","0","10","","34.405","1","15.33","1","6.18","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-05-13 17:27:00","129.6883","36.0767","0","20","","34.491","1","15.1","1","5.76","1","","","1.74","1","","","0.23","1","0.4","1","",""
"정선해양관측","102-05","2006-05-13 17:27:00","129.6883","36.0767","0","30","","34.378","1","14.93","1","6.26","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-05-13 17:27:00","129.6883","36.0767","0","50","","34.149","1","11.97","1","5.97","1","","","7.97","1","0.05","2","0.53","1","3.8","1","",""
"정선해양관측","102-05","2006-05-13 17:27:00","129.6883","36.0767","0","75","","34.13","1","7.09","1","6","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-05-13 17:27:00","129.6883","36.0767","0","100","","33.975","1","3.32","1","6.1","1","","","21.17","1","0.01","2","1.19","1","15.91","1","",""
"정선해양관측","102-05","2006-05-13 17:27:00","129.6883","36.0767","0","125","","34.056","1","2.35","1","6","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-06-20 08:30:00","129.6883","36.0767","0","0","","33.832","1","16.29","1","5.88","1","","","7.43","1","0.05","2","0.15","1","0.27","1","",""
"정선해양관측","102-05","2006-06-20 08:30:00","129.6883","36.0767","0","10","","33.258","1","16.15","1","5.95","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-06-20 08:30:00","129.6883","36.0767","0","20","","33.961","1","15.44","1","5.51","1","","","13.19","1","0.17","2","0.51","1","19.89","1","",""
"정선해양관측","102-05","2006-06-20 08:30:00","129.6883","36.0767","0","30","","34.33","1","15.08","1","5.27","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-06-20 08:30:00","129.6883","36.0767","0","50","","34.409","1","12.38","1","5.34","1","","","17.91","1","0.03","2","0.77","1","2.66","1","",""
"정선해양관측","102-05","2006-06-20 08:30:00","129.6883","36.0767","0","75","","34.141","1","7.86","1","5.82","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-06-20 08:30:00","129.6883","36.0767","0","100","","34.015","1","4.55","1","5.91","1","","","15.31","1","0.09","2","0.92","1","1.14","1","",""
"정선해양관측","102-05","2006-06-20 08:30:00","129.6883","36.0767","0","125","","34.054","1","3.37","1","5.99","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-06-20 08:30:00","129.6883","36.0767","0","150","","34.027","1","2.37","1","5.99","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-09-21 00:05:00","129.6883","36.0767","0","0","","32.277","1","23.43","1","4.27","1","","","5.16","1","","","0.24","1","","","",""
"정선해양관측","102-05","2006-09-21 00:05:00","129.6883","36.0767","0","10","","32.266","1","23.43","1","4.27","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-09-21 00:05:00","129.6883","36.0767","0","20","","32.466","1","23.77","1","4.26","1","","","5.35","1","","","0.34","1","","","",""
"정선해양관측","102-05","2006-09-21 00:05:00","129.6883","36.0767","0","30","","32.667","1","23.97","1","4.27","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-09-21 00:05:00","129.6883","36.0767","0","50","","34.005","1","8.91","1","4.58","1","","","21.58","1","","","1.16","1","","","",""
"정선해양관측","102-05","2006-09-21 00:05:00","129.6883","36.0767","0","75","","34.128","1","4.68","1","5.48","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-09-21 00:05:00","129.6883","36.0767","0","100","","34.056","1","2.67","1","5.47","1","","","19.21","1","","","1.18","1","","","",""
"정선해양관측","102-05","2006-09-21 00:05:00","129.6883","36.0767","0","125","","34.03","1","1.95","1","5.32","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-11-04 04:46:00","129.6883","36.0767","0","0","","32.642","1","20.12","1","4.7","1","","","6.01","1","0.22","2","0.06","1","1.19","1","",""
"정선해양관측","102-05","2006-11-04 04:46:00","129.6883","36.0767","0","10","","32.671","1","20.13","1","4.43","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-11-04 04:46:00","129.6883","36.0767","0","20","","32.654","1","20.06","1","4.64","1","","","5.49","1","0.18","2","0.06","1","1.37","1","",""
"정선해양관측","102-05","2006-11-04 04:46:00","129.6883","36.0767","0","30","","33.395","1","16.04","1","4.69","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-11-04 04:46:00","129.6883","36.0767","0","50","","34.128","1","12.04","1","4.04","1","","","23.37","1","0.12","2","0.95","1","17.82","1","",""
"정선해양관측","102-05","2006-11-04 04:46:00","129.6883","36.0767","0","75","","34.088","1","6.23","1","4.68","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-11-04 04:46:00","129.6883","36.0767","0","100","","34.052","1","2.67","1","5.17","1","","","26.35","1","0.18","2","1.38","1","16.91","1","",""
"정선해양관측","102-05","2006-11-04 04:46:00","129.6883","36.0767","0","125","","34.057","1","1.47","1","4.8","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-11-04 04:46:00","129.6883","36.0767","0","150","","34.055","1","1.17","1","4.91","1","","","","","","","","","","","",""
"정선해양관측","102-05","2006-12-15 05:05:00","129.6883","36.0767","0","0","","33.575","1","16.39","1","5.23","1","","","11.6","1","0.89","2","0.45","1","3.25","1","",""
"정선해양관측","102-05","2006-12-15 05:05:00","129.6883","36.0767","0","10","","33.996","1","16.75","1","","","","","","","","","","","","","",""
"정선해양관측","102-05","2006-12-15 05:05:00","129.6883","36.0767","0","20","","34.013","1","16.74","1","","","","","11.49","1","0.59","2","0.42","1","2.55","1","",""
"정선해양관측","102-05","2006-12-15 05:05:00","129.6883","36.0767","0","30","","34.011","1","16.7","1","","","","","","","","","","","","","",""
"정선해양관측","102-05","2006-12-15 05:05:00","129.6883","36.0767","0","50","","34.354","1","16.48","1","5.17","1","","","11.42","1","0.51","2","0.46","1","3.11","1","",""
"정선해양관측","102-05","2006-12-15 05:05:00","129.6883","36.0767","0","75","","33.901","1","10.55","1","","","","","","","","","","","","","",""
"정선해양관측","102-05","2006-12-15 05:05:00","129.6883","36.0767","0","100","","34.129","1","3.4","1","5.42","1","","","29.6","1","0.09","2","1.44","1","8.35","1","",""
"정선해양관측","102-05","2006-12-15 05:05:00","129.6883","36.0767","0","125","","34.041","1","2.61","1","","","","","","","","","","","","","",""
"정선해양관측","102-05","2006-12-15 05:05:00","129.6883","36.0767","0","150","","34.045","1","1.85","1","","","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","0","","34.545","1","12.91","1","4.65","1","","","","","","","","","","","15","2"
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","10","","34.521","1","12.97","1","4.93","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","20","","34.526","1","12.97","1","5.39","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","30","","34.52","1","12.95","1","5.49","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","50","","34.495","1","12.79","1","5.49","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","75","","34.323","1","11.56","1","5.43","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","100","","34.054","1","5.34","1","5.59","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","125","","34.047","1","3.41","1","5.58","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","150","","34.027","1","2.41","1","5.72","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","200","","34.035","1","1.4","1","5.83","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","250","","34.042","1","1.06","1","5.74","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","300","","34.05","1","0.96","1","5.62","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","400","","34.066","1","0.79","1","5.31","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-02-13 11:47:00","129.7967","36.0767","0","492","","34.072","1","0.56","1","4.99","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","0","","34.348","1","15.4","1","5.98","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","10","","34.394","1","15.29","1","5.87","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","20","","34.408","1","15.23","1","6.24","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","30","","34.415","1","15.22","1","6.2","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","50","","34.304","1","13.22","1","6.12","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","75","","34.27","1","11.49","1","5.9","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","100","","34.252","1","7.92","1","6.03","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","125","","34.043","1","4.99","1","5.99","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","150","","34.104","1","3.04","1","6.1","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","200","","34.029","1","1.38","1","6.42","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","250","","34.041","1","1.09","1","6.38","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","300","","34.054","1","0.9","1","6.27","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","400","","34.067","1","0.72","1","6.05","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-05-13 16:17:00","129.7967","36.0767","0","500","","34.07","1","0.61","1","5.94","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","0","","33.688","1","17.07","1","6.13","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","10","","33.683","1","17.04","1","5.73","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","20","","33.544","1","16.5","1","5.78","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","30","","33.544","1","16.81","1","5.7","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","50","","34.441","1","14.46","1","5.2","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","75","","34.259","1","11.13","1","5.74","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","100","","34.25","1","8.85","1","5.85","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","125","","34.18","1","6.39","1","5.91","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","150","","34.093","1","4.39","1","6.07","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","200","","33.994","1","2.01","1","5.87","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","250","","34.038","1","1.28","1","5.98","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","300","","34.045","1","1.07","1","5.99","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","400","","34.054","1","0.8","1","5.95","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-06-20 07:30:00","129.7967","36.0767","0","495","","34.065","1","0.68","1","5.81","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","0","","32.542","1","23.88","1","4.27","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","10","","32.544","1","23.89","1","4.56","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","20","","32.559","1","23.77","1","4.61","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","30","","32.69","1","23.47","1","4.62","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","50","","33.495","1","12.72","1","4.28","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","75","","34.047","1","6.07","1","5.03","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","100","","34.051","1","3.73","1","5.52","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","125","","34.053","1","2.63","1","5.49","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","150","","34.025","1","1.9","1","5.42","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","200","","34.052","1","1.17","1","5.33","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","250","","34.063","1","0.92","1","5.18","1","","","","","","","","","","","",""
"정선해양관측","102-06","2006-08-21 01:00:00","129.7967","36.0767","0","300","","34.069","1","0.8","1","4.9","1","","","","","","","","","","","",""
