"정선해양관측","102-04","1977-12-05 17:50:00","129.615","36.0767","0","0","","1020","2","12.5","2","쾌청(운량:0-2)","2","","","","","10.5","2","","","","","","","5.5- 7.9 ","2","W  ","2"
"정선해양관측","102-05","1977-02-10 23:25:00","129.6883","36.0767","0","0","","1019","2","7","2","","","Very Low","2","","","5.7","2","","","","","Slight ","2","3.4- 5.4 ","2","NW ","2"
"정선해양관측","102-05","1977-04-23 17:05:00","129.6883","36.0767","0","0","","1020","2","20.8","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE IV","2","19.5","2","51%-60%","2","Cirrus","2","Slight ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","102-05","1977-06-12 06:40:00","129.6883","36.0767","0","0","","1005","2","21.2","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE IV","2","18.4","2","11%-20%","2","Cirrus","2","Slight ","2","3.4- 5.4 ","2","SE ","2"
"정선해양관측","102-05","1977-07-11 20:45:00","129.6883","36.0767","0","0","","1003","2","22.2","2","개임(운량:3-7)","2","Very Low","2","","","","","61%-70%","2","Cirrus","2","Calm-ripples ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","102-05","1977-08-14 19:40:00","129.6883","36.0767","0","0","","1009","2","23.6","2","개임(운량:3-7)","2","Very Low","2","","","24.3","2","","","","","Rough ","2","8.0-10.7 ","2","NE ","2"
"정선해양관측","102-05","1977-10-13 17:15:00","129.6883","36.0767","0","0","","1021","2","22.5","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE IV","2","19.7","2","Zero","2","","","Calm-ripples ","2","","","",""
"정선해양관측","102-05","1977-12-05 18:30:00","129.6883","36.0767","0","0","","1020","2","12.6","2","쾌청(운량:0-2)","2","Very Low","2","","","10.4","2","","","","","","","5.5- 7.9 ","2","NE ","2"
"정선해양관측","102-06","1977-02-10 22:10:00","129.7967","36.0767","0","0","","1019","2","6.8","2","","","Low","2","","","5.8","2","","","","","Moderate ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","102-06","1977-04-23 16:10:00","129.7967","36.0767","0","0","","1020","2","19.1","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE IV","2","18.2","2","11%-20%","2","Cirrus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","NW ","2"
"정선해양관측","102-06","1977-06-12 07:50:00","129.7967","36.0767","0","0","","1005","2","21.2","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE IV","2","18.9","2","31%-40%","2","Cirrus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","102-06","1977-07-11 19:20:00","129.7967","36.0767","0","0","","1002","2","23.9","2","흐림(운량:8-10)","2","Very Low","2","","","","","91%-100%","2","Cirrus","2","Calm-ripples ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","102-06","1977-08-14 18:40:00","129.7967","36.0767","0","0","","1009","2","24.2","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE II","2","24.1","2","51%-60%","2","Cirrus","2","Rough ","2","8.0-10.7 ","2","NE ","2"
"정선해양관측","102-06","1977-10-13 18:00:00","129.7967","36.0767","0","0","","1021","2","20.4","2","쾌청(운량:0-2)","2","Very Low","2","","","19","2","Zero","2","","","Smooth-wavelets ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","102-06","1977-12-05 19:20:00","129.7967","36.0767","0","0","","1020","2","12.9","2","쾌청(운량:0-2)","2","Very Low","2","","","11.2","2","","","","","Slight ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-07","1977-02-10 20:10:00","130","36.0767","0","0","","1019","2","8.9","2","","","Low","2","","","8.6","2","","","","","Rough ","2","8.0-10.7 ","2","NW ","2"
"정선해양관측","102-07","1977-04-23 14:45:00","130","36.0767","0","0","","1020","2","13.7","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE IV","2","11.9","2","21%-30%","2","Cirrus","2","Calm-glassy ","2","0.3- 1.5 ","2","NE ","2"
"정선해양관측","102-07","1977-06-12 09:10:00","130","36.0767","0","0","","1005","2","22.4","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE III","2","19.7","2","11%-20%","2","Cirrus","2","Calm-glassy ","2","3.4- 5.4 ","2","SE ","2"
"정선해양관측","102-07","1977-07-11 17:40:00","130","36.0767","0","0","","1002","2","24.7","2","개임(운량:3-7)","2","Very Low","2","","","","","61%-70%","2","Cirrus","2","Calm-ripples ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","102-07","1977-08-14 17:10:00","130","36.0767","0","0","","1009","2","25.8","2","흐림(운량:8-10)","2","Very Low","2","FOREL-ULE SCALE II","2","24.6","2","71%-80%","2","Cirrus","2","Moderate ","2","5.5- 7.9 ","2","NE ","2"
"정선해양관측","102-07","1977-10-13 19:30:00","130","36.0767","0","0","","1021","2","18.6","2","쾌청(운량:0-2)","2","Very Low","2","","","17.2","2","","","","","Smooth-wavelets ","2","0.3- 1.5 ","2","SW ","2"
"정선해양관측","102-07","1977-12-05 20:45:00","130","36.0767","0","0","","1020","2","13","2","쾌청(운량:0-2)","2","Very Low","2","","","11.4","2","","","","","Slight ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-08","1977-02-10 18:00:00","130.3067","36.0767","0","0","","1019","2","9.1","2","쾌청(운량:0-2)","2","Low","2","","","8.8","2","","","","","Rough ","2","8.0-10.7 ","2","NW ","2"
"정선해양관측","102-08","1977-04-23 12:25:00","130.3067","36.0767","0","0","","1020","2","19.3","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE IV","2","19.2","2","21%-30%","2","Cumulus","2","Calm-glassy ","2","0.3- 1.5 ","2","SW ","2"
"정선해양관측","102-08","1977-06-12 11:30:00","130.3067","36.0767","0","0","","1006","2","22.9","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","20.3","2","31%-40%","2","Cirrus","2","Rough ","2","8.0-10.7 ","2","SE ","2"
"정선해양관측","102-08","1977-08-14 15:15:00","130.3067","36.0767","0","0","","1010","2","27.2","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE II","2","26.4","2","61%-70%","2","Cirrus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","102-08","1977-10-13 21:35:00","130.3067","36.0767","0","0","","1021","2","18.7","2","","","Very Low","2","","","17.2","2","","","","","Smooth-wavelets ","2","0.3- 1.5 ","2","SE ","2"
"정선해양관측","102-08","1977-12-05 22:40:00","130.3067","36.0767","0","0","","1020","2","13.2","2","흐림(운량:8-10)","2","Very Low","2","","","11.9","2","","","","","Smooth-wavelets ","2","0.3- 1.5 ","2","NE ","2"
"정선해양관측","102-09","1977-02-10 15:30:00","130.615","36.0767","0","0","","1019","2","8.5","2","개임(운량:3-7)","2","Low","2","FOREL-ULE SCALE III","2","8","2","61%-70%","2","Nimbostratus","2","Rough ","2","8.0-10.7 ","2","NW ","2"
"정선해양관측","102-09","1977-04-23 10:10:00","130.615","36.0767","0","0","","1018","2","16.1","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","15.8","2","21%-30%","2","Cirrus","2","Calm-glassy ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","102-09","1977-06-12 13:35:00","130.615","36.0767","0","0","","1004","2","22.6","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE III","2","19.8","2","Zero","2","","","Rough ","2","8.0-10.7 ","2","SE ","2"
"정선해양관측","102-09","1977-08-14 13:15:00","130.615","36.0767","0","0","","1010","2","26","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE II","2","24.8","2","51%-60%","2","Cirrus","2","Slight ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-09","1977-10-13 23:20:00","130.615","36.0767","0","0","","1021","2","18.5","2","","","Very Low","2","","","17.1","2","","","","","Smooth-wavelets ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","102-09","1977-12-06 00:40:00","130.615","36.0767","0","0","","1020","2","13.1","2","흐림(운량:8-10)","2","Very Low","2","","","12.1","2","","","","","Smooth-wavelets ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","102-10","1977-02-10 13:20:00","130.9183","36.0767","0","0","","1018","2","4.9","2","흐림(운량:8-10)","2","Low","2","FOREL-ULE SCALE III","2","5","2","71%-80%","2","Altostratus","2","Rough ","2","8.0-10.7 ","2","NW ","2"
"정선해양관측","102-10","1977-04-23 08:10:00","130.9183","36.0767","0","0","","1019","2","12.9","2","개임(운량:3-7)","2","No Swell","2","FOREL-ULE SCALE III","2","12.1","2","21%-30%","2","Cumulus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","102-10","1977-06-12 15:40:00","130.9183","36.0767","0","0","","1004.5","2","20","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","18.6","2","41%-50%","2","Altostratus","2","Rough ","2","8.0-10.7 ","2","SE ","2"
"정선해양관측","102-10","1977-08-14 11:15:00","130.9183","36.0767","0","0","","1010","2","26.1","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE IV","2","25.3","2","51%-60%","2","Cirrus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","102-10","1977-10-14 01:10:00","130.9183","36.0767","0","0","","1021","2","18.5","2","","","Very Low","2","","","18.1","2","","","","","Smooth-wavelets ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","102-10","1977-12-06 02:40:00","130.9183","36.0767","0","0","","1020","2","13.2","2","흐림(운량:8-10)","2","Very Low","2","","","12.2","2","","","","","Smooth-wavelets ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","102-11","1977-02-10 11:00:00","131.2267","36.0767","0","0","","1018","2","5.8","2","흐림(운량:8-10)","2","Low","2","FOREL-ULE SCALE III","2","5.6","2","91%-100%","2","Altostratus","2","Rough ","2","8.0-10.7 ","2","NW ","2"
"정선해양관측","102-11","1977-04-23 05:15:00","131.2267","36.0767","0","0","","1019","2","11.5","2","쾌청(운량:0-2)","2","Very Low","2","","","11.2","2","","","","","Moderate ","2","5.5- 7.9 ","2","SW ","2"
"정선해양관측","102-11","1977-06-12 17:40:00","131.2267","36.0767","0","0","","1004","2","19.2","2","흐림(운량:8-10)","2","Low","2","FOREL-ULE SCALE III","2","18.3","2","91%-100%","2","Altostratus","2","Rough ","2","3.4- 5.4 ","2","SE ","2"
"정선해양관측","102-11","1977-08-14 09:15:00","131.2267","36.0767","0","0","","1010","2","25.5","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE III","2","25.1","2","11%-20%","2","Cirrus","2","Slight ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-11","1977-10-14 03:00:00","131.2267","36.0767","0","0","","1021","2","18.2","2","","","Very Low","2","","","17.7","2","","","","","Smooth-wavelets ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","102-11","1977-12-06 04:30:00","131.2267","36.0767","0","0","","1020","2","12.2","2","개임(운량:3-7)","2","Very Low","2","","","11.6","2","","","","","Smooth-wavelets ","2","3.4- 5.4 ","2","N  ","2"
"정선해양관측","103-04","1977-02-09 18:00:00","129.5017","36.505","0","0","","1022","2","5.7","2","흐림(운량:8-10)","2","Very Low","2","","","5.3","2","91%-100%","2","Altostratus","2","Moderate ","2","5.5- 7.9 ","2","SW ","2"
"정선해양관측","103-04","1977-04-22 13:40:00","129.5017","36.505","0","0","","1016","2","13.5","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE IV","2","13.3","2","Zero","2","","","Moderate ","2","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-04","1977-06-15 07:50:00","129.5017","36.505","0","0","","1012","2","17.2","2","흐림(운량:8-10)","2","Very Low","2","FOREL-ULE SCALE IV","2","17.1","2","91%-100%","2","Altostratus","2","Slight ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-04","1977-07-11 08:50:00","129.5017","36.505","0","0","","1002","2","23.5","2","흐림(운량:8-10)","2","Very Low","2","","","","","91%-100%","2","Altostratus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","103-04","1977-08-13 18:45:00","129.5017","36.505","0","0","","1008","2","24","2","개임(운량:3-7)","2","Very Low","2","","","23.4","2","","","","","Calm-glassy ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","103-04","1977-10-14 17:05:00","129.5017","36.505","0","0","","1017","2","21.8","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE IV","2","21.3","2","41%-50%","2","Cirrus","2","Slight ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","103-04","1977-12-06 19:20:00","129.5017","36.505","0","0","","1024","2","11.5","2","흐림(운량:8-10)","2","Very Low","2","","","11","2","","","","","Smooth-wavelets ","2","0.3- 1.5 ","2","NE ","2"
"정선해양관측","103-05","1977-02-09 19:00:00","129.59","36.505","0","0","","1022","2","5.5","2","흐림(운량:8-10)","2","Very Low","2","","","5.1","2","","","","","Moderate ","2","5.5- 7.9 ","2","SW ","2"
"정선해양관측","103-05","1977-04-22 14:35:00","129.59","36.505","0","0","","1015","2","16.2","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE III","2","16","2","Zero","2","","","Moderate ","2","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-05","1977-06-15 08:50:00","129.59","36.505","0","0","","1012","2","18.9","2","흐림(운량:8-10)","2","Very Low","2","FOREL-ULE SCALE III","2","18.4","2","91%-100%","2","Altostratus","2","Rough ","2","5.5- 7.9 ","2","NE ","2"
"정선해양관측","103-05","1977-07-11 10:45:00","129.59","36.505","0","0","","1002","2","24.2","2","흐림(운량:8-10)","2","Very Low","2","","","","","91%-100%","2","Altostratus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","103-05","1977-08-13 19:30:00","129.59","36.505","0","0","","1008","2","23.1","2","개임(운량:3-7)","2","Very Low","2","","","23","2","","","","","Calm-glassy ","2","0.3- 1.5 ","2","NE ","2"
"정선해양관측","103-05","1977-10-14 16:15:00","129.59","36.505","0","0","","1020","2","22.4","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE IV","2","22.1","2","31%-40%","2","Cirrus","2","Slight ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","103-05","1977-12-06 18:30:00","129.59","36.505","0","0","","1024","2","11.2","2","비","2","Very Low","2","","","10.4","2","","","","","Moderate ","2","5.5- 7.9 ","2","NE ","2"
"정선해양관측","103-06","1977-02-09 20:40:00","129.7883","36.505","0","0","","1022","2","5.4","2","","","Very Low","2","","","5.1","2","","","","","Moderate ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","103-06","1977-04-22 16:15:00","129.7883","36.505","0","0","","1016","2","13.4","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","13","2","21%-30%","2","Cirrus","2","Moderate ","2","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-06","1977-06-15 10:30:00","129.7883","36.505","0","0","","1013","2","21.2","2","흐림(운량:8-10)","2","Very Low","2","FOREL-ULE SCALE III","2","22.2","2","91%-100%","2","Altostratus","2","Slight ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-06","1977-07-11 12:20:00","129.7883","36.505","0","0","","1002","2","24.3","2","흐림(운량:8-10)","2","Very Low","2","","","","","91%-100%","2","Altostratus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","103-06","1977-08-13 20:50:00","129.7883","36.505","0","0","","1008","2","20.4","2","개임(운량:3-7)","2","Very Low","2","","","19.6","2","","","","","Smooth-wavelets ","2","0.3- 1.5 ","2","NE ","2"
"정선해양관측","103-06","1977-10-14 14:55:00","129.7883","36.505","0","0","","1020","2","21","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE IV","2","20.2","2","11%-20%","2","Cirrus","2","Slight ","2","3.4- 5.4 ","2","SW ","2"
"정선해양관측","103-06","1977-12-06 17:05:00","129.7883","36.505","0","0","","1024","2","12.8","2","비","2","Very Low","2","FOREL-ULE SCALE III","2","11.8","2","","","","","Slight ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-07","1977-02-09 22:10:00","130","36.505","0","0","","1022","2","5.2","2","","","Low","2","","","4.9","2","","","","","Moderate ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","103-07","1977-04-22 17:45:00","130","36.505","0","0","","1016","2","12.4","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","12","2","21%-30%","2","Cirrus","2","Moderate ","2","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-07","1977-06-15 12:00:00","130","36.505","0","0","","1013","2","21.7","2","흐림(운량:8-10)","2","Very Low","2","FOREL-ULE SCALE III","2","22.2","2","91%-100%","2","Altostratus","2","Slight ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-07","1977-07-11 13:50:00","130","36.505","0","0","","1002","2","25.2","2","흐림(운량:8-10)","2","Very Low","2","","","","","91%-100%","2","Altostratus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","103-07","1977-08-13 22:15:00","130","36.505","0","0","","1008","2","23.2","2","개임(운량:3-7)","2","Very Low","2","","","23","2","","","","","Moderate ","2","5.5- 7.9 ","2","NE ","2"
"정선해양관측","103-07","1977-10-14 13:35:00","130","36.505","0","0","","1021","2","23.3","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE IV","2","23.5","2","Zero","2","","","Smooth-wavelets ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","103-07","1977-12-06 15:30:00","130","36.505","0","0","","1024","2","13.2","2","비","2","Very Low","2","FOREL-ULE SCALE III","2","12.4","2","","","","","Smooth-wavelets ","2","1.6- 3.3 ","2","NE ","2"
"정선해양관측","103-08","1977-02-10 00:30:00","130.3117","36.505","0","0","","1022","2","5.4","2","","","Very Low","2","","","5.1","2","","","","","Moderate ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","103-08","1977-04-22 20:00:00","130.3117","36.505","0","0","","1016","2","12.1","2","쾌청(운량:0-2)","2","Very Low","2","","","12","2","Zero","2","","","Moderate ","2","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-08","1977-06-15 14:20:00","130.3117","36.505","0","0","","1011","2","22.4","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","22.5","2","61%-70%","2","Cumulus","2","Smooth-wavelets ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","103-08","1977-08-14 00:30:00","130.3117","36.505","0","0","","1008","2","23.9","2","쾌청(운량:0-2)","2","Very Low","2","","","23.4","2","","","","","Moderate ","2","5.5- 7.9 ","2","NE ","2"
"정선해양관측","103-08","1977-10-14 11:40:00","130.3117","36.505","0","0","","1020","2","23.7","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE IV","2","23.7","2","Zero","2","","","Smooth-wavelets ","2","1.6- 3.3 ","2","SW ","2"
"정선해양관측","103-08","1977-12-06 13:35:00","130.3117","36.505","0","0","","1025","2","16.4","2","개임(운량:3-7)","2","Low","2","FOREL-ULE SCALE III","2","16.2","2","31%-40%","2","Cumulus","2","Rough ","2","8.0-10.7 ","2","NE ","2"
"정선해양관측","103-09","1977-02-10 02:40:00","130.6217","36.505","0","0","","1021","2","5.4","2","","","Low","2","","","5.2","2","","","","","Moderate ","2","5.5- 7.9 ","2","NW ","2"
"정선해양관측","103-09","1977-04-22 21:55:00","130.6217","36.505","0","0","","1018","2","12.1","2","쾌청(운량:0-2)","2","Very Low","2","","","12","2","","","","","Moderate ","2","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-09","1977-06-15 16:20:00","130.6217","36.505","0","0","","1011","2","25.3","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","21.2","2","51%-60%","2","Cumulus","2","Slight ","2","3.4- 5.4 ","2","SE ","2"
"정선해양관측","103-09","1977-08-14 02:20:00","130.6217","36.505","0","0","","1010","2","23.6","2","쾌청(운량:0-2)","2","Very Low","2","","","22.2","2","","","","","Slight ","2","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-09","1977-10-14 09:40:00","130.6217","36.505","0","0","","1021","2","23.9","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE IV","2","23.5","2","","","","","Smooth-wavelets ","2","0.3- 1.5 ","2","SW ","2"
"정선해양관측","103-09","1977-12-06 11:30:00","130.6217","36.505","0","0","","1025","2","16.7","2","개임(운량:3-7)","2","Low","2","FOREL-ULE SCALE III","2","16","2","31%-40%","2","Cumulus","2","Rough ","2","8.0-10.7 ","2","NE ","2"
"정선해양관측","103-10","1977-02-10 05:00:00","130.9267","36.505","0","0","","1019","2","5.4","2","","","Very Low","2","","","5.3","2","","","","","Slight ","2","3.4- 5.4 ","2","W  ","2"
"정선해양관측","103-10","1977-04-23 00:10:00","130.9267","36.505","0","0","","1018","2","12.8","2","쾌청(운량:0-2)","2","Very Low","2","","","12.3","2","","","","","Moderate ","2","5.5- 7.9 ","2","SW ","2"
"정선해양관측","103-10","1977-06-15 18:30:00","130.9267","36.505","0","0","","1011","2","22.1","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","19.4","2","51%-60%","2","Cumulus","2","Slight ","2","3.4- 5.4 ","2","SE ","2"
"정선해양관측","103-10","1977-08-14 04:15:00","130.9267","36.505","0","0","","1010","2","23.4","2","개임(운량:3-7)","2","Very Low","2","","","22.5","2","","","","","Moderate ","2","5.5- 7.9 ","2","NE ","2"
"정선해양관측","103-10","1977-10-14 07:50:00","130.9267","36.505","0","0","","1021","2","21.5","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE IV","2","21.3","2","1%-10%","2","Cirrus","2","Smooth-wavelets ","2","0.3- 1.5 ","2","SW ","2"
"정선해양관측","103-10","1977-12-06 09:35:00","130.9267","36.505","0","0","","1024","2","12.8","2","흐림(운량:8-10)","2","Low","2","FOREL-ULE SCALE III","2","12.1","2","91%-100%","2","Altostratus","2","Rough ","2","8.0-10.7 ","2","NE ","2"
"정선해양관측","103-11","1977-02-10 07:00:00","131.233","36.505","0","0","","1019","2","5","2","흐림(운량:8-10)","2","Very Low","2","FOREL-ULE SCALE III","2","4.9","2","91%-100%","2","Altostratus","2","Moderate ","2","5.5- 7.9 ","2","NW ","2"
