"정선해양관측","102-04","1990-08-07 09:40:00","129.615","36.0767","0","10","","33.557","1","18.95","1","4.92","1","","","","","","","",""
"정선해양관측","102-04","1990-08-07 09:40:00","129.615","36.0767","0","20","","34.069","1","15.9","1","4.73","1","","","","","","","",""
"정선해양관측","102-04","1990-08-07 09:40:00","129.615","36.0767","0","30","","34.137","1","15.48","1","4.73","1","","","","","","","",""
"정선해양관측","102-04","1990-08-07 09:40:00","129.615","36.0767","0","50","","34.297","1","13.66","1","4.73","1","","","","","","","",""
"정선해양관측","102-04","1990-10-10 11:10:00","129.615","36.0767","0","0","","32.877","1","21.63","1","5.1","1","","","","","","","7","2"
"정선해양관측","102-04","1990-10-10 11:10:00","129.615","36.0767","0","10","","32.99","1","21.75","1","4.83","1","","","","","","","",""
"정선해양관측","102-04","1990-10-10 11:10:00","129.615","36.0767","0","20","","33.084","1","21.9","1","5.09","1","","","","","","","",""
"정선해양관측","102-04","1990-10-10 11:10:00","129.615","36.0767","0","30","","33.143","1","21.91","1","4.72","1","","","","","","","",""
"정선해양관측","102-04","1990-10-10 11:10:00","129.615","36.0767","0","50","","33.959","1","15.39","1","4.82","1","","","","","","","",""
"정선해양관측","102-04","1990-12-05 16:00:00","129.615","36.0767","0","0","","34.081","1","16.73","1","5.62","1","","","","","","","8","2"
"정선해양관측","102-04","1990-12-05 16:00:00","129.615","36.0767","0","10","","34.114","1","16.68","1","6.02","1","","","","","","","",""
"정선해양관측","102-04","1990-12-05 16:00:00","129.615","36.0767","0","20","","34.317","1","16.23","1","5.37","1","","","","","","","",""
"정선해양관측","102-04","1990-12-05 16:00:00","129.615","36.0767","0","30","","34.259","1","15.58","1","6.34","1","","","","","","","",""
"정선해양관측","102-04","1990-12-05 16:00:00","129.615","36.0767","0","50","","34.232","1","13.9","1","5.47","1","","","","","","","",""
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","0","","34.182","1","12.98","1","5.73","1","","","","","","","10","2"
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","10","","34.214","1","13","1","5.77","1","","","","","","","",""
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","20","","34.225","1","12.98","1","5.82","1","","","","","","","",""
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","30","","34.281","1","13","1","6.09","1","","","","","","","",""
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","50","","34.215","1","12.75","1","5.53","1","","","","","","","",""
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","75","","34.176","1","11.11","1","5.41","1","","","","","","","",""
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","96","","34.133","1","10.88","1","5.51","1","","","","","","","",""
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","120","","34.037","1","4.99","1","5.71","1","","","","","","","",""
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","143","","34.001","1","3.4","1","5.61","1","","","","","","","",""
"정선해양관측","102-05","1990-02-13 16:20:00","129.6883","36.0767","0","190","","33.981","1","1.29","1","5.49","1","","","","","","","",""
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","0","","34.403","1","14.7","1","5.61","1","","","","","","","14","2"
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","10","","34.437","1","14.51","1","5.61","1","","","","","","","",""
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","20","","34.413","1","14.53","1","5.67","1","","","","","","","",""
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","30","","34.417","1","14.52","1","5.49","1","","","","","","","",""
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","50","","34.412","1","14.5","1","5.41","1","","","","","","","",""
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","75","","34.355","1","14.24","1","5.39","1","","","","","","","",""
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","99","","34.249","1","10.02","1","6.22","1","","","","","","","",""
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","124","","34.152","1","5","1","5.33","1","","","","","","","",""
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","148","","34.136","1","2.75","1","5.53","1","","","","","","","",""
"정선해양관측","102-05","1990-04-19 09:40:00","129.6883","36.0767","0","197","","34.117","1","1.64","1","5.29","1","","","","","","","",""
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","0","","33.653","1","18.71","1","5.48","1","","","","","","","10","2"
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","10","","33.88","1","16.06","1","5.71","1","","","","","","","",""
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","20","","34.053","1","15.48","1","6.28","1","","","","","","","",""
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","30","","34.327","1","12.03","1","4.69","1","","","","","","","",""
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","50","","34.286","1","9.71","1","4.79","1","","","","","","","",""
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","75","","34.239","1","7.09","1","5.11","1","","","","","","","",""
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","98","","34.257","1","4.66","1","5.86","1","","","","","","","",""
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","122","","34.202","1","3.41","1","5.57","1","","","","","","","",""
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","145","","34.104","1","2.5","1","5.48","1","","","","","","","",""
"정선해양관측","102-05","1990-06-05 14:30:00","129.6883","36.0767","0","193","","34.104","1","1.64","1","5.12","1","","","","","","","",""
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","0","","33.442","1","25.81","1","5.15","1","","","","","","","10","2"
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","10","","33.762","1","17.24","1","4.62","1","","","","","","","",""
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","20","","34.172","1","17.23","1","4.67","1","","","","","","","",""
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","30","","34.386","1","15.22","1","4.73","1","","","","","","","",""
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","50","","34.349","1","12.77","1","4.64","1","","","","","","","",""
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","75","","34.334","1","8.95","1","4.65","1","","","","","","","",""
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","97","","34.169","1","4.9","1","4.68","1","","","","","","","",""
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","120","","34.135","1","2.8","1","4.62","1","","","","","","","",""
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","144","","34.135","1","2.04","1","4.78","1","","","","","","","",""
"정선해양관측","102-05","1990-08-07 10:25:00","129.6883","36.0767","0","192","","34.102","1","1.28","1","4.98","1","","","","","","","",""
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","0","","33.331","1","22.19","1","5.27","1","","","","","","","10","2"
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","10","","33.392","1","22.25","1","5.02","1","","","","","","","",""
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","20","","33.599","1","22.06","1","5.02","1","","","","","","","",""
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","30","","34.2","1","15.76","1","4.47","1","","","","","","","",""
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","50","","34.46","1","10.47","1","4.22","1","","","","","","","",""
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","75","","34.3","1","4.88","1","5.52","1","","","","","","","",""
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","96","","34.253","1","3.45","1","5.84","1","","","","","","","",""
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","120","","34.252","1","2.45","1","5.32","1","","","","","","","",""
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","142","","34.229","1","0.98","1","5.57","1","","","","","","","",""
"정선해양관측","102-05","1990-10-10 11:50:00","129.6883","36.0767","0","190","","34.19","1","0.98","1","5.82","1","","","","","","","",""
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","0","","34.123","1","17.74","1","5.32","1","","","","","","","12","2"
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","10","","34.125","1","17.99","1","6.02","1","","","","","","","",""
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","20","","34.128","1","18.06","1","5.92","1","","","","","","","",""
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","30","","34.134","1","17.93","1","5.42","1","","","","","","","",""
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","50","","34.21","1","17.94","1","5.62","1","","","","","","","",""
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","75","","34.238","1","16.52","1","5.82","1","","","","","","","",""
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","100","","34.384","1","14.05","1","5.44","1","","","","","","","",""
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","125","","34.32","1","5.1","1","4.52","1","","","","","","","",""
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","150","","34.278","1","3.77","1","5.72","1","","","","","","","",""
"정선해양관측","102-05","1990-12-05 16:30:00","129.6883","36.0767","0","200","","34.257","1","2.49","1","4.22","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","0","","34.225","1","13.1","1","6.06","1","","","","","","","10","2"
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","10","","34.228","1","13.07","1","5.96","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","20","","34.222","1","12.8","1","5.81","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","30","","34.172","1","12.77","1","6.01","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","50","","34.113","1","12.61","1","5.93","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","75","","34.111","1","10.89","1","5.81","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","97","","34.107","1","10.89","1","5.42","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","121","","34.103","1","10.72","1","5.61","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","145","","34.076","1","8.24","1","5.73","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","193","","34.076","1","6.27","1","6.19","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","242","","33.975","1","2.92","1","5.91","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","291","","33.992","1","1.5","1","5.17","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","389","","34.022","1","1.3","1","5.13","1","","","","","","","",""
"정선해양관측","102-06","1990-02-13 17:30:00","129.7967","36.0767","0","487","","34.005","1","0.62","1","5.1","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","0","","34.411","1","14.62","1","5.63","1","","","","","","","11","2"
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","10","","34.406","1","14.51","1","5.49","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","20","","34.401","1","14.5","1","5.45","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","30","","34.386","1","14.46","1","5.62","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","50","","34.385","1","14.42","1","5.78","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","75","","34.382","1","14.41","1","5.54","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","99","","34.245","1","13.02","1","5.75","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","124","","34.285","1","10.15","1","5.53","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","148","","34.152","1","6.28","1","5.49","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","197","","34.088","1","1.39","1","6.31","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","246","","34.101","1","1","1","5.34","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","296","","34.091","1","0.62","1","6.08","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","394","","34.1","1","0.42","1","5.39","1","","","","","","","",""
"정선해양관측","102-06","1990-04-19 10:30:00","129.7967","36.0767","0","492","","34.05","1","0.36","1","6.12","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","0","","33.745","1","17.51","1","5.63","1","","","","","","","18","2"
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","10","","33.824","1","16.64","1","5.49","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","20","","34.054","1","16.35","1","5.45","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","30","","34.347","1","15.68","1","5.62","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","50","","34.489","1","15.28","1","5.78","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","75","","34.485","1","15","1","5.54","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","97","","34.465","1","14.37","1","5.75","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","121","","34.438","1","13.67","1","5.53","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","144","","34.354","1","10.71","1","5.49","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","191","","34.212","1","3.41","1","6.31","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","240","","34.092","1","1.6","1","5.34","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","288","","34.099","1","1.26","1","6.08","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","385","","34.087","1","0.58","1","5.39","1","","","","","","","",""
"정선해양관측","102-06","1990-06-05 13:30:00","129.7967","36.0767","0","482","","34.015","1","0.47","1","6.12","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","0","","34.134","1","27.5","1","4.87","1","","","","","","","10","2"
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","10","","34.238","1","16.57","1","4.62","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","20","","34.249","1","15.04","1","4.63","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","30","","34.363","1","14.58","1","4.65","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","50","","34.333","1","11.87","1","4.86","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","75","","34.338","1","7.64","1","4.67","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","97","","34.279","1","3.81","1","5.01","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","121","","34.257","1","3.83","1","5.04","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","144","","34.155","1","1.88","1","4.72","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","193","","34.152","1","1.11","1","4.68","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","240","","34.145","1","0.84","1","4.92","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","287","","34.084","1","0.54","1","5","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","387","","34.061","1","0.32","1","4.88","1","","","","","","","",""
"정선해양관측","102-06","1990-08-07 11:30:00","129.7967","36.0767","0","480","","34.061","1","0.24","1","4.72","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","0","","33.143","1","21.63","1","5.02","1","","","","","","","10","2"
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","10","","33.486","1","22.35","1","4.8","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","20","","33.713","1","22.54","1","4.82","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","30","","34.475","1","14.11","1","4.62","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","50","","34.305","1","9.53","1","4.62","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","75","","34.28","1","5.17","1","5.37","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","97","","34.3","1","4.45","1","5.22","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","121","","34.293","1","3.61","1","5.62","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","144","","34.241","1","2.95","1","5.52","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","193","","34.239","1","1.87","1","5.82","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","240","","34.178","1","1.15","1","5.42","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","287","","34.132","1","0.8","1","5.04","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","383","","34.045","1","0.61","1","5.37","1","","","","","","","",""
"정선해양관측","102-06","1990-10-10 12:40:00","129.7967","36.0767","0","479","","34.045","1","0.51","1","5.42","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","0","","34.111","1","17.87","1","6.34","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","10","","34.108","1","17.98","1","6.52","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","20","","34.199","1","17.88","1","5.82","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","30","","34.192","1","17.78","1","6.52","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","50","","34.215","1","17.72","1","4.68","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","75","","34.214","1","16.61","1","5.73","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","100","","34.365","1","12.24","1","5.84","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","125","","34.243","1","9.8","1","6.03","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","150","","34.187","1","3.38","1","6.04","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","200","","34.16","1","1.97","1","5.52","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","250","","34.164","1","1.54","1","6.02","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","300","","34.167","1","1.15","1","6.62","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","400","","34.166","1","1.05","1","6.02","1","","","","","","","",""
"정선해양관측","102-06","1990-12-05 17:20:00","129.7967","36.0767","0","500","","34.138","1","0.68","1","6.14","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","0","","34.232","1","13.12","1","5.51","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","10","","34.2","1","13.16","1","5.56","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","20","","34.196","1","13.17","1","5.71","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","30","","34.231","1","13.24","1","5.45","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","50","","34.204","1","13.15","1","6.19","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","75","","34.186","1","12.88","1","5.36","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","98","","34.154","1","10","1","6.19","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","123","","34.121","1","9.4","1","5.63","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","145","","34.109","1","6.52","1","5.6","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","194","","34.175","1","4.21","1","5.59","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","242","","34.09","1","3.47","1","5.29","1","","","","","","","",""
"정선해양관측","102-07","1990-02-13 18:50:00","130","36.0767","0","291","","34.007","1","2.31","1","5.41","1","","","","","","","",""
