"정선해양관측","102-05","1961-10-21 12:00:00","129.6883","36.0767","0","50","","33.15","1","11.56","1","",""
"정선해양관측","102-05","1961-10-21 12:00:00","129.6883","36.0767","0","53","","34.33","1","3.75","1","",""
"정선해양관측","102-05","1961-12-17 07:37:00","129.6883","36.0767","0","0","","34.18","1","14.92","1","",""
"정선해양관측","102-05","1961-12-17 07:37:00","129.6883","36.0767","0","10","","34.16","1","14.91","1","",""
"정선해양관측","102-05","1961-12-17 07:37:00","129.6883","36.0767","0","25","","34.11","1","14.91","1","",""
"정선해양관측","102-05","1961-12-17 07:37:00","129.6883","36.0767","0","50","","34.11","1","13.64","1","",""
"정선해양관측","102-06","1961-06-19 12:45:00","129.7967","36.0767","0","0","","34.29","1","19.3","1","",""
"정선해양관측","102-06","1961-06-19 12:45:00","129.7967","36.0767","0","10","","34.27","1","16.91","1","",""
"정선해양관측","102-06","1961-06-19 12:45:00","129.7967","36.0767","0","25","","34.36","1","12.43","1","",""
"정선해양관측","102-06","1961-06-19 12:45:00","129.7967","36.0767","0","50","","34.11","1","5.14","1","",""
"정선해양관측","102-06","1961-06-19 12:45:00","129.7967","36.0767","0","100","","34.11","1","2.23","1","",""
"정선해양관측","102-06","1961-06-19 12:45:00","129.7967","36.0767","0","150","","34.11","1","1.41","1","",""
"정선해양관측","102-06","1961-07-28 09:32:00","129.7967","36.0767","0","0","","34.24","1","15.5","1","",""
"정선해양관측","102-06","1961-07-28 09:32:00","129.7967","36.0767","0","10","","34.33","1","12.92","1","",""
"정선해양관측","102-06","1961-07-28 09:32:00","129.7967","36.0767","0","25","","34.24","1","7.2","1","",""
"정선해양관측","102-06","1961-07-28 09:32:00","129.7967","36.0767","0","50","","34.15","1","3.66","1","",""
"정선해양관측","102-06","1961-07-28 09:32:00","129.7967","36.0767","0","100","","34.05","1","1.5","1","",""
"정선해양관측","102-06","1961-07-28 09:32:00","129.7967","36.0767","0","150","","34.58","1","1","1","",""
"정선해양관측","102-06","1961-08-22 13:36:00","129.7967","36.0767","0","0","","33.13","1","24.4","1","",""
"정선해양관측","102-06","1961-08-22 13:36:00","129.7967","36.0767","0","10","","33.71","1","19.42","1","",""
"정선해양관측","102-06","1961-08-22 13:36:00","129.7967","36.0767","0","25","","34.33","1","10.82","1","",""
"정선해양관측","102-06","1961-08-22 13:36:00","129.7967","36.0767","0","50","","34.04","1","6.02","1","",""
"정선해양관측","102-06","1961-08-22 13:36:00","129.7967","36.0767","0","100","","34.04","1","2.68","1","",""
"정선해양관측","102-06","1961-08-22 13:36:00","129.7967","36.0767","0","150","","34.05","1","1.48","1","",""
"정선해양관측","102-06","1961-08-22 13:36:00","129.7967","36.0767","0","200","","34","1","1.02","1","",""
"정선해양관측","102-06","1961-08-22 13:36:00","129.7967","36.0767","0","300","","34.05","1","0.71","1","",""
"정선해양관측","102-06","1961-08-22 13:36:00","129.7967","36.0767","0","400","","34.19","1","0.52","1","",""
"정선해양관측","102-06","1961-10-07 09:00:00","129.7967","36.0767","0","0","","34.1","1","23.5","1","",""
"정선해양관측","102-06","1961-10-07 09:00:00","129.7967","36.0767","0","10","","33.22","1","22.92","1","",""
"정선해양관측","102-06","1961-10-07 09:00:00","129.7967","36.0767","0","25","","33.62","1","22.6","1","",""
"정선해양관측","102-06","1961-10-07 09:00:00","129.7967","36.0767","0","50","","34.27","1","9.89","1","",""
"정선해양관측","102-06","1961-10-07 09:00:00","129.7967","36.0767","0","100","","34.04","1","1.95","1","",""
"정선해양관측","102-06","1961-10-07 09:00:00","129.7967","36.0767","0","150","","34.13","1","1.23","1","",""
"정선해양관측","102-06","1961-10-07 09:00:00","129.7967","36.0767","0","200","","34.04","1","0.76","1","",""
"정선해양관측","102-06","1961-10-07 09:00:00","129.7967","36.0767","0","300","","34.04","1","0.65","1","",""
"정선해양관측","102-06","1961-10-21 13:10:00","129.7967","36.0767","0","0","","34.07","1","24","1","",""
"정선해양관측","102-06","1961-10-21 13:10:00","129.7967","36.0767","0","10","","33.69","1","23.95","1","",""
"정선해양관측","102-06","1961-10-21 13:10:00","129.7967","36.0767","0","25","","33.73","1","23.65","1","",""
"정선해양관측","102-06","1961-10-21 13:10:00","129.7967","36.0767","0","50","","33.78","1","18.38","1","",""
"정선해양관측","102-06","1961-10-21 13:10:00","129.7967","36.0767","0","100","","33.9","1","4.52","1","",""
"정선해양관측","102-06","1961-10-21 13:10:00","129.7967","36.0767","0","150","","34","1","1.98","1","",""
"정선해양관측","102-06","1961-10-21 13:10:00","129.7967","36.0767","0","200","","34","1","1.02","1","",""
"정선해양관측","102-06","1961-10-21 13:10:00","129.7967","36.0767","0","300","","34.07","1","0.71","1","",""
"정선해양관측","102-06","1961-10-21 13:10:00","129.7967","36.0767","0","400","","34.07","1","0.48","1","",""
"정선해양관측","102-06","1961-12-17 08:29:00","129.7967","36.0767","0","0","","34.2","1","15.9","1","",""
"정선해양관측","102-06","1961-12-17 08:29:00","129.7967","36.0767","0","10","","34.29","1","15.64","1","",""
"정선해양관측","102-06","1961-12-17 08:29:00","129.7967","36.0767","0","25","","34.2","1","15.28","1","",""
"정선해양관측","102-06","1961-12-17 08:29:00","129.7967","36.0767","0","50","","34.2","1","15","1","",""
"정선해양관측","102-06","1961-12-17 08:29:00","129.7967","36.0767","0","100","","34.38","1","14.61","1","",""
"정선해양관측","102-06","1961-12-17 08:29:00","129.7967","36.0767","0","150","","34.16","1","13.23","1","",""
"정선해양관측","102-06","1961-12-17 08:29:00","129.7967","36.0767","0","200","","34.11","1","4","1","",""
"정선해양관측","102-06","1961-12-17 08:29:00","129.7967","36.0767","0","300","","34.11","1","0.88","1","",""
"정선해양관측","102-06","1961-12-17 08:29:00","129.7967","36.0767","0","400","","34.11","1","0.57","1","",""
"정선해양관측","102-07","1961-06-19 15:37:00","130","36.0767","0","0","","34.64","1","19","1","",""
"정선해양관측","102-07","1961-06-19 15:37:00","130","36.0767","0","10","","34.25","1","14.91","1","",""
"정선해양관측","102-07","1961-06-19 15:37:00","130","36.0767","0","25","","34.33","1","12.03","1","",""
"정선해양관측","102-07","1961-06-19 15:37:00","130","36.0767","0","50","","34.4","1","10.61","1","",""
"정선해양관측","102-07","1961-06-19 15:37:00","130","36.0767","0","100","","34.18","1","4.41","1","",""
"정선해양관측","102-07","1961-06-19 15:37:00","130","36.0767","0","150","","34.07","1","2.54","1","",""
"정선해양관측","102-07","1961-06-19 15:37:00","130","36.0767","0","200","","34.07","1","1.54","1","",""
"정선해양관측","102-07","1961-06-19 15:37:00","130","36.0767","0","300","","34.09","1","1","1","",""
"정선해양관측","102-07","1961-07-28 11:29:00","130","36.0767","0","0","","33.51","1","17.5","1","",""
"정선해양관측","102-07","1961-07-28 11:29:00","130","36.0767","0","10","","33.89","1","15.5","1","",""
"정선해양관측","102-07","1961-07-28 11:29:00","130","36.0767","0","25","","33.98","1","13.24","1","",""
"정선해양관측","102-07","1961-07-28 11:29:00","130","36.0767","0","50","","34.15","1","13","1","",""
"정선해양관측","102-07","1961-07-28 11:29:00","130","36.0767","0","100","","34.24","1","8.22","1","",""
"정선해양관측","102-07","1961-07-28 11:29:00","130","36.0767","0","150","","34.15","1","6","1","",""
"정선해양관측","102-07","1961-07-28 11:29:00","130","36.0767","0","200","","34.05","1","3.84","1","",""
"정선해양관측","102-07","1961-07-28 11:29:00","130","36.0767","0","300","","34.24","1","2.15","1","",""
"정선해양관측","102-07","1961-07-28 11:29:00","130","36.0767","0","400","","34","1","1.76","1","",""
"정선해양관측","102-07","1961-08-22 15:32:00","130","36.0767","0","0","","31.64","1","25","1","",""
"정선해양관측","102-07","1961-08-22 15:32:00","130","36.0767","0","10","","33.89","1","14.08","1","",""
"정선해양관측","102-07","1961-08-22 15:32:00","130","36.0767","0","25","","34.32","1","11.81","1","",""
"정선해양관측","102-07","1961-08-22 15:32:00","130","36.0767","0","50","","34.24","1","6.18","1","",""
"정선해양관측","102-07","1961-08-22 15:32:00","130","36.0767","0","100","","34.02","1","1.75","1","",""
"정선해양관측","102-07","1961-08-22 15:32:00","130","36.0767","0","150","","33.96","1","1.11","1","",""
"정선해양관측","102-07","1961-08-22 15:32:00","130","36.0767","0","200","","34.07","1","0.89","1","",""
"정선해양관측","102-07","1961-08-22 15:32:00","130","36.0767","0","300","","33.98","1","0.59","1","",""
"정선해양관측","102-07","1961-08-22 15:32:00","130","36.0767","0","400","","33.96","1","0.48","1","",""
"정선해양관측","102-07","1961-10-07 11:00:00","130","36.0767","0","0","","33.42","1","23.8","1","",""
"정선해양관측","102-07","1961-10-07 11:00:00","130","36.0767","0","10","","33.17","1","23.73","1","",""
"정선해양관측","102-07","1961-10-07 11:00:00","130","36.0767","0","25","","33.5","1","23.42","1","",""
"정선해양관측","102-07","1961-10-07 11:00:00","130","36.0767","0","50","","34.83","1","3.46","1","",""
"정선해양관측","102-07","1961-10-07 11:00:00","130","36.0767","0","100","","34.11","1","3.32","1","",""
"정선해양관측","102-07","1961-10-07 11:00:00","130","36.0767","0","150","","34.2","1","1.2","1","",""
"정선해양관측","102-07","1961-10-07 11:00:00","130","36.0767","0","200","","34.05","1","0.73","1","",""
"정선해양관측","102-07","1961-10-07 11:00:00","130","36.0767","0","300","","34.04","1","0.7","1","",""
"정선해양관측","102-07","1961-10-21 14:43:00","130","36.0767","0","0","","33.8","1","23.6","1","",""
"정선해양관측","102-07","1961-10-21 14:43:00","130","36.0767","0","10","","33.8","1","23.41","1","",""
"정선해양관측","102-07","1961-10-21 14:43:00","130","36.0767","0","25","","33.82","1","23.28","1","",""
"정선해양관측","102-07","1961-10-21 14:43:00","130","36.0767","0","50","","33.48","1","18.45","1","",""
"정선해양관측","102-07","1961-10-21 14:43:00","130","36.0767","0","100","","34.09","1","4.53","1","",""
"정선해양관측","102-07","1961-10-21 14:43:00","130","36.0767","0","150","","34.05","1","2.72","1","",""
"정선해양관측","102-07","1961-10-21 14:43:00","130","36.0767","0","200","","34.09","1","1.41","1","",""
"정선해양관측","102-07","1961-10-21 14:43:00","130","36.0767","0","300","","34.09","1","3.58","1","",""
"정선해양관측","102-07","1961-10-21 14:43:00","130","36.0767","0","400","","34.09","1","0.51","1","",""
"정선해양관측","102-07","1961-12-19 06:03:00","130","36.0767","0","0","","34.29","1","16.99","1","",""
"정선해양관측","102-07","1961-12-19 06:03:00","130","36.0767","0","10","","34.29","1","16.77","1","",""
"정선해양관측","102-07","1961-12-19 06:03:00","130","36.0767","0","25","","34.29","1","16.88","1","",""
"정선해양관측","102-07","1961-12-19 06:03:00","130","36.0767","0","50","","34.34","1","16.95","1","",""
"정선해양관측","102-07","1961-12-19 06:03:00","130","36.0767","0","100","","34.29","1","16.91","1","",""
"정선해양관측","102-07","1961-12-19 06:03:00","130","36.0767","0","150","","34.29","1","6.69","1","",""
"정선해양관측","102-07","1961-12-19 06:03:00","130","36.0767","0","200","","34.11","1","1.37","1","",""
"정선해양관측","102-07","1961-12-19 06:03:00","130","36.0767","0","300","","99.999","4","0.52","1","",""
"정선해양관측","102-07","1961-12-19 06:03:00","130","36.0767","0","400","","34.07","1","0.32","1","",""
"정선해양관측","102-08","1961-06-19 18:30:00","130.3067","36.0767","0","0","","34.86","1","19.5","1","",""
"정선해양관측","102-08","1961-06-19 18:30:00","130.3067","36.0767","0","10","","33.89","1","19.24","1","",""
"정선해양관측","102-08","1961-06-19 18:30:00","130.3067","36.0767","0","25","","34.25","1","15.7","1","",""
"정선해양관측","102-08","1961-06-19 18:30:00","130.3067","36.0767","0","50","","34.52","1","14.91","1","",""
"정선해양관측","102-08","1961-06-19 18:30:00","130.3067","36.0767","0","100","","34.4","1","14.03","1","",""
"정선해양관측","102-08","1961-06-19 18:30:00","130.3067","36.0767","0","150","","34.09","1","4.91","1","",""
"정선해양관측","102-08","1961-06-19 18:30:00","130.3067","36.0767","0","200","","34.05","1","2.3","1","",""
"정선해양관측","102-08","1961-06-19 18:30:00","130.3067","36.0767","0","300","","34.09","1","0.92","1","",""
"정선해양관측","102-08","1961-07-28 14:40:00","130.3067","36.0767","0","0","","31.82","1","22.7","1","",""
"정선해양관측","102-08","1961-07-28 14:40:00","130.3067","36.0767","0","10","","32.47","1","21.02","1","",""
"정선해양관측","102-08","1961-07-28 14:40:00","130.3067","36.0767","0","25","","34.05","1","18.04","1","",""
"정선해양관측","102-08","1961-07-28 14:40:00","130.3067","36.0767","0","50","","34.43","1","17.54","1","",""
"정선해양관측","102-08","1961-07-28 14:40:00","130.3067","36.0767","0","100","","34.51","1","15.2","1","",""
"정선해양관측","102-08","1961-07-28 14:40:00","130.3067","36.0767","0","150","","34.43","1","15.1","1","",""
"정선해양관측","102-08","1961-07-28 14:40:00","130.3067","36.0767","0","200","","34.34","1","10.29","1","",""
"정선해양관측","102-08","1961-07-28 14:40:00","130.3067","36.0767","0","300","","34.05","1","1.26","1","",""
"정선해양관측","102-08","1961-07-28 14:40:00","130.3067","36.0767","0","400","","34.02","1","1.02","1","",""
"정선해양관측","102-08","1961-08-22 18:03:00","130.3067","36.0767","0","0","","31.42","1","28.7","1","",""
"정선해양관측","102-08","1961-08-22 18:03:00","130.3067","36.0767","0","10","","31.6","1","27.11","1","",""
"정선해양관측","102-08","1961-08-22 18:03:00","130.3067","36.0767","0","25","","33.01","1","15.89","1","",""
"정선해양관측","102-08","1961-08-22 18:03:00","130.3067","36.0767","0","50","","34.45","1","15.78","1","",""
"정선해양관측","102-08","1961-08-22 18:03:00","130.3067","36.0767","0","100","","34.24","1","5.88","1","",""
"정선해양관측","102-08","1961-08-22 18:03:00","130.3067","36.0767","0","150","","34.05","1","2.25","1","",""
"정선해양관측","102-08","1961-08-22 18:03:00","130.3067","36.0767","0","200","","33.98","1","1.31","1","",""
"정선해양관측","102-08","1961-08-22 18:03:00","130.3067","36.0767","0","300","","33.96","1","0.82","1","",""
"정선해양관측","102-08","1961-08-22 18:03:00","130.3067","36.0767","0","400","","34.05","1","0.72","1","",""
"정선해양관측","102-08","1961-10-21 17:05:00","130.3067","36.0767","0","0","","33.91","1","23.5","1","",""
"정선해양관측","102-08","1961-10-21 17:05:00","130.3067","36.0767","0","10","","33.91","1","23.15","1","",""
"정선해양관측","102-08","1961-10-21 17:05:00","130.3067","36.0767","0","25","","33.95","1","23.19","1","",""
"정선해양관측","102-08","1961-10-21 17:05:00","130.3067","36.0767","0","50","","34","1","23.25","1","",""
"정선해양관측","102-08","1961-10-21 17:05:00","130.3067","36.0767","0","100","","34.43","1","21.55","1","",""
"정선해양관측","102-08","1961-10-21 17:05:00","130.3067","36.0767","0","150","","34.07","1","8.98","1","",""
"정선해양관측","102-08","1961-10-21 17:05:00","130.3067","36.0767","0","200","","34.27","1","4.63","1","",""
"정선해양관측","102-08","1961-10-21 17:05:00","130.3067","36.0767","0","300","","34.07","1","0.98","1","",""
"정선해양관측","102-08","1961-10-21 17:05:00","130.3067","36.0767","0","400","","34.07","1","0.71","1","",""
"정선해양관측","102-08","1961-12-19 04:00:00","130.3067","36.0767","0","0","","34.38","1","17","1","",""
"정선해양관측","102-08","1961-12-19 04:00:00","130.3067","36.0767","0","10","","34.25","1","16.98","1","",""
"정선해양관측","102-08","1961-12-19 04:00:00","130.3067","36.0767","0","25","","34.25","1","17.15","1","",""
"정선해양관측","102-08","1961-12-19 04:00:00","130.3067","36.0767","0","50","","34.25","1","17.14","1","",""
"정선해양관측","102-08","1961-12-19 04:00:00","130.3067","36.0767","0","100","","34.25","1","15.28","1","",""
"정선해양관측","102-08","1961-12-19 04:00:00","130.3067","36.0767","0","150","","34.38","1","14.21","1","",""
"정선해양관측","102-08","1961-12-19 04:00:00","130.3067","36.0767","0","200","","34.11","1","13.83","1","",""
"정선해양관측","102-08","1961-12-19 04:00:00","130.3067","36.0767","0","300","","34.04","1","0.72","1","",""
"정선해양관측","102-08","1961-12-19 04:00:00","130.3067","36.0767","0","400","","34.04","1","0.44","1","",""
"정선해양관측","102-09","1961-06-19 20:45:00","130.615","36.0767","0","0","","33.91","1","19.7","1","",""
"정선해양관측","102-09","1961-06-19 20:45:00","130.615","36.0767","0","10","","34","1","19.12","1","",""
"정선해양관측","102-09","1961-06-19 20:45:00","130.615","36.0767","0","25","","34.52","1","18.01","1","",""
"정선해양관측","102-09","1961-06-19 20:45:00","130.615","36.0767","0","50","","34.6","1","15.42","1","",""
"정선해양관측","102-09","1961-06-19 20:45:00","130.615","36.0767","0","100","","34.52","1","13.24","1","",""
"정선해양관측","102-09","1961-06-19 20:45:00","130.615","36.0767","0","150","","34.43","1","11.04","1","",""
"정선해양관측","102-09","1961-06-19 20:45:00","130.615","36.0767","0","200","","34.15","1","3.62","1","",""
"정선해양관측","102-09","1961-06-19 20:45:00","130.615","36.0767","0","300","","34.15","1","0.92","1","",""
"정선해양관측","102-09","1961-07-28 17:34:00","130.615","36.0767","0","0","","32.79","1","22.5","1","",""
"정선해양관측","102-09","1961-07-28 17:34:00","130.615","36.0767","0","10","","33.04","1","18.56","1","",""
"정선해양관측","102-09","1961-07-28 17:34:00","130.615","36.0767","0","25","","32.45","1","17.74","1","",""
"정선해양관측","102-09","1961-07-28 17:34:00","130.615","36.0767","0","50","","33.68","1","17.7","1","",""
"정선해양관측","102-09","1961-07-28 17:34:00","130.615","36.0767","0","100","","34.52","1","15.52","1","",""
"정선해양관측","102-09","1961-07-28 17:34:00","130.615","36.0767","0","150","","34.33","1","7.04","1","",""
"정선해양관측","102-09","1961-07-28 17:34:00","130.615","36.0767","0","200","","34.02","1","4.48","1","",""
"정선해양관측","102-09","1961-07-28 17:34:00","130.615","36.0767","0","300","","34.04","1","0.9","1","",""
"정선해양관측","102-09","1961-07-28 17:34:00","130.615","36.0767","0","400","","33.71","1","0.56","1","",""
"정선해양관측","102-09","1961-08-22 20:55:00","130.615","36.0767","0","0","","31.15","1","28","1","",""
"정선해양관측","102-09","1961-08-22 20:55:00","130.615","36.0767","0","10","","31.11","1","27.78","1","",""
"정선해양관측","102-09","1961-08-22 20:55:00","130.615","36.0767","0","25","","32.54","1","26.28","1","",""
"정선해양관측","102-09","1961-08-22 20:55:00","130.615","36.0767","0","50","","34","1","18.38","1","",""
"정선해양관측","102-09","1961-08-22 20:55:00","130.615","36.0767","0","100","","34.51","1","15.15","1","",""
"정선해양관측","102-09","1961-08-22 20:55:00","130.615","36.0767","0","150","","34.15","1","4.12","1","",""
"정선해양관측","102-09","1961-08-22 20:55:00","130.615","36.0767","0","200","","33.96","1","1.53","1","",""
"정선해양관측","102-09","1961-08-22 20:55:00","130.615","36.0767","0","300","","34.05","1","0.75","1","",""
"정선해양관측","102-09","1961-08-22 20:55:00","130.615","36.0767","0","400","","33.98","1","0.71","1","",""
"정선해양관측","102-09","1961-10-21 19:25:00","130.615","36.0767","0","0","","33.57","1","23.2","1","",""
"정선해양관측","102-09","1961-10-21 19:25:00","130.615","36.0767","0","10","","33.5","1","22.62","1","",""
"정선해양관측","102-09","1961-10-21 19:25:00","130.615","36.0767","0","25","","33.71","1","22.98","1","",""
"정선해양관측","102-09","1961-10-21 19:25:00","130.615","36.0767","0","50","","33.89","1","24.85","1","",""
"정선해양관측","102-09","1961-10-21 19:25:00","130.615","36.0767","0","100","","34.52","1","16.42","1","",""
"정선해양관측","102-09","1961-10-21 19:25:00","130.615","36.0767","0","150","","34.22","1","6.45","1","",""
"정선해양관측","102-09","1961-10-21 19:25:00","130.615","36.0767","0","200","","34","1","2.85","1","",""
"정선해양관측","102-09","1961-10-21 19:25:00","130.615","36.0767","0","300","","34.07","1","0.95","1","",""
"정선해양관측","102-09","1961-10-21 19:25:00","130.615","36.0767","0","400","","34.07","1","1.05","1","",""
"정선해양관측","102-09","1961-12-19 01:50:00","130.615","36.0767","0","0","","32.57","1","17","1","",""
"정선해양관측","102-09","1961-12-19 01:50:00","130.615","36.0767","0","10","","34.25","1","17.12","1","",""
"정선해양관측","102-09","1961-12-19 01:50:00","130.615","36.0767","0","25","","34.29","1","17.07","1","",""
"정선해양관측","102-09","1961-12-19 01:50:00","130.615","36.0767","0","50","","34.29","1","17.01","1","",""
"정선해양관측","102-09","1961-12-19 01:50:00","130.615","36.0767","0","100","","34.2","1","16.5","1","",""
"정선해양관측","102-09","1961-12-19 01:50:00","130.615","36.0767","0","150","","34.25","1","15.49","1","",""
"정선해양관측","102-09","1961-12-19 01:50:00","130.615","36.0767","0","200","","34.54","1","9.55","1","",""
"정선해양관측","102-09","1961-12-19 01:50:00","130.615","36.0767","0","300","","34.11","1","1.66","1","",""
"정선해양관측","102-09","1961-12-19 01:50:00","130.615","36.0767","0","400","","34.11","1","0.68","1","",""
"정선해양관측","102-10","1961-07-28 19:57:00","130.9183","36.0767","0","0","","31.6","1","24","1","",""
"정선해양관측","102-10","1961-07-28 19:57:00","130.9183","36.0767","0","10","","32.23","1","22.46","1","",""
"정선해양관측","102-10","1961-07-28 19:57:00","130.9183","36.0767","0","25","","34.15","1","20.1","1","",""
"정선해양관측","102-10","1961-07-28 19:57:00","130.9183","36.0767","0","50","","34.42","1","17.35","1","",""
"정선해양관측","102-10","1961-07-28 19:57:00","130.9183","36.0767","0","100","","34.6","1","12.92","1","",""
"정선해양관측","102-10","1961-07-28 19:57:00","130.9183","36.0767","0","150","","34.24","1","7.8","1","",""
"정선해양관측","102-10","1961-07-28 19:57:00","130.9183","36.0767","0","200","","34.04","1","2.5","1","",""
"정선해양관측","102-10","1961-07-28 19:57:00","130.9183","36.0767","0","300","","34.24","1","1.21","1","",""
"정선해양관측","102-10","1961-07-28 19:57:00","130.9183","36.0767","0","400","","34.43","1","0.8","1","",""
"정선해양관측","102-10","1961-08-22 22:55:00","130.9183","36.0767","0","0","","31.78","1","28.2","1","",""
"정선해양관측","102-10","1961-08-22 22:55:00","130.9183","36.0767","0","10","","31.94","1","28.11","1","",""
"정선해양관측","102-10","1961-08-22 22:55:00","130.9183","36.0767","0","25","","32.7","1","23.95","1","",""
"정선해양관측","102-10","1961-08-22 22:55:00","130.9183","36.0767","0","50","","33.8","1","19.12","1","",""
"정선해양관측","102-10","1961-08-22 22:55:00","130.9183","36.0767","0","100","","34.51","1","15.18","1","",""
"정선해양관측","102-10","1961-08-22 22:55:00","130.9183","36.0767","0","150","","34.24","1","7.32","1","",""
"정선해양관측","102-10","1961-08-22 22:55:00","130.9183","36.0767","0","200","","34.04","1","2.35","1","",""
"정선해양관측","102-10","1961-08-22 22:55:00","130.9183","36.0767","0","300","","34.05","1","1.02","1","",""
