"정선해양관측","102-04","2010-09-06 06:10:00","129.615","36.0767","0","0","","2.5","2","1021","2","25","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-04","2010-10-18 10:30:00","129.615","36.0767","0","0","","8","2","1020","2","17","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-05","2010-02-28 12:10:00","129.6883","36.0767","0","0","","5","2","1026","2","13.8","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","102-05","2010-04-09 09:40:00","129.6883","36.0767","0","0","","3","2","1026","2","13.7","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","102-05","2010-06-23 08:35:00","129.6883","36.0767","0","0","","0.5","2","1016","2","22","2","","","","","","","","","","","","","","","NNW","2"
"정선해양관측","102-05","2010-09-06 05:36:00","129.6883","36.0767","0","0","","2.5","2","1021","2","25","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-05","2010-10-18 10:05:00","129.6883","36.0767","0","0","","8","2","1020","2","16","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-06","2010-02-28 12:35:00","129.7967","36.0767","0","0","","5","2","1028","2","13.3","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","102-06","2010-04-09 08:40:00","129.7967","36.0767","0","0","","3","2","1027","2","11.8","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","102-06","2010-06-23 07:45:00","129.7967","36.0767","0","0","","3.5","2","1016","2","21.5","2","","","","","","","","","","","","","","","N  ","2"
"정선해양관측","102-06","2010-09-06 04:47:00","129.7967","36.0767","0","0","","2.5","2","1021","2","25","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-06","2010-10-18 09:20:00","129.7967","36.0767","0","0","","8","2","1020","2","15","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-07","2010-02-28 13:50:00","130","36.0767","0","0","","5","2","1025","2","14","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","102-07","2010-04-09 07:30:00","130","36.0767","0","0","","9","2","1027","2","12.8","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","102-07","2010-06-23 06:35:00","130","36.0767","0","0","","7","2","1015","2","20.5","2","","","","","","","","","","","","","","","N  ","2"
"정선해양관측","102-07","2010-09-06 03:26:00","130","36.0767","0","0","","2.5","2","1021","2","25","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-07","2010-10-18 08:05:00","130","36.0767","0","0","","8","2","1020","2","15","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-08","2010-02-28 15:25:00","130.3067","36.0767","0","0","","5","2","1024","2","13.9","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","102-08","2010-04-09 06:25:00","130.3067","36.0767","0","0","","3","2","1027","2","12","2","","","","","","","","","","","","","","","N  ","2"
"정선해양관측","102-08","2010-06-23 05:00:00","130.3067","36.0767","0","0","","7","2","1012","2","20","2","","","","","","","","","","","","","","","N  ","2"
"정선해양관측","102-08","2010-09-06 01:25:00","130.3067","36.0767","0","0","","2.5","2","1021","2","26","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-08","2010-10-18 06:25:00","130.3067","36.0767","0","0","","8","2","1020","2","15","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-09","2010-02-28 16:55:00","130.615","36.0767","0","0","","5","2","1023","2","11.8","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","102-09","2010-04-09 04:10:00","130.615","36.0767","0","0","","3","2","1027","2","11.2","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-09","2010-06-23 03:28:00","130.615","36.0767","0","0","","5","2","1010","2","","","","","","","","","","","","","","","","","W  ","2"
"정선해양관측","102-09","2010-09-05 23:50:00","130.615","36.0767","0","0","","1.5","2","1020","2","26","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-09","2010-10-18 04:40:00","130.615","36.0767","0","0","","8","2","1020","2","14","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-10","2010-02-28 18:25:00","130.9183","36.0767","0","0","","5","2","1023","2","11.5","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","102-10","2010-04-09 02:30:00","130.9183","36.0767","0","0","","7","2","1029","2","10.4","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-10","2010-06-23 01:45:00","130.9183","36.0767","0","0","","7","2","1011","2","21.3","2","","","","","","","","","","","","","","","W  ","2"
"정선해양관측","102-10","2010-09-05 22:20:00","130.9183","36.0767","0","0","","1.5","2","1020","2","26","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","102-10","2010-10-18 03:00:00","130.9183","36.0767","0","0","","8","2","1020","2","15","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-00","2010-02-24 08:15:00","129.4833","36.505","0","0","","9","2","1022","2","8.6","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-00","2010-04-08 11:20:00","129.4833","36.505","0","0","","5","2","1029","2","11.2","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-00","2010-06-22 14:10:00","129.4833","36.505","0","0","","0.5","2","1010","2","32","2","","","","","","","","","","","","","","","NW ","2"
"정선해양관측","103-00","2010-09-05 10:40:00","129.4833","36.505","0","0","","2.5","2","1020","2","28","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-00","2010-10-17 14:35:00","129.4833","36.505","0","0","","5","2","1020","2","20","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-00","2010-12-29 10:00:00","129.4833","36.505","0","0","","4","2","1022","2","2","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-04","2010-02-24 08:30:00","129.5017","36.505","0","0","","9","2","1022","2","8.5","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-04","2010-04-08 11:35:00","129.5017","36.505","0","0","","7","2","1030","2","11.1","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-04","2010-06-22 14:20:00","129.5017","36.505","0","0","","0.5","2","1010","2","32","2","","","","","","","","","","","","","","","NW ","2"
"정선해양관측","103-04","2010-09-05 11:00:00","129.5017","36.505","0","0","","2.5","2","1020","2","28","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-04","2010-10-17 14:43:00","129.5017","36.505","0","0","","5","2","1020","2","20","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-04","2010-12-29 10:15:00","129.5017","36.505","0","0","","4","2","1022","2","2","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-05","2010-02-24 09:00:00","129.59","36.505","0","0","","9","2","1022","2","11.4","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-05","2010-04-08 12:05:00","129.59","36.505","0","0","","7","2","1030","2","11.5","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-05","2010-06-22 15:10:00","129.59","36.505","0","0","","2.5","2","1010","2","26","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-05","2010-09-05 11:20:00","129.59","36.505","0","0","","2.5","2","1021","2","28","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-05","2010-10-17 15:15:00","129.59","36.505","0","0","","5","2","1020","2","20","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-05","2010-12-29 10:45:00","129.59","36.505","0","0","","4","2","1022","2","2","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-06","2010-02-24 10:00:00","129.7883","36.505","0","0","","11","2","1022","2","13.7","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-06","2010-04-08 13:00:00","129.7883","36.505","0","0","","7","2","1030","2","11.4","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-06","2010-06-22 15:50:00","129.7883","36.505","0","0","","4.5","2","1010","2","24","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-06","2010-10-17 16:15:00","129.7883","36.505","0","0","","5","2","1020","2","20","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-06","2010-12-29 11:45:00","129.7883","36.505","0","0","","5","2","1022","2","2","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-07","2010-02-24 11:00:00","130","36.505","0","0","","7","2","1022","2","13.7","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-07","2010-04-08 14:05:00","130","36.505","0","0","","7","2","1029","2","10.5","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-07","2010-06-22 16:50:00","130","36.505","0","0","","4.5","2","1009","2","24","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-07","2010-09-05 13:25:00","130","36.505","0","0","","2.5","2","1018","2","","","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-07","2010-10-17 17:25:00","130","36.505","0","0","","4","2","1020","2","19","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-08","2010-02-24 12:30:00","130.3117","36.505","0","0","","9","2","1022","2","14.7","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-08","2010-04-08 15:45:00","130.3117","36.505","0","0","","7","2","1027","2","11.5","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-08","2010-06-22 18:30:00","130.3117","36.505","0","0","","4.5","2","1009","2","23","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-08","2010-09-05 14:55:00","130.3117","36.505","0","0","","2.5","2","1018","2","29","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-08","2010-10-17 19:30:00","130.3117","36.505","0","0","","8","2","1020","2","17","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-09","2010-02-24 14:05:00","130.6217","36.505","0","0","","11","2","1021","2","16","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-09","2010-04-08 17:20:00","130.6217","36.505","0","0","","6.5","2","1028","2","11.5","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-09","2010-06-22 20:10:00","130.6217","36.505","0","0","","7","2","1010","2","21.5","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-09","2010-09-05 16:40:00","130.6217","36.505","0","0","","2.5","2","1019","2","28.5","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-09","2010-10-17 21:25:00","130.6217","36.505","0","0","","8","2","1020","2","16","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-10","2010-02-24 17:55:00","130.9267","36.505","0","0","","9","2","1022","2","12.5","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-10","2010-04-08 19:05:00","130.9267","36.505","0","0","","5.5","2","1028","2","11","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","103-10","2010-06-22 21:50:00","130.9267","36.505","0","0","","7","2","1012","2","21.8","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-10","2010-09-05 18:00:00","130.9267","36.505","0","0","","2.5","2","1020","2","27","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-10","2010-10-17 22:40:00","130.9267","36.505","0","0","","8","2","1020","2","15","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-11","2010-02-24 19:20:00","131.233","36.505","0","0","","9","2","1022","2","12.8","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","103-11","2010-04-08 21:40:00","131.233","36.505","0","0","","9","2","1029","2","9.8","2","","","","","","","","","","","","","","","E  ","2"
"정선해양관측","103-11","2010-06-22 23:20:00","131.233","36.505","0","0","","7","2","1012","2","21","2","","","","","","","","","","","","","","","W  ","2"
"정선해양관측","103-11","2010-09-05 19:40:00","131.233","36.505","0","0","","2.5","2","1019","2","26","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","103-11","2010-10-18 00:35:00","131.233","36.505","0","0","","8","2","1020","2","15","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-00","2010-02-24 01:40:00","129.46","37.0567","0","0","","9","2","1021","2","9.3","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-00","2010-04-06 11:35:00","129.46","37.0567","0","0","","1","2","1021","2","12.8","2","","","","","","","","","","","","","","","E  ","2"
"정선해양관측","104-00","2010-06-21 09:00:00","129.46","37.0567","0","0","","2.5","2","1010","2","22.2","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-00","2010-09-05 08:09:00","129.46","37.0567","0","0","","2.5","2","1019","2","27","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-00","2010-10-17 11:50:00","129.46","37.0567","0","0","","6","2","1020","2","18","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-00","2010-12-21 09:40:00","129.46","37.0567","0","0","","6","2","1020","2","13","2","","","","","","","","","","","","","","","NE ","2"
"정선해양관측","104-04","2010-02-24 01:25:00","129.48","37.0567","0","0","","7","2","1021","2","7.6","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-04","2010-04-06 11:20:00","129.48","37.0567","0","0","","1","2","1020","2","12","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-04","2010-06-21 08:45:00","129.48","37.0567","0","0","","1.5","2","1010","2","24","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-04","2010-09-05 07:45:00","129.48","37.0567","0","0","","2.5","2","1019","2","25","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-04","2010-10-17 11:40:00","129.48","37.0567","0","0","","6","2","1020","2","17","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-04","2010-12-29 10:00:00","129.48","37.0567","0","0","","4","2","1022","2","2","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-05","2010-02-24 00:50:00","129.56","37.0567","0","0","","9","2","1021","2","7.8","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-05","2010-04-06 10:50:00","129.56","37.0567","0","0","","1.5","2","1019","2","12","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-05","2010-06-21 08:15:00","129.56","37.0567","0","0","","1.5","2","1008","2","22.3","2","","","","","","","","","","","","","","","N  ","2"
"정선해양관측","104-05","2010-09-05 07:19:00","129.56","37.0567","0","0","","2.5","2","1019","2","25","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-05","2010-10-17 11:10:00","129.56","37.0567","0","0","","7","2","1020","2","15","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-05","2010-12-21 08:55:00","129.56","37.0567","0","0","","6","2","1020","2","13","2","","","","","","","","","","","","","","","NE ","2"
"정선해양관측","104-06","2010-02-23 23:30:00","129.7933","37.0567","0","0","","5","2","1022","2","8.9","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-06","2010-04-06 09:40:00","129.7933","37.0567","0","0","","1","2","1020","2","10.4","2","","","","","","","","","","","","","","","E  ","2"
"정선해양관측","104-06","2010-06-21 07:10:00","129.7933","37.0567","0","0","","5","2","1010","2","21","2","","","","","","","","","","","","","","","W  ","2"
"정선해양관측","104-06","2010-09-05 06:05:00","129.7933","37.0567","0","0","","2.5","2","1020","2","23.5","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-06","2010-10-17 09:50:00","129.7933","37.0567","0","0","","7","2","1020","2","15","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-06","2010-12-21 07:35:00","129.7933","37.0567","0","0","","6","2","1020","2","12","2","","","","","","","","","","","","","","","NE ","2"
"정선해양관측","104-07","2010-02-23 22:10:00","130","37.0567","0","0","","3","2","1022","2","9.8","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-07","2010-04-06 08:30:00","130","37.0567","0","0","","2.5","2","1020","2","9","2","","","","","","","","","","","","","","","W  ","2"
"정선해양관측","104-07","2010-06-21 05:45:00","130","37.0567","0","0","","5","2","1009","2","22","2","","","","","","","","","","","","","","","NW ","2"
"정선해양관측","104-07","2010-09-05 04:40:00","130","37.0567","0","0","","2.5","2","1020","2","23","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-07","2010-10-17 08:25:00","130","37.0567","0","0","","7","2","1020","2","14","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-07","2010-12-21 06:20:00","130","37.0567","0","0","","3","2","1022","2","8","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-08","2010-02-23 20:35:00","130.3117","37.0567","0","0","","3","2","1022","2","9.8","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-08","2010-04-06 06:50:00","130.3117","37.0567","0","0","","2.5","2","1019","2","9.2","2","","","","","","","","","","","","","","","NW ","2"
"정선해양관측","104-08","2010-06-21 04:00:00","130.3117","37.0567","0","0","","1.5","2","1009","2","22","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-08","2010-09-05 03:01:00","130.3117","37.0567","0","0","","2.5","2","1020","2","24","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-08","2010-10-17 07:00:00","130.3117","37.0567","0","0","","7","2","1020","2","14","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-08","2010-12-21 04:40:00","130.3117","37.0567","0","0","","3","2","1022","2","8","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-09","2010-02-23 18:55:00","130.6267","37.0567","0","0","","5","2","1022","2","9.6","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-09","2010-04-06 05:20:00","130.6267","37.0567","0","0","","1.5","2","1020","2","10.5","2","","","","","","","","","","","","","","","N  ","2"
"정선해양관측","104-09","2010-06-21 02:10:00","130.6267","37.0567","0","0","","1.5","2","1008","2","21.6","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-09","2010-09-05 01:10:00","130.6267","37.0567","0","0","","2.5","2","1020","2","26.5","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-09","2010-10-17 05:20:00","130.6267","37.0567","0","0","","7","2","1020","2","15","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-09","2010-12-21 03:05:00","130.6267","37.0567","0","0","","3","2","1022","2","8","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-10","2010-02-23 17:10:00","130.94","37.0567","0","0","","3","2","1022","2","10.7","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-10","2010-04-06 03:40:00","130.94","37.0567","0","0","","1","2","1020","2","10.2","2","","","","","","","","","","","","","","","NE ","2"
"정선해양관측","104-10","2010-06-21 00:20:00","130.94","37.0567","0","0","","2.5","2","1008","2","21","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-10","2010-09-04 22:50:00","130.94","37.0567","0","0","","2.5","2","1020","2","26.7","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-10","2010-10-17 03:40:00","130.94","37.0567","0","0","","7","2","1020","2","15","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-10","2010-12-21 01:25:00","130.94","37.0567","0","0","","3","2","1022","2","8","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-11","2010-02-23 15:35:00","131.255","37.0567","0","0","","3","2","1022","2","12.1","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-11","2010-04-06 02:00:00","131.255","37.0567","0","0","","3","2","1020","2","10.8","2","","","","","","","","","","","","","","","NW ","2"
"정선해양관측","104-11","2010-06-20 22:00:00","131.255","37.0567","0","0","","3.5","2","1009","2","21.6","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-11","2010-09-04 20:50:00","131.255","37.0567","0","0","","2.5","2","1020","2","28","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","104-11","2010-10-17 01:52:00","131.255","37.0567","0","0","","7","2","1020","2","16","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-11","2010-12-20 23:50:00","131.255","37.0567","0","0","","3","2","1022","2","8","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-12","2010-02-23 14:00:00","131.5633","37.0567","0","0","","3","2","1023","2","11","2","","","","","","","","","","","","","","","W  ","2"
"정선해양관측","104-12","2010-09-04 18:50:00","131.5633","37.0567","0","0","","1.5","2","1020","2","26","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","104-13","2010-02-23 12:20:00","131.8767","37.0567","0","0","","3","2","1024","2","13.7","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-13","2010-09-04 16:45:00","131.8767","37.0567","0","0","","1.5","2","1020","2","29","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-14","2010-02-23 10:50:00","132.1933","37.0567","0","0","","6.5","2","1024","2","11","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","104-14","2010-09-04 15:00:00","132.1933","37.0567","0","0","","3.5","2","1020","2","","","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","105-00","2010-02-22 15:30:00","129.15","37.5533","0","0","","1.5","2","1021","2","12.1","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","105-00","2010-04-05 09:00:00","129.15","37.5533","0","0","","1","2","1022","2","15","2","","","","","","","","","","","","","","","NE ","2"
"정선해양관측","105-00","2010-06-20 08:10:00","129.15","37.5533","0","0","","1.5","2","1009","2","24.8","2","","","","","","","","","","","","","","","S  ","2"
"정선해양관측","105-00","2010-09-03 18:15:00","129.15","37.5533","0","0","","2.5","2","1020","2","26","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","105-00","2010-10-16 12:20:00","129.15","37.5533","0","0","","8","2","1020","2","21","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","105-00","2010-12-20 10:05:00","129.15","37.5533","0","0","","3","2","1022","2","13","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","105-03","2010-02-22 15:40:00","129.1717","37.5533","0","0","","1","2","1021","2","11.4","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","105-03","2010-04-05 09:10:00","129.1717","37.5533","0","0","","1.5","2","1022","2","14","2","","","","","","","","","","","","","","","E  ","2"
"정선해양관측","105-03","2010-06-20 08:25:00","129.1717","37.5533","0","0","","1","2","1008","2","23","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","105-03","2010-09-03 18:25:00","129.1717","37.5533","0","0","","2.5","2","1025","2","26","2","","","","","","","","","","","","","","","SW ","2"
"정선해양관측","105-03","2010-10-16 12:30:00","129.1717","37.5533","0","0","","8","2","1020","2","21","2","","","","","","","","","","","","","","","SE ","2"
"정선해양관측","105-03","2010-12-20 10:15:00","129.1717","37.5533","0","0","","3","2","1022","2","13","2","","","","","","","","","","","","","","","SW ","2"
