"정선해양관측","102-04","1979-06-20 07:25:00","129.615","36.0767","0","30","","34.18","1","9.52","1","","","",""
"정선해양관측","102-04","1979-06-20 07:25:00","129.615","36.0767","0","50","","34.11","1","5.53","1","","","",""
"정선해양관측","102-04","1979-08-12 03:00:00","129.615","36.0767","0","0","","33.27","1","20.8","1","","","",""
"정선해양관측","102-04","1979-08-12 03:00:00","129.615","36.0767","0","10","","33.9","1","15.21","1","","","",""
"정선해양관측","102-04","1979-08-12 03:00:00","129.615","36.0767","0","20","","34.26","1","13.85","1","","","",""
"정선해양관측","102-04","1979-08-12 03:00:00","129.615","36.0767","0","30","","34.33","1","13.25","1","","","",""
"정선해양관측","102-04","1979-08-12 03:00:00","129.615","36.0767","0","50","","34.27","1","10.12","1","","","",""
"정선해양관측","102-04","1979-10-14 08:55:00","129.615","36.0767","0","0","","33.18","1","20.61","1","","","12","2"
"정선해양관측","102-04","1979-10-14 08:55:00","129.615","36.0767","0","10","","33.56","1","20.72","1","","","",""
"정선해양관측","102-04","1979-10-14 08:55:00","129.615","36.0767","0","20","","33.99","1","21","1","","","",""
"정선해양관측","102-04","1979-10-14 08:55:00","129.615","36.0767","0","30","","33.22","1","20.72","1","","","",""
"정선해양관측","102-04","1979-10-14 08:55:00","129.615","36.0767","0","50","","34.01","1","18.51","1","","","",""
"정선해양관측","102-04","1979-12-11 10:00:00","129.615","36.0767","0","0","","34.47","1","15.97","1","","","12","2"
"정선해양관측","102-04","1979-12-11 10:00:00","129.615","36.0767","0","10","","34.47","1","16","1","","","",""
"정선해양관측","102-04","1979-12-11 10:00:00","129.615","36.0767","0","20","","34.44","1","16.04","1","","","",""
"정선해양관측","102-04","1979-12-11 10:00:00","129.615","36.0767","0","30","","34.54","1","15.66","1","","","",""
"정선해양관측","102-04","1979-12-11 10:00:00","129.615","36.0767","0","50","","34.52","1","15.3","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","0","","34.59","1","14.04","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","10","","34.6","1","14.12","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","20","","34.51","1","14.21","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","30","","34.6","1","14.32","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","50","","34.65","1","14","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","75","","34.66","1","13.99","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","100","","34.46","1","11.65","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","125","","34.46","1","5.14","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","150","","34.64","1","2.12","1","","","",""
"정선해양관측","102-05","1979-02-13 23:20:00","129.6883","36.0767","0","200","","34.62","1","1.12","1","","","",""
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","0","","34.37","1","13.62","1","","","18","2"
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","10","","34.38","1","13.59","1","","","",""
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","20","","34.37","1","13.51","1","","","",""
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","30","","34.38","1","13.67","1","","","",""
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","50","","34.33","1","12.72","1","","","",""
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","75","","34.14","1","7.92","1","","","",""
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","100","","33.91","1","2.82","1","","","",""
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","125","","33.83","1","1.51","1","","","",""
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","150","","33.86","1","1.29","1","","","",""
"정선해양관측","102-05","1979-03-21 12:00:00","129.6883","36.0767","0","200","","33.91","1","1.25","1","","","",""
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","0","","34.33","1","13.7","1","","","8","2"
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","10","","99.999","4","13.68","1","","","",""
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","20","","34.31","1","13.2","1","","","",""
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","30","","34.32","1","13.02","1","","","",""
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","50","","34.27","1","12.7","1","","","",""
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","75","","34.12","1","8.45","1","","","",""
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","100","","33.96","1","4.8","1","","","",""
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","125","","33.89","1","2.41","1","","","",""
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","150","","33.84","1","1.4","1","","","",""
"정선해양관측","102-05","1979-04-17 10:25:00","129.6883","36.0767","0","205","","33.82","1","1.2","1","","","",""
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","0","","34.29","1","15.21","1","","","12","2"
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","10","","34.32","1","15","1","","","",""
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","20","","34.34","1","14.81","1","","","",""
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","30","","34.29","1","14.6","1","","","",""
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","50","","34.33","1","13.39","1","","","",""
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","75","","34.2","1","12.83","1","","","",""
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","100","","34.06","1","3.06","1","","","",""
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","125","","34.13","1","1.98","1","","","",""
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","150","","34.03","1","1.21","1","","","",""
"정선해양관측","102-05","1979-05-12 12:40:00","129.6883","36.0767","0","200","","33.98","1","0.9","1","","","",""
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","0","","33.86","1","14.05","1","","","8","2"
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","10","","34","1","14","1","","","",""
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","20","","33.97","1","13.85","1","","","",""
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","30","","34.02","1","12.9","1","","","",""
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","50","","34.18","1","10.74","1","","","",""
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","75","","34.27","1","8.1","1","","","",""
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","100","","34.27","1","5.32","1","","","",""
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","125","","34.14","1","4.3","1","","","",""
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","150","","34.04","1","3.9","1","","","",""
"정선해양관측","102-05","1979-06-20 06:35:00","129.6883","36.0767","0","200","","34","1","3.75","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","0","","32.78","1","21.85","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","10","","33.34","1","18.4","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","20","","34.22","1","13.4","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","30","","34.29","1","13.86","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","50","","34.28","1","11.85","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","75","","34.2","1","8.35","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","100","","34.14","1","5.38","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","125","","34.06","1","3.23","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","150","","34.03","1","1.85","1","","","",""
"정선해양관측","102-05","1979-08-12 02:00:00","129.6883","36.0767","0","200","","34.02","1","0.95","1","","","",""
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","0","","33.37","1","21.75","1","","","12","2"
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","10","","33.33","1","21.72","1","","","",""
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","20","","33.28","1","21.62","1","","","",""
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","30","","33.7","1","17.92","1","","","",""
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","50","","34.27","1","12.08","1","","","",""
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","75","","34.15","1","7.01","1","","","",""
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","100","","34.21","1","2.03","1","","","",""
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","125","","33.99","1","1.42","1","","","",""
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","150","","33.98","1","1.22","1","","","",""
"정선해양관측","102-05","1979-10-14 09:35:00","129.6883","36.0767","0","200","","34","1","0.92","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","0","","34.43","1","15.9","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","10","","34.41","1","16.05","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","20","","34.4","1","16","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","30","","34.41","1","15.9","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","50","","34.52","1","15.3","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","75","","34.53","1","12.9","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","100","","34.32","1","7.5","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","125","","34.23","1","5.6","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","150","","34.19","1","3.5","1","","","",""
"정선해양관측","102-05","1979-12-12 06:20:00","129.6883","36.0767","0","200","","34.17","1","1.65","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","0","","34.57","1","13.65","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","10","","34.17","1","13.65","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","20","","34.12","1","13.67","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","30","","34.04","1","13.7","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","50","","34.01","1","13.62","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","75","","34.13","1","12.91","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","100","","34.11","1","12.81","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","125","","34.46","1","12.71","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","150","","34.26","1","7.84","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","200","","34.08","1","3.89","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","250","","34.06","1","2.35","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","300","","34.02","1","1.36","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","400","","34.01","1","0.92","1","","","",""
"정선해양관측","102-06","1979-02-13 22:25:00","129.7967","36.0767","0","500","","33.99","1","0.7","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","0","","34.37","1","14.2","1","","","18","2"
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","10","","34.4","1","14.21","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","20","","34.26","1","14.25","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","30","","34.08","1","14.28","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","50","","33.86","1","14.3","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","75","","34.37","1","14.29","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","100","","34.4","1","13.72","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","125","","34.36","1","13.19","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","150","","34.24","1","10.14","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","200","","34.02","1","5.21","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","250","","33.84","1","1.79","1","","","",""
"정선해양관측","102-06","1979-03-21 13:00:00","129.7967","36.0767","0","300","","33.85","1","1.15","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","0","","34.33","1","13.68","1","","","16","2"
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","10","","34.36","1","13.9","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","20","","34.36","1","14.1","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","30","","34.36","1","14.05","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","50","","34.36","1","13.96","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","75","","34.32","1","12.88","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","100","","34.17","1","9.34","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","125","","34.11","1","7.92","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","150","","33.93","1","3.51","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","200","","33.84","1","1.54","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","250","","33.83","1","1.45","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","300","","33.87","1","0.8","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","400","","33.82","1","0.55","1","","","",""
"정선해양관측","102-06","1979-04-17 11:15:00","129.7967","36.0767","0","500","","33.82","1","0.48","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","0","","34.31","1","15.51","1","","","14","2"
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","10","","34.34","1","15.1","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","20","","34.34","1","14.42","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","30","","34.26","1","13.7","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","50","","34.25","1","13.61","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","75","","34.4","1","13.5","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","100","","34.39","1","12.88","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","125","","99.999","4","3.89","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","150","","99.999","4","2","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","200","","33.95","1","2.2","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","250","","99.999","4","1.46","1","","","",""
"정선해양관측","102-06","1979-05-12 13:35:00","129.7967","36.0767","0","300","","33.98","1","0.93","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","0","","33.92","1","16.98","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","10","","33.97","1","16.45","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","20","","33.97","1","15.91","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","30","","33.98","1","14.33","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","50","","34","1","13.27","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","75","","33.98","1","12.74","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","100","","33.97","1","8.42","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","125","","34.28","1","7.33","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","150","","34.27","1","5.27","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","200","","34.02","1","3.48","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","250","","33.97","1","1.91","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","300","","33.96","1","1.1","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","400","","34.01","1","0.94","1","","","",""
"정선해양관측","102-06","1979-06-20 05:45:00","129.7967","36.0767","0","500","","34.01","1","0.63","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","0","","32.78","1","22.1","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","10","","33.12","1","19.1","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","20","","33.85","1","15.9","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","30","","34.21","1","15.13","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","50","","34.22","1","13.13","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","75","","34.22","1","9","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","100","","34.11","1","4.65","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","125","","34.06","1","3.15","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","150","","34.03","1","2.15","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","200","","34.02","1","1.08","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","250","","34.03","1","0.74","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","300","","34.02","1","0.52","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","400","","34.04","1","0.35","1","","","",""
"정선해양관측","102-06","1979-08-12 01:00:00","129.7967","36.0767","0","500","","34.04","1","0.39","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","0","","33.09","1","21.3","1","","","12","2"
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","10","","33.67","1","21.37","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","20","","33.9","1","22.63","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","30","","33.86","1","23.01","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","50","","33.92","1","19.63","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","75","","34.28","1","15.94","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","100","","34.06","1","13.66","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","125","","33.98","1","7.82","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","150","","33.97","1","3.59","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","200","","33.99","1","1.23","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","250","","34.03","1","0.83","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","300","","34.01","1","0.67","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","400","","33.98","1","0.57","1","","","",""
"정선해양관측","102-06","1979-10-14 10:30:00","129.7967","36.0767","0","500","","33.88","1","0.54","1","","","",""
"정선해양관측","102-06","1979-12-12 07:15:00","129.7967","36.0767","0","0","","34.25","1","15.85","1","","","18","2"
"정선해양관측","102-06","1979-12-12 07:15:00","129.7967","36.0767","0","10","","34.29","1","15.83","1","","","",""
"정선해양관측","102-06","1979-12-12 07:15:00","129.7967","36.0767","0","20","","34.33","1","16","1","","","",""
"정선해양관측","102-06","1979-12-12 07:15:00","129.7967","36.0767","0","30","","34.37","1","16.08","1","","","",""
"정선해양관측","102-06","1979-12-12 07:15:00","129.7967","36.0767","0","50","","34.63","1","16.12","1","","","",""
"정선해양관측","102-06","1979-12-12 07:15:00","129.7967","36.0767","0","75","","34.46","1","11.96","1","","","",""
"정선해양관측","102-06","1979-12-12 07:15:00","129.7967","36.0767","0","100","","34.36","1","9.05","1","","","",""
"정선해양관측","102-06","1979-12-12 07:15:00","129.7967","36.0767","0","125","","34.14","1","2.03","1","","","",""
