"정선해양관측","102-04","2012-10-13 15:10:00","129.615","36.0767","0","0","","3","2","1025","2","23.2","2","","","","","Zero","2","Altocumulus","2","","","S  ","2"
"정선해양관측","102-04","2012-12-21 03:55:00","129.615","36.0767","0","0","","4","2","1034","2","8.1","2","쾌청(운량:0-2)","2","","","","","","","","","E  ","2"
"정선해양관측","102-05","2012-02-14 18:25:00","129.6883","36.0767","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","102-05","2012-04-13 10:15:00","129.6883","36.0767","0","0","","5","2","1010","2","16","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","W  ","2"
"정선해양관측","102-05","2012-06-17 08:30:00","129.6883","36.0767","0","0","","4","2","1013","2","20","2","쾌청(운량:0-2)","2","","","","","","","","","NE ","2"
"정선해양관측","102-05","2012-09-02 14:20:00","129.6883","36.0767","0","0","","8","2","1020","2","27.8","2","쾌청(운량:0-2)","2","","","Zero","2","Stratocumulus","2","","","N  ","2"
"정선해양관측","102-05","2012-10-13 14:40:00","129.6883","36.0767","0","0","","5","2","1025","2","22.8","2","","","","","Zero","2","Altostratus","2","","","S  ","2"
"정선해양관측","102-05","2012-12-21 03:25:00","129.6883","36.0767","0","0","","4.5","2","1036","2","8.2","2","쾌청(운량:0-2)","2","","","","","","","","","E  ","2"
"정선해양관측","102-06","2012-02-14 17:30:00","129.7967","36.0767","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","102-06","2012-04-13 09:20:00","129.7967","36.0767","0","0","","5","2","1010","2","16","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","W  ","2"
"정선해양관측","102-06","2012-06-17 09:10:00","129.7967","36.0767","0","0","","4","2","1013","2","20","2","쾌청(운량:0-2)","2","","","","","","","","","NE ","2"
"정선해양관측","102-06","2012-09-02 13:15:00","129.7967","36.0767","0","0","","7","2","1021","2","27.4","2","쾌청(운량:0-2)","2","","","Zero","2","Stratocumulus","2","","","E  ","2"
"정선해양관측","102-06","2012-10-13 13:35:00","129.7967","36.0767","0","0","","2","2","1025","2","23.5","2","","","","","Zero","2","Altostratus","2","","","S  ","2"
"정선해양관측","102-06","2012-12-21 02:40:00","129.7967","36.0767","0","0","","2.5","2","1031","2","7.4","2","쾌청(운량:0-2)","2","","","","","","","","","NE ","2"
"정선해양관측","102-07","2012-02-14 16:20:00","130","36.0767","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","102-07","2012-04-13 08:15:00","130","36.0767","0","0","","5","2","1010","2","16","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","W  ","2"
"정선해양관측","102-07","2012-06-17 10:30:00","130","36.0767","0","0","","4","2","1013","2","22","2","쾌청(운량:0-2)","2","","","","","","","","","NE ","2"
"정선해양관측","102-07","2012-09-02 11:50:00","130","36.0767","0","0","","7","2","1020","2","27.5","2","쾌청(운량:0-2)","2","","","Zero","2","Stratocumulus","2","","","E  ","2"
"정선해양관측","102-07","2012-10-13 12:15:00","130","36.0767","0","0","","3","2","1025","2","23.8","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","S  ","2"
"정선해양관측","102-07","2012-12-21 01:20:00","130","36.0767","0","0","","3","2","1035","2","7.6","2","쾌청(운량:0-2)","2","","","","","","","","","NW ","2"
"정선해양관측","102-08","2012-02-14 14:40:00","130.3067","36.0767","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","102-08","2012-04-13 06:30:00","130.3067","36.0767","0","0","","5","2","1010","2","16","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","W  ","2"
"정선해양관측","102-08","2012-06-17 12:05:00","130.3067","36.0767","0","0","","4","2","1013","2","22","2","쾌청(운량:0-2)","2","","","","","","","","","NE ","2"
"정선해양관측","102-08","2012-09-02 10:10:00","130.3067","36.0767","0","0","","8","2","1020","2","27","2","쾌청(운량:0-2)","2","","","Zero","2","Stratocumulus","2","","","E  ","2"
"정선해양관측","102-08","2012-10-13 10:25:00","130.3067","36.0767","0","0","","4","2","1025","2","24","2","","","","","Zero","2","Altocumulus","2","","","SW ","2"
"정선해양관측","102-08","2012-12-20 23:45:00","130.3067","36.0767","0","0","","3","2","1036","2","8.2","2","쾌청(운량:0-2)","2","","","","","","","","","N  ","2"
"정선해양관측","102-09","2012-02-14 13:00:00","130.615","36.0767","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","102-09","2012-04-13 04:50:00","130.615","36.0767","0","0","","5","2","1010","2","16","2","","","","","","","","","","","W  ","2"
"정선해양관측","102-09","2012-06-17 13:45:00","130.615","36.0767","0","0","","4","2","1013","2","20","2","쾌청(운량:0-2)","2","","","","","","","","","NE ","2"
"정선해양관측","102-09","2012-09-02 08:25:00","130.615","36.0767","0","0","","6","2","1020","2","25.5","2","쾌청(운량:0-2)","2","","","Zero","2","Altostratus","2","","","SW ","2"
"정선해양관측","102-09","2012-10-13 08:40:00","130.615","36.0767","0","0","","2","2","1025","2","22.5","2","","","","","Zero","2","Altocumulus","2","","","SW ","2"
"정선해양관측","102-09","2012-12-20 22:05:00","130.615","36.0767","0","0","","2","2","1036","2","8.7","2","쾌청(운량:0-2)","2","","","","","","","","","NW ","2"
"정선해양관측","102-10","2012-02-14 11:25:00","130.9183","36.0767","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","102-10","2012-04-13 03:20:00","130.9183","36.0767","0","0","","5","2","1010","2","14","2","","","","","","","","","","","W  ","2"
"정선해양관측","102-10","2012-06-17 15:20:00","130.9183","36.0767","0","0","","4","2","1013","2","20","2","쾌청(운량:0-2)","2","","","","","","","","","NE ","2"
"정선해양관측","102-10","2012-09-02 06:40:00","130.9183","36.0767","0","0","","7","2","1020","2","25","2","쾌청(운량:0-2)","2","","","Zero","2","Altostratus","2","","","W  ","2"
"정선해양관측","102-10","2012-10-13 06:55:00","130.9183","36.0767","0","0","","3","2","1024","2","20.5","2","쾌청(운량:0-2)","2","","","","","","","","","S  ","2"
"정선해양관측","102-10","2012-12-20 20:30:00","130.9183","36.0767","0","0","","2","2","1036","2","9","2","쾌청(운량:0-2)","2","","","","","","","","","N  ","2"
"정선해양관측","103-00","2012-02-13 23:05:00","129.4833","36.505","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-00","2012-04-12 14:35:00","129.4833","36.505","0","0","","5","2","1010","2","18","2","개임(운량:3-7)","2","","","Zero","2","Cumulus","2","","","W  ","2"
"정선해양관측","103-00","2012-06-18 05:50:00","129.4833","36.505","0","0","","4","2","1013","2","18","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-00","2012-09-01 17:25:00","129.4833","36.505","0","0","","5","2","1020","2","23","2","","","","","Zero","2","Altocumulus","2","","","S  ","2"
"정선해양관측","103-00","2012-10-12 18:25:00","129.4833","36.505","0","0","","4","2","1023","2","21","2","","","","","","","","","","","S  ","2"
"정선해양관측","103-00","2012-12-17 09:20:00","129.4833","36.505","0","0","","2.5","2","1024","2","13","2","쾌청(운량:0-2)","2","","","Zero","2","","","","","N  ","2"
"정선해양관측","103-04","2012-02-13 23:20:00","129.5017","36.505","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-04","2012-04-12 14:50:00","129.5017","36.505","0","0","","5","2","1010","2","18","2","개임(운량:3-7)","2","","","Zero","2","Cumulus","2","","","W  ","2"
"정선해양관측","103-04","2012-06-18 05:25:00","129.5017","36.505","0","0","","4","2","1013","2","18","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-04","2012-09-01 17:40:00","129.5017","36.505","0","0","","7","2","1022","2","23","2","","","","","Zero","2","Altocumulus","2","","","SW ","2"
"정선해양관측","103-04","2012-10-12 18:40:00","129.5017","36.505","0","0","","4","2","1023","2","20.4","2","","","","","","","","","","","S  ","2"
"정선해양관측","103-04","2012-12-17 09:05:00","129.5017","36.505","0","0","","3.5","2","1026","2","13","2","쾌청(운량:0-2)","2","","","Zero","2","","","","","NE ","2"
"정선해양관측","103-05","2012-02-13 23:50:00","129.59","36.505","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-05","2012-04-12 15:20:00","129.59","36.505","0","0","","5","2","1010","2","18","2","개임(운량:3-7)","2","","","Zero","2","Cumulus","2","","","W  ","2"
"정선해양관측","103-05","2012-06-18 04:45:00","129.59","36.505","0","0","","4","2","1013","2","18","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-05","2012-09-01 18:15:00","129.59","36.505","0","0","","6","2","1020","2","22","2","","","","","","","","","","","SE ","2"
"정선해양관측","103-05","2012-10-12 19:10:00","129.59","36.505","0","0","","3","2","1023","2","20.5","2","","","","","","","","","","","S  ","2"
"정선해양관측","103-05","2012-12-17 08:25:00","129.59","36.505","0","0","","3.5","2","1027","2","12.5","2","쾌청(운량:0-2)","2","","","Zero","2","","","","","NE ","2"
"정선해양관측","103-06","2012-02-14 00:55:00","129.7883","36.505","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-06","2012-04-12 16:20:00","129.7883","36.505","0","0","","5","2","1010","2","18","2","개임(운량:3-7)","2","","","Zero","2","Cumulus","2","","","W  ","2"
"정선해양관측","103-06","2012-06-18 03:45:00","129.7883","36.505","0","0","","4","2","1013","2","18","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-06","2012-09-01 19:20:00","129.7883","36.505","0","0","","8","2","1020","2","22","2","","","","","","","","","","","SW ","2"
"정선해양관측","103-06","2012-10-12 20:15:00","129.7883","36.505","0","0","","","","1023","2","20","2","","","","","","","","","","","",""
"정선해양관측","103-06","2012-12-17 07:20:00","129.7883","36.505","0","0","","2.5","2","1024","2","12.1","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-07","2012-02-14 01:58:00","130","36.505","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-07","2012-04-12 17:20:00","130","36.505","0","0","","5","2","1010","2","18","2","개임(운량:3-7)","2","","","Zero","2","Cumulus","2","","","W  ","2"
"정선해양관측","103-07","2012-06-18 02:25:00","130","36.505","0","0","","4","2","1013","2","18","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-07","2012-09-01 20:25:00","130","36.505","0","0","","8","2","1020","2","21.6","2","","","","","","","","","","","SW ","2"
"정선해양관측","103-07","2012-10-12 21:20:00","130","36.505","0","0","","2","2","1023","2","19.8","2","","","","","","","","","","","S  ","2"
"정선해양관측","103-07","2012-12-17 06:05:00","130","36.505","0","0","","3.5","2","1029","2","12","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-08","2012-02-14 03:40:00","130.3117","36.505","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-08","2012-04-12 19:00:00","130.3117","36.505","0","0","","5","2","1010","2","18","2","","","","","","","","","","","W  ","2"
"정선해양관측","103-08","2012-06-18 00:30:00","130.3117","36.505","0","0","","4","2","1013","2","19","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-08","2012-09-01 22:15:00","130.3117","36.505","0","0","","7","2","1021","2","22","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-08","2012-10-12 23:00:00","130.3117","36.505","0","0","","2","2","1024","2","19.5","2","","","","","","","","","","","S  ","2"
"정선해양관측","103-08","2012-12-20 12:40:00","130.3117","36.505","0","0","","5","2","1035","2","9.6","2","쾌청(운량:0-2)","2","","","Zero","2","","","","","W  ","2"
"정선해양관측","103-09","2012-02-14 05:15:00","130.6217","36.505","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-09","2012-04-12 20:40:00","130.6217","36.505","0","0","","5","2","1010","2","18","2","","","","","","","","","","","W  ","2"
"정선해양관측","103-09","2012-06-17 22:40:00","130.6217","36.505","0","0","","4","2","1013","2","19","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-09","2012-09-02 00:05:00","130.6217","36.505","0","0","","8","2","1021","2","21.2","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-09","2012-10-13 00:50:00","130.6217","36.505","0","0","","3","2","1024","2","18.5","2","","","","","","","","","","","S  ","2"
"정선해양관측","103-09","2012-12-20 14:20:00","130.6217","36.505","0","0","","6","2","1034","2","11","2","쾌청(운량:0-2)","2","","","Zero","2","","","","","W  ","2"
"정선해양관측","103-10","2012-02-14 06:50:00","130.9267","36.505","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","103-10","2012-04-12 22:15:00","130.9267","36.505","0","0","","5","2","1010","2","18","2","","","","","","","","","","","W  ","2"
"정선해양관측","103-10","2012-06-17 21:00:00","130.9267","36.505","0","0","","4","2","1013","2","19","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-10","2012-09-02 02:00:00","130.9267","36.505","0","0","","7","2","1023","2","23.3","2","","","","","","","","","","","",""
"정선해양관측","103-10","2012-10-13 02:30:00","130.9267","36.505","0","0","","4","2","1025","2","20.5","2","","","","","","","","","","","SW ","2"
"정선해양관측","103-10","2012-12-20 16:00:00","130.9267","36.505","0","0","","4","2","1034","2","10.5","2","쾌청(운량:0-2)","2","","","Zero","2","","","","","SW ","2"
"정선해양관측","103-11","2012-02-14 08:30:00","131.233","36.505","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","103-11","2012-04-12 23:50:00","131.233","36.505","0","0","","5","2","1010","2","16","2","","","","","","","","","","","W  ","2"
"정선해양관측","103-11","2012-06-17 18:10:00","131.233","36.505","0","0","","4","2","1013","2","20","2","","","","","","","","","","","NE ","2"
"정선해양관측","103-11","2012-09-02 03:50:00","131.233","36.505","0","0","","6","2","1023","2","23.1","2","","","","","","","","","","","",""
"정선해양관측","103-11","2012-10-13 04:10:00","131.233","36.505","0","0","","4","2","1024","2","20.5","2","","","","","","","","","","","SE ","2"
"정선해양관측","103-11","2012-12-20 17:40:00","131.233","36.505","0","0","","5","2","1033","2","9.8","2","","","","","","","","","","","NW ","2"
"정선해양관측","104-00","2012-02-13 20:00:00","129.46","37.0567","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","104-00","2012-04-10 12:15:00","129.46","37.0567","0","0","","2","2","1024","2","15","2","쾌청(운량:0-2)","2","","","","","","","","","SW ","2"
"정선해양관측","104-00","2012-06-22 21:14:00","129.46","37.0567","0","0","","5","2","1017","2","22.8","2","","","","","","","","","","","S  ","2"
"정선해양관측","104-00","2012-08-25 11:30:00","129.46","37.0567","0","0","","4","2","1023","2","27","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","NW ","2"
"정선해양관측","104-00","2012-10-09 14:05:00","129.46","37.0567","0","0","","0","2","1025","2","25.2","2","","","","","Zero","2","Altocumulus","2","","","",""
"정선해양관측","104-00","2012-12-16 23:24:00","129.46","37.0567","0","0","","2","2","1028","2","11.2","2","","","","","","","","","","","S  ","2"
"정선해양관측","104-04","2012-02-13 19:45:00","129.48","37.0567","0","0","","3","2","1030","2","4","2","","","","","","","","","","","N  ","2"
"정선해양관측","104-04","2012-04-10 12:00:00","129.48","37.0567","0","0","","2","2","1024","2","15","2","쾌청(운량:0-2)","2","","","","","","","","","SW ","2"
"정선해양관측","104-04","2012-06-22 21:26:00","129.48","37.0567","0","0","","5","2","1017","2","22.5","2","","","","","","","","","","","S  ","2"
"정선해양관측","104-04","2012-08-25 11:15:00","129.48","37.0567","0","0","","7","2","1024","2","27","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","N  ","2"
"정선해양관측","104-04","2012-10-09 13:50:00","129.48","37.0567","0","0","","2","2","1025","2","25.5","2","","","","","Zero","2","Altocumulus","2","","","E  ","2"
"정선해양관측","104-04","2012-12-16 23:40:00","129.48","37.0567","0","0","","3","2","1026","2","12.3","2","","","","","","","","","","","W  ","2"
"정선해양관측","104-05","2012-02-13 19:10:00","129.56","37.0567","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","104-05","2012-04-10 11:20:00","129.56","37.0567","0","0","","2","2","1024","2","15","2","쾌청(운량:0-2)","2","","","","","","","","","SW ","2"
"정선해양관측","104-05","2012-06-22 21:58:00","129.56","37.0567","0","0","","6","2","1019","2","22.2","2","","","","","","","","","","","SW ","2"
"정선해양관측","104-05","2012-08-25 10:40:00","129.56","37.0567","0","0","","6","2","1023","2","27","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","NW ","2"
"정선해양관측","104-05","2012-10-09 13:10:00","129.56","37.0567","0","0","","4","2","1025","2","23.9","2","","","","","Zero","2","Altocumulus","2","","","E  ","2"
"정선해양관측","104-05","2012-12-17 00:05:00","129.56","37.0567","0","0","","3","2","1026","2","12.2","2","","","","","","","","","","","SW ","2"
"정선해양관측","104-06","2012-02-13 17:55:00","129.7933","37.0567","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","104-06","2012-04-10 10:05:00","129.7933","37.0567","0","0","","2","2","1024","2","18","2","쾌청(운량:0-2)","2","","","","","","","","","SW ","2"
"정선해양관측","104-06","2012-06-22 23:15:00","129.7933","37.0567","0","0","","5","2","1019","2","22.6","2","","","","","","","","","","","S  ","2"
"정선해양관측","104-06","2012-08-25 09:20:00","129.7933","37.0567","0","0","","7","2","1023","2","24","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","NW ","2"
"정선해양관측","104-06","2012-10-09 11:45:00","129.7933","37.0567","0","0","","2","2","1026","2","23","2","","","","","Zero","2","Altocumulus","2","","","NW ","2"
"정선해양관측","104-06","2012-12-17 01:20:00","129.7933","37.0567","0","0","","2.5","2","1025","2","12","2","","","","","","","","","","","SE ","2"
"정선해양관측","104-07","2012-02-13 16:40:00","130","37.0567","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","104-07","2012-04-10 08:50:00","130","37.0567","0","0","","2","2","1024","2","15","2","쾌청(운량:0-2)","2","","","","","","","","","SW ","2"
"정선해양관측","104-07","2012-06-23 00:34:00","130","37.0567","0","0","","6","2","1016","2","23.1","2","","","","","","","","","","","SE ","2"
"정선해양관측","104-07","2012-08-25 08:00:00","130","37.0567","0","0","","8","2","1020","2","27","2","흐림(운량:8-10)","2","","","Zero","2","Altostratus","2","","","NW ","2"
"정선해양관측","104-07","2012-10-09 10:20:00","130","37.0567","0","0","","2","2","1026","2","25.1","2","","","","","Zero","2","Altocumulus","2","","","NE ","2"
"정선해양관측","104-07","2012-12-17 02:40:00","130","37.0567","0","0","","3","2","1027","2","11.8","2","","","","","","","","","","","SW ","2"
"정선해양관측","104-08","2012-02-13 14:55:00","130.3117","37.0567","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","104-08","2012-04-10 07:10:00","130.3117","37.0567","0","0","","2","2","1024","2","15","2","쾌청(운량:0-2)","2","","","","","","","","","SW ","2"
"정선해양관측","104-08","2012-06-23 02:56:00","130.3117","37.0567","0","0","","5","2","1016","2","22.5","2","쾌청(운량:0-2)","2","","","","","","","","","SE ","2"
"정선해양관측","104-08","2012-08-25 06:10:00","130.3117","37.0567","0","0","","9","2","1022","2","27","2","쾌청(운량:0-2)","2","","","","","","","","","N  ","2"
"정선해양관측","104-08","2012-10-09 08:45:00","130.3117","37.0567","0","0","","2","2","1030","2","20.8","2","","","","","Zero","2","Altocumulus","2","","","E  ","2"
"정선해양관측","104-08","2012-12-14 11:20:00","130.3117","37.0567","0","0","","5","2","1032","2","14.7","2","비","2","","","Zero","2","Nimbostratus","2","","","SE ","2"
"정선해양관측","104-09","2012-02-13 13:25:00","130.6267","37.0567","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","104-09","2012-04-10 05:30:00","130.6267","37.0567","0","0","","2","2","1024","2","15","2","","","","","","","","","","","SW ","2"
"정선해양관측","104-09","2012-06-23 04:39:00","130.6267","37.0567","0","0","","5","2","1016","2","21.8","2","","","","","","","","","","","NE ","2"
"정선해양관측","104-09","2012-08-25 04:20:00","130.6267","37.0567","0","0","","6","2","1025","2","27.5","2","","","","","","","","","","","NE ","2"
"정선해양관측","104-09","2012-10-09 07:00:00","130.6267","37.0567","0","0","","2.5","2","1030","2","20.6","2","","","","","Zero","2","Altocumulus","2","","","E  ","2"
"정선해양관측","104-09","2012-12-14 09:40:00","130.6267","37.0567","0","0","","5.5","2","1031","2","14.3","2","비","2","","","Zero","2","Nimbostratus","2","","","",""
"정선해양관측","104-10","2012-02-13 11:35:00","130.94","37.0567","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","104-10","2012-04-10 03:50:00","130.94","37.0567","0","0","","2","2","1024","2","15","2","","","","","","","","","","","SW ","2"
"정선해양관측","104-10","2012-06-23 06:25:00","130.94","37.0567","0","0","","5","2","1017.5","2","22.2","2","","","","","","","","","","","SE ","2"
"정선해양관측","104-10","2012-08-25 02:25:00","130.94","37.0567","0","0","","4","2","1022","2","28","2","","","","","","","","","","","N  ","2"
"정선해양관측","104-10","2012-10-09 05:20:00","130.94","37.0567","0","0","","2","2","1029","2","20.3","2","","","","","","","","","","","E  ","2"
"정선해양관측","104-10","2012-12-14 07:50:00","130.94","37.0567","0","0","","4.5","2","1030","2","11.2","2","비","2","","","Zero","2","Nimbostratus","2","","","SW ","2"
"정선해양관측","104-11","2012-02-13 09:40:00","131.255","37.0567","0","0","","3","2","1030","2","4","2","흐림(운량:8-10)","2","","","Zero","2","Nimbostratus","2","","","N  ","2"
"정선해양관측","104-11","2012-04-10 02:10:00","131.255","37.0567","0","0","","2","2","1024","2","15","2","","","","","","","","","","","SW ","2"
"정선해양관측","104-11","2012-06-27 23:23:00","131.255","37.0567","0","0","","4","2","1021","2","21.4","2","","","","","","","","","","","NE ","2"
"정선해양관측","104-11","2012-08-25 00:35:00","131.255","37.0567","0","0","","5","2","1023","2","27.5","2","","","","","","","","","","","NE ","2"
