"정선해양관측","102-06","1976-08-08 18:30:00","129.7967","36.0767","0","0","","1008","2","25.6","2","흐림(운량:8-10)","2","Very Low","2","","","FOREL-ULE SCALE III","2","24.7","2","91%-100%","2","Nimbostratus","2","Smooth-wavelets ","2","","","5.5- 7.9 ","2","S  ","2"
"정선해양관측","102-06","1976-10-19 20:20:00","129.7967","36.0767","0","0","","1015","2","23.9","2","","","Very Low","2","","","","","20.1","2","","","","","Calm-glassy ","2","","","0.3- 1.5 ","2","SW ","2"
"정선해양관측","102-06","1976-12-02 09:00:00","129.7967","36.0767","0","0","","1023.5","2","14.8","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE III","2","11.9","2","61%-70%","2","Altostratus","2","Calm-ripples ","2","","","8.0-10.7 ","2","N  ","2"
"정선해양관측","102-07","1976-02-22 20:40:00","130","36.0767","0","0","","1013","2","5.6","2","흐림(운량:8-10)","2","Low","2","","","","","","","","","","","Smooth-wavelets ","2","","","8.0-10.7 ","2","NW ","2"
"정선해양관측","102-07","1976-04-13 04:40:00","130","36.0767","0","0","","1018","2","12","2","비","2","Low","2","","","","","11.6","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","102-07","1976-06-10 13:50:00","130","36.0767","0","0","","1005.5","2","19.2","2","흐림(운량:8-10)","2","Low","2","","","FOREL-ULE SCALE IV","2","18.7","2","91%-100%","2","","","Smooth-wavelets ","2","","","8.0-10.7 ","2","SW ","2"
"정선해양관측","102-07","1976-08-08 20:00:00","130","36.0767","0","0","","1008","2","25.1","2","흐림(운량:8-10)","2","Very Low","2","","","","","24.7","2","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","S  ","2"
"정선해양관측","102-07","1976-10-19 18:40:00","130","36.0767","0","0","","1015","2","29.4","2","","","Very Low","2","","","","","23","2","","","","","Calm-glassy ","2","","","0.3- 1.5 ","2","SW ","2"
"정선해양관측","102-07","1976-12-02 10:30:00","130","36.0767","0","0","","1023","2","14.6","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE III","2","11.8","2","61%-70%","2","Altostratus","2","Calm-ripples ","2","","","8.0-10.7 ","2","N  ","2"
"정선해양관측","102-08","1976-02-22 18:30:00","130.3067","36.0767","0","0","","1015","2","8.5","2","흐림(운량:8-10)","2","Low","2","","","FOREL-ULE SCALE IV","2","","","91%-100%","2","Nimbostratus","2","Smooth-wavelets ","2","","","8.0-10.7 ","2","NW ","2"
"정선해양관측","102-08","1976-04-13 07:00:00","130.3067","36.0767","0","0","","1019","2","12.9","2","비","2","Low","2","","","FOREL-ULE SCALE III","2","12.1","2","91%-100%","2","Altostratus","2","Smooth-wavelets ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","102-08","1976-06-10 16:10:00","130.3067","36.0767","0","0","","1003","2","18.4","2","흐림(운량:8-10)","2","Low","2","","","FOREL-ULE SCALE IV","2","18.1","2","91%-100%","2","","","Slight ","2","","","8.0-10.7 ","2","SW ","2"
"정선해양관측","102-08","1976-08-08 22:10:00","130.3067","36.0767","0","0","","1010.2","2","24.7","2","흐림(운량:8-10)","2","Low","2","","","","","25.2","2","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","102-08","1976-10-19 16:40:00","130.3067","36.0767","0","0","","1015","2","29.5","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE III","2","24.3","2","61%-70%","2","Cirrostratus","2","Calm-ripples ","2","","","0.3- 1.5 ","2","SW ","2"
"정선해양관측","102-08","1976-12-02 12:40:00","130.3067","36.0767","0","0","","1022","2","13.9","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE II","2","10.9","2","61%-70%","2","Altostratus","2","Calm-ripples ","2","","","3.4- 5.4 ","2","N  ","2"
"정선해양관측","102-09","1976-02-22 16:10:00","130.615","36.0767","0","0","","1015","2","9.5","2","흐림(운량:8-10)","2","Low","2","","","FOREL-ULE SCALE IV","2","","","91%-100%","2","Nimbostratus","2","Smooth-wavelets ","2","","","8.0-10.7 ","2","NW ","2"
"정선해양관측","102-09","1976-04-13 09:10:00","130.615","36.0767","0","0","","1019","2","19.9","2","비","2","Low","2","","","FOREL-ULE SCALE III","2","20.3","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","102-09","1976-06-12 10:30:00","130.615","36.0767","0","0","","1008.5","2","21.8","2","개임(운량:3-7)","2","Low","2","","","FOREL-ULE SCALE III","2","19.3","2","21%-30%","2","Cirrus","2","Slight ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","102-09","1976-08-09 00:10:00","130.615","36.0767","0","0","","1009","2","25.3","2","개임(운량:3-7)","2","","","","","","","24.7","2","","","","","Calm-glassy ","2","","","8.0-10.7 ","2","S  ","2"
"정선해양관측","102-09","1976-10-19 14:10:00","130.615","36.0767","0","0","","1015","2","27","2","쾌청(운량:0-2)","2","Very Low","2","","","FOREL-ULE SCALE III","2","24","2","21%-30%","2","Cirrus","2","Calm-ripples ","2","","","","","",""
"정선해양관측","102-09","1976-12-02 14:40:00","130.615","36.0767","0","0","","1022","2","12.6","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE III","2","10.3","2","61%-70%","2","Altostratus","2","Calm-ripples ","2","","","5.5- 7.9 ","2","NE ","2"
"정선해양관측","102-10","1976-02-22 14:00:00","130.9183","36.0767","0","0","","1015","2","7.3","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE IV","2","","","41%-50%","2","Altostratus","2","Smooth-wavelets ","2","","","5.5- 7.9 ","2","NW ","2"
"정선해양관측","102-10","1976-04-13 11:40:00","130.9183","36.0767","0","0","","1019","2","17","2","비","2","Low","2","","","FOREL-ULE SCALE III","2","21.4","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","102-10","1976-06-12 12:50:00","130.9183","36.0767","0","0","","1009","2","20.8","2","개임(운량:3-7)","2","Low","2","","","FOREL-ULE SCALE IV","2","19.9","2","31%-40%","2","Altocumulus","2","Slight ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","102-10","1976-08-09 02:30:00","130.9183","36.0767","0","0","","1007.5","2","24.7","2","비","2","No Swell","2","","","FOREL-ULE SCALE I","2","24.4","2","1%-10%","2","","","Calm-glassy ","2","","","3.4- 5.4 ","2","S  ","2"
"정선해양관측","102-10","1976-10-19 12:00:00","130.9183","36.0767","0","0","","1015","2","20.8","2","쾌청(운량:0-2)","2","Very Low","2","","","","","18.5","2","21%-30%","2","Cirrus","2","Slight ","2","","","","","",""
"정선해양관측","102-10","1976-12-02 16:50:00","130.9183","36.0767","0","0","","1023","2","12.2","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE III","2","10.1","2","","","","","Calm-ripples ","2","","","3.4- 5.4 ","2","NE ","2"
"정선해양관측","102-11","1976-02-22 11:40:00","131.2267","36.0767","0","0","","1015","2","6.1","2","흐림(운량:8-10)","2","Low","2","","","FOREL-ULE SCALE IV","2","","","91%-100%","2","Nimbostratus","2","Smooth-wavelets ","2","","","8.0-10.7 ","2","NW ","2"
"정선해양관측","102-11","1976-04-13 13:50:00","131.2267","36.0767","0","0","","1010","2","15.3","2","비","2","Low","2","","","FOREL-ULE SCALE III","2","16.8","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","102-11","1976-06-12 15:00:00","131.2267","36.0767","0","0","","1008","2","20.7","2","개임(운량:3-7)","2","Low","2","","","FOREL-ULE SCALE III","2","19.9","2","71%-80%","2","Nimbostratus","2","Slight ","2","","","8.0-10.7 ","2","S  ","2"
"정선해양관측","102-11","1976-08-09 04:30:00","131.2267","36.0767","0","0","","1007","2","24.4","2","개임(운량:3-7)","2","Very Low","2","","","","","24","2","","","","","Calm-ripples ","2","","","1.6- 3.3 ","2","S  ","2"
"정선해양관측","102-11","1976-10-19 09:40:00","131.2267","36.0767","0","0","","1015","2","20.5","2","쾌청(운량:0-2)","2","Very Low","2","","","FOREL-ULE SCALE III","2","20.3","2","21%-30%","2","Cirrus","2","Calm-ripples ","2","","","5.5- 7.9 ","2","S  ","2"
"정선해양관측","102-11","1976-12-02 18:50:00","131.2267","36.0767","0","0","","1023.5","2","12.2","2","개임(운량:3-7)","2","Very Low","2","","","","","10.2","2","","","","","Calm-ripples ","2","","","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-04","1976-02-21 18:00:00","129.5017","36.505","0","0","","1022","2","9.6","2","흐림(운량:8-10)","2","Low","2","","","FOREL-ULE SCALE IV","2","","","91%-100%","2","Nimbostratus","2","Calm-ripples ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","103-04","1976-04-14 07:50:00","129.5017","36.505","0","0","","1010","2","11.6","2","비","2","Low","2","","","FOREL-ULE SCALE III","2","11.6","2","","","","","Calm-ripples ","2","","","0.3- 1.5 ","2","NW ","2"
"정선해양관측","103-04","1976-06-13 09:20:00","129.5017","36.505","0","0","","1008","2","16.7","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE III","2","16","2","11%-20%","2","Cirrus","2","Calm-ripples ","2","","","0.3- 1.5 ","2","SE ","2"
"정선해양관측","103-04","1976-08-09 20:20:00","129.5017","36.505","0","0","","1003","2","23.8","2","흐림(운량:8-10)","2","Very Low","2","","","","","22.8","2","91%-100%","2","","","Calm-ripples ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","103-04","1976-10-18 16:00:00","129.5017","36.505","0","0","","1015","2","23.3","2","개임(운량:3-7)","2","Low","2","","","FOREL-ULE SCALE IV","2","18.6","2","31%-40%","2","Cirrus","2","Calm-ripples ","2","","","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-04","1976-12-03 11:40:00","129.5017","36.505","0","0","","1025","2","20.4","2","쾌청(운량:0-2)","2","Very Low","2","","","FOREL-ULE SCALE III","2","17","2","11%-20%","2","Altocumulus","2","Calm-ripples ","2","","","8.0-10.7 ","2","N  ","2"
"정선해양관측","103-05","1976-02-21 19:05:00","129.59","36.505","0","0","","1022","2","9.5","2","흐림(운량:8-10)","2","Low","2","","","","","","","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","103-05","1976-04-14 06:30:00","129.59","36.505","0","0","","1009","2","12","2","비","2","Low","2","","","","","11.6","2","","","","","Smooth-wavelets ","2","","","0.3- 1.5 ","2","NW ","2"
"정선해양관측","103-05","1976-06-13 08:00:00","129.59","36.505","0","0","","1008","2","15.6","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE III","2","15.4","2","11%-20%","2","Cirrus","2","Calm-ripples ","2","","","3.4- 5.4 ","2","SE ","2"
"정선해양관측","103-05","1976-08-09 19:20:00","129.59","36.505","0","0","","1003","2","23.8","2","흐림(운량:8-10)","2","Very Low","2","","","","","22.8","2","91%-100%","2","Nimbostratus","2","Calm-ripples ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","103-05","1976-10-18 17:10:00","129.59","36.505","0","0","","1016","2","22.8","2","개임(운량:3-7)","2","Low","2","","","FOREL-ULE SCALE IV","2","18.2","2","31%-40%","2","Cirrus","2","Calm-ripples ","2","","","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-05","1976-12-03 10:30:00","129.59","36.505","0","0","","1025","2","22.1","2","쾌청(운량:0-2)","2","Very Low","2","","","FOREL-ULE SCALE III","2","18","2","21%-30%","2","Altocumulus","2","Calm-ripples ","2","","","5.5- 7.9 ","2","N  ","2"
"정선해양관측","103-06","1976-02-21 20:40:00","129.7883","36.505","0","0","","1020","2","6.5","2","흐림(운량:8-10)","2","Very Low","2","","","","","","","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","103-06","1976-02-22 00:40:00","129.7883","36.505","0","0","","1020","2","6.5","2","흐림(운량:8-10)","2","Very Low","2","","","","","","","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","103-06","1976-04-14 04:50:00","129.7883","36.505","0","0","","1009","2","12.6","2","비","2","Low","2","","","","","11.7","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","NW ","2"
"정선해양관측","103-06","1976-06-13 06:20:00","129.7883","36.505","0","0","","1008","2","14.9","2","안개(Fog)","2","Low","2","","","FOREL-ULE SCALE III","2","15.6","2","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","103-06","1976-08-09 17:50:00","129.7883","36.505","0","0","","1003","2","26.3","2","개임(운량:3-7)","2","Very Low","2","","","","","25.3","2","51%-60%","2","Cirrus","2","Calm-glassy ","2","","","3.4- 5.4 ","2","S  ","2"
"정선해양관측","103-06","1976-10-18 19:00:00","129.7883","36.505","0","0","","1015","2","20.2","2","","","Low","2","","","","","17.2","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","103-06","1976-12-03 08:50:00","129.7883","36.505","0","0","","1015","2","18.5","2","쾌청(운량:0-2)","2","Very Low","2","","","FOREL-ULE SCALE III","2","15.2","2","11%-20%","2","Altocumulus","2","Calm-ripples ","2","","","5.5- 7.9 ","2","NE ","2"
"정선해양관측","103-07","1976-02-21 22:20:00","130","36.505","0","0","","1019","2","6.6","2","흐림(운량:8-10)","2","Very Low","2","","","","","","","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","103-07","1976-04-14 02:50:00","130","36.505","0","0","","1007","2","12.4","2","비","2","Low","2","","","","","11.6","2","","","","","Smooth-wavelets ","2","","","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-07","1976-06-13 03:50:00","130","36.505","0","0","","1008","2","16.7","2","개임(운량:3-7)","2","Low","2","","","","","16.7","2","","","","","Calm-ripples ","2","","","8.0-10.7 ","2","SW ","2"
"정선해양관측","103-07","1976-08-09 16:00:00","130","36.505","0","0","","1003","2","27.2","2","개임(운량:3-7)","2","Very Low","2","","","FOREL-ULE SCALE II","2","25.6","2","51%-60%","2","Altocumulus","2","Calm-ripples ","2","","","3.4- 5.4 ","2","S  ","2"
"정선해양관측","103-07","1976-10-18 20:50:00","130","36.505","0","0","","1015","2","19.4","2","","","Low","2","","","","","17.3","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","103-07","1976-12-03 07:00:00","130","36.505","0","0","","1024.5","2","8.2","2","개임(운량:3-7)","2","Very Low","2","","","","","11.2","2","41%-50%","2","Altostratus","2","Calm-ripples ","2","","","3.4- 5.4 ","2","NW ","2"
"정선해양관측","103-08","1976-02-22 00:30:00","130.3117","36.505","0","0","","1018","2","5","2","흐림(운량:8-10)","2","Very Low","2","","","","","","","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","SW ","2"
"정선해양관측","103-08","1976-04-14 00:40:00","130.3117","36.505","0","0","","1007","2","12.6","2","비","2","Low","2","","","","","11.9","2","","","","","Smooth-wavelets ","2","","","8.0-10.7 ","2","NW ","2"
"정선해양관측","103-08","1976-06-13 01:50:00","130.3117","36.505","0","0","","1008","2","17.4","2","개임(운량:3-7)","2","Low","2","","","","","17.1","2","","","","","Slight ","2","","","3.4- 5.4 ","2","SW ","2"
"정선해양관측","103-08","1976-08-09 14:00:00","130.3117","36.505","0","0","","1005","2","27.5","2","개임(운량:3-7)","2","Low","2","","","FOREL-ULE SCALE III","2","26.1","2","71%-80%","2","Altocumulus","2","Calm-ripples ","2","","","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-08","1976-10-18 23:10:00","130.3117","36.505","0","0","","1016","2","19.5","2","","","Low","2","","","","","17.5","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","103-08","1976-12-03 05:00:00","130.3117","36.505","0","0","","1024","2","11.3","2","개임(운량:3-7)","2","Very Low","2","","","","","9.8","2","","","","","Calm-ripples ","2","","","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-09","1976-02-22 02:50:00","130.6217","36.505","0","0","","1018","2","5.5","2","눈 또는 진눈깨비","2","Very Low","2","","","","","","","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","NW ","2"
"정선해양관측","103-09","1976-04-13 22:10:00","130.6217","36.505","0","0","","1008","2","12.4","2","비","2","Low","2","","","","","12","2","","","","","Smooth-wavelets ","2","","","8.0-10.7 ","2","NW ","2"
"정선해양관측","103-09","1976-06-12 23:20:00","130.6217","36.505","0","0","","1008","2","18.4","2","개임(운량:3-7)","2","Low","2","","","","","18","2","","","","","Slight ","2","","","8.0-10.7 ","2","SW ","2"
"정선해양관측","103-09","1976-08-09 12:00:00","130.6217","36.505","0","0","","1005","2","26.3","2","비","2","Low","2","","","FOREL-ULE SCALE III","2","25.6","2","91%-100%","2","Nimbostratus","2","Smooth-wavelets ","2","","","8.0-10.7 ","2","SW ","2"
"정선해양관측","103-09","1976-10-19 01:20:00","130.6217","36.505","0","0","","1016","2","19.6","2","","","Very Low","2","","","","","17.8","2","","","","","Slight ","2","","","5.5- 7.9 ","2","SE ","2"
"정선해양관측","103-09","1976-12-03 02:40:00","130.6217","36.505","0","0","","1024","2","11.4","2","개임(운량:3-7)","2","Very Low","2","","","","","10","2","","","","","Calm-ripples ","2","","","5.5- 7.9 ","2","NE ","2"
"정선해양관측","103-10","1976-02-22 05:10:00","130.9267","36.505","0","0","","1017","2","6","2","흐림(운량:8-10)","2","Low","2","","","","","","","","","","","Calm-ripples ","2","","","8.0-10.7 ","2","NW ","2"
"정선해양관측","103-10","1976-04-13 20:00:00","130.9267","36.505","0","0","","1008","2","12.9","2","비","2","Low","2","","","","","12.8","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","NW ","2"
"정선해양관측","103-10","1976-06-12 21:10:00","130.9267","36.505","0","0","","1008","2","18.8","2","개임(운량:3-7)","2","Low","2","","","","","19.1","2","","","","","Slight ","2","","","8.0-10.7 ","2","SW ","2"
"정선해양관측","103-10","1976-08-09 10:05:00","130.9267","36.505","0","0","","1005","2","25.6","2","흐림(운량:8-10)","2","Low","2","","","FOREL-ULE SCALE III","2","26.7","2","91%-100%","2","Stratus","2","Smooth-wavelets ","2","","","8.0-10.7 ","2","SW ","2"
"정선해양관측","103-10","1976-10-19 03:40:00","130.9267","36.505","0","0","","1015","2","19.2","2","","","Very Low","2","","","","","17.9","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","S  ","2"
"정선해양관측","103-10","1976-12-03 00:40:00","130.9267","36.505","0","0","","1024","2","11.6","2","개임(운량:3-7)","2","Very Low","2","","","","","10","2","","","","","Calm-ripples ","2","","","3.4- 5.4 ","2","NE ","2"
"정선해양관측","103-11","1976-02-22 07:20:00","131.233","36.505","0","0","","1016","2","6.5","2","흐림(운량:8-10)","2","Low","2","","","FOREL-ULE SCALE IV","2","","","91%-100%","2","Nimbostratus","2","Smooth-wavelets ","2","","","8.0-10.7 ","2","NW ","2"
"정선해양관측","103-11","1976-04-13 17:30:00","131.233","36.505","0","0","","1009","2","13.4","2","비","2","Low","2","","","FOREL-ULE SCALE III","2","13.8","2","","","","","Smooth-wavelets ","2","","","8.0-10.7 ","2","SW ","2"
"정선해양관측","103-11","1976-06-12 18:40:00","131.233","36.505","0","0","","1008","2","19.2","2","개임(운량:3-7)","2","Low","2","","","FOREL-ULE SCALE III","2","18.6","2","31%-40%","2","Altocumulus","2","Slight ","2","","","8.0-10.7 ","2","SW ","2"
"정선해양관측","103-11","1976-08-09 08:00:00","131.233","36.505","0","0","","1007","2","25.3","2","흐림(운량:8-10)","2","Low","2","","","FOREL-ULE SCALE III","2","24.6","2","91%-100%","2","Stratus","2","Smooth-wavelets ","2","","","5.5- 7.9 ","2","W  ","2"
"정선해양관측","103-11","1976-10-19 05:50:00","131.233","36.505","0","0","","1015","2","18.6","2","","","Very Low","2","","","","","17.5","2","","","","","Smooth-wavelets ","2","","","5.5- 7.9 ","2","S  ","2"
