"//1.사업메타",,,,,,,,,,,,,,,,,,,,,,,
"//사업명_정선해양관측",,,,,,,,,,,,,,,,,,,,,,,
"//사업요약_관할해역의 미리 정해진 정점과 관측선을 따라 정기적으로 수온, 염분, 용존산소, 영양염 및 해양기상자료 등의 관측수행 및 자료제공",,,,,,,,,,,,,,,,,,,,,,,
"//수행기관명_국립수산과학원",,,,,,,,,,,,,,,,,,,,,,,
"//사업책임자명_null",,,,,,,,,,,,,,,,,,,,,,,
"//표준시_KST",,,,,,,,,,,,,,,,,,,,,,,
"//사업시작일_1961-01-29",,,,,,,,,,,,,,,,,,,,,,,
"//사업종료일_2019-12-26",,,,,,,,,,,,,,,,,,,,,,,
"//공간적범위_[(39.7383 122.2167, 31.5 135.0917)]",,,,,,,,,,,,,,,,,,,,,,,
"//키워드_염분, 수온, 용존산소, 규산염, 아질산성질소, 인산염인, 질산성질소, 투명도, ",,,,,,,,,,,,,,,,,,,,,,,
"정선해양관측","102-04","2019-08-12 21:29:00","129.615","36.0767","0","20","0","34.1151","1","14.4045","1","3.6194","1","","","","","","","","","",""
"정선해양관측","102-04","2019-08-12 21:29:00","129.615","36.0767","0","30","0","34.2347","1","13.3124","1","3.5736","1","","","","","","","","","",""
"정선해양관측","102-04","2019-08-12 21:29:00","129.615","36.0767","0","50","0","34.2297","1","8.4683","1","4.0562","1","","","","","","","","","",""
"정선해양관측","102-04","2019-08-12 21:29:00","129.615","36.0767","0","75","0","34.1183","1","4.9658","1","4.5767","1","","","","","","","","","",""
"정선해양관측","102-04","2019-10-21 21:42:00","129.615","36.0767","0","0","0","32.5918","1","21.478","1","4.605","1","4.84103","1","0.520267","2","0.247079","1","2.1409","1","",""
"정선해양관측","102-04","2019-10-21 21:42:00","129.615","36.0767","0","10","0","32.5901","1","21.4786","1","4.6686","1","","","","","","","","","",""
"정선해양관측","102-04","2019-10-21 21:42:00","129.615","36.0767","0","20","0","32.5908","1","21.4809","1","4.6729","1","","","","","","","","","",""
"정선해양관측","102-04","2019-10-21 21:42:00","129.615","36.0767","0","30","0","32.8645","1","21.6391","1","4.538","1","","","","","","","","","",""
"정선해양관측","102-04","2019-10-21 21:42:00","129.615","36.0767","0","50","0","34.2667","1","12.1725","1","3.3235","1","","","","","","","","","",""
"정선해양관측","102-04","2019-10-21 21:42:00","129.615","36.0767","0","75","0","34.1525","1","5.7007","1","4.5436","1","","","","","","","","","",""
"정선해양관측","102-05","2019-02-22 12:22:00","129.6883","36.0767","0","0","0","34.5546","1","15.2321","1","5.249","1","5.61513","1","0.346975","2","0.3241","1","2.81276","1","15","2"
"정선해양관측","102-05","2019-02-22 12:22:00","129.6883","36.0767","0","10","0","34.5533","1","15.1663","1","5.5504","1","","","","","","","","","15","2"
"정선해양관측","102-05","2019-02-22 12:22:00","129.6883","36.0767","0","20","0","34.5545","1","15.1428","1","5.5295","1","5.56878","1","0.344973","2","0.319125","1","2.75951","1","15","2"
"정선해양관측","102-05","2019-02-22 12:22:00","129.6883","36.0767","0","30","0","34.506","1","14.7527","1","5.5694","1","","","","","","","","","15","2"
"정선해양관측","102-05","2019-02-22 12:22:00","129.6883","36.0767","0","50","0","34.3782","1","13.8021","1","5.4593","1","8.34453","1","0.402271","2","0.45355","1","4.95598","1","15","2"
"정선해양관측","102-05","2019-02-22 12:22:00","129.6883","36.0767","0","75","0","34.235","1","10.5772","1","5.154","1","","","","","","","","","15","2"
"정선해양관측","102-05","2019-02-22 12:22:00","129.6883","36.0767","0","100","0","34.1077","1","3.0192","1","4.9931","1","32.0876","1","0.106669","2","1.54387","1","20.32","1","15","2"
"정선해양관측","102-05","2019-02-22 12:22:00","129.6883","36.0767","0","125","0","34.0548","1","1.6946","1","5.0712","1","","","","","","","","","15","2"
"정선해양관측","102-05","2019-02-22 12:22:00","129.6883","36.0767","0","150","0","34.0413","1","1.2555","1","5.0732","1","","","","","","","","","15","2"
"정선해양관측","102-05","2019-04-23 10:04:00","129.6883","36.0767","0","0","0","34.5191","1","16.3853","1","5.9411","1","6.37201","1","0.011502","2","0.052629","1","0.094902","1","7","2"
"정선해양관측","102-05","2019-04-23 10:04:00","129.6883","36.0767","0","10","0","34.5184","1","16.322","1","6.0146","1","","","","","","","","","7","2"
"정선해양관측","102-05","2019-04-23 10:04:00","129.6883","36.0767","0","20","0","34.4573","1","15.4876","1","5.586","1","9.72773","1","0.806506","2","0.394114","1","3.94293","1","7","2"
"정선해양관측","102-05","2019-04-23 10:04:00","129.6883","36.0767","0","30","0","34.3356","1","14.5447","1","5.3761","1","","","","","","","","","7","2"
"정선해양관측","102-05","2019-04-23 10:04:00","129.6883","36.0767","0","50","0","34.1686","1","13.2027","1","5.5632","1","15.9538","1","1.22621","2","0.7422","1","7.89696","1","7","2"
"정선해양관측","102-05","2019-04-23 10:04:00","129.6883","36.0767","0","75","0","34.2742","1","9.1123","1","5.123","1","","","","","","","","","7","2"
"정선해양관측","102-05","2019-04-23 10:04:00","129.6883","36.0767","0","100","0","34.0994","1","1.7062","1","4.8568","1","47.0529","1","0.065422","2","2.16339","1","27.1505","1","7","2"
"정선해양관측","102-05","2019-04-23 10:04:00","129.6883","36.0767","0","125","0","34.0511","1","1.1128","1","4.8109","1","","","","","","","","","7","2"
"정선해양관측","102-05","2019-04-23 10:04:00","129.6883","36.0767","0","150","0","34.0447","1","0.9164","1","4.8126","1","","","","","","","","","7","2"
"정선해양관측","102-05","2019-07-02 09:12:00","129.6883","36.0767","0","0","0","33.3055","1","20.0635","1","5.4706","1","5.4356","1","0.030872","2","0.038841","1","0.006178","1","6.9","2"
"정선해양관측","102-05","2019-07-02 09:12:00","129.6883","36.0767","0","10","0","33.7168","1","18.3366","1","5.4839","1","","","","","","","","","6.9","2"
"정선해양관측","102-05","2019-07-02 09:12:00","129.6883","36.0767","0","20","0","33.898","1","15.1981","1","4.8925","1","5.85374","1","0.001069","2","0.090454","1","0.093356","1","6.9","2"
"정선해양관측","102-05","2019-07-02 09:12:00","129.6883","36.0767","0","30","0","34.1963","1","15.2491","1","4.3249","1","","","","","","","","","6.9","2"
"정선해양관측","102-05","2019-07-02 09:12:00","129.6883","36.0767","0","50","0","34.3807","1","14.972","1","3.6904","1","17.3146","1","0.023833","2","0.816367","1","11.3131","1","6.9","2"
"정선해양관측","102-05","2019-07-02 09:12:00","129.6883","36.0767","0","75","0","34.2221","1","6.7602","1","4.8518","1","","","","","","","","","6.9","2"
"정선해양관측","102-05","2019-07-02 09:12:00","129.6883","36.0767","0","100","0","34.0819","1","4.2372","1","5.7","1","16.9482","1","0.036064","2","1.04588","1","14.3697","1","6.9","2"
"정선해양관측","102-05","2019-07-02 09:12:00","129.6883","36.0767","0","125","0","34.045","1","2.0697","1","5.0917","1","","","","","","","","","6.9","2"
"정선해양관측","102-05","2019-08-12 20:37:00","129.6883","36.0767","0","0","0","32.112","1","27.1084","1","4.6746","1","5.73661","1","0.023948","2","0.009207","1","0.030019","1","",""
"정선해양관측","102-05","2019-08-12 20:37:00","129.6883","36.0767","0","10","0","32.5927","1","22.233","1","5.5539","1","","","","","","","","","",""
"정선해양관측","102-05","2019-08-12 20:37:00","129.6883","36.0767","0","20","0","33.2241","1","17.0819","1","5.3919","1","10.8797","1","0.18577","2","0.286784","1","3.23284","1","",""
"정선해양관측","102-05","2019-08-12 20:37:00","129.6883","36.0767","0","30","0","34.1397","1","15.2266","1","3.6803","1","","","","","","","","","",""
"정선해양관측","102-05","2019-08-12 20:37:00","129.6883","36.0767","0","50","0","34.2633","1","13.8948","1","3.5377","1","21.7671","1","0.045388","2","1.01374","1","14.581","1","",""
"정선해양관측","102-05","2019-08-12 20:37:00","129.6883","36.0767","0","75","0","34.2435","1","9.6039","1","3.881","1","","","","","","","","","",""
"정선해양관측","102-05","2019-08-12 20:37:00","129.6883","36.0767","0","100","0","34.1022","1","4.0776","1","4.6241","1","27.8163","1","0.241306","2","1.51654","1","19.8902","1","",""
"정선해양관측","102-05","2019-08-12 20:37:00","129.6883","36.0767","0","125","0","34.0378","1","2.0129","1","4.8494","1","","","","","","","","","",""
"정선해양관측","102-05","2019-08-12 20:37:00","129.6883","36.0767","0","150","0","34.0284","1","1.6521","1","4.7948","1","","","","","","","","","",""
"정선해양관측","102-05","2019-10-21 21:02:00","129.6883","36.0767","0","0","0","32.8628","1","21.82","1","4.6224","1","4.14409","1","0.334","2","0.21455","1","1.64456","1","",""
"정선해양관측","102-05","2019-10-21 21:02:00","129.6883","36.0767","0","10","0","32.8592","1","21.8156","1","4.6575","1","","","","","","","","","",""
"정선해양관측","102-05","2019-10-21 21:02:00","129.6883","36.0767","0","20","0","33.4449","1","22.739","1","4.6944","1","2.66763","1","0.059133","2","0.146121","1","0.445489","1","",""
"정선해양관측","102-05","2019-10-21 21:02:00","129.6883","36.0767","0","30","0","33.5198","1","22.8585","1","4.6304","1","","","","","","","","","",""
"정선해양관측","102-05","2019-10-21 21:02:00","129.6883","36.0767","0","50","0","33.6564","1","21.4071","1","4.4354","1","16.8585","1","0.483167","2","0.748592","1","9.91337","1","",""
"정선해양관측","102-05","2019-10-21 21:02:00","129.6883","36.0767","0","75","0","34.202","1","6.3784","1","4.4894","1","","","","","","","","","",""
"정선해양관측","102-05","2019-10-21 21:02:00","129.6883","36.0767","0","100","0","34.0834","1","3.9163","1","5.4439","1","22.9227","1","0.0613","2","1.29416","1","17.1545","1","",""
"정선해양관측","102-05","2019-10-21 21:02:00","129.6883","36.0767","0","125","0","34.0331","1","2.5377","1","6.2133","1","","","","","","","","","",""
"정선해양관측","102-05","2019-10-21 21:02:00","129.6883","36.0767","0","150","0","34.022","1","2.1717","1","6.0849","1","","","","","","","","","",""
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","0","0","34.557","1","15.1062","1","5.6032","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","10","0","34.5579","1","15.1022","1","5.6173","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","20","0","34.5572","1","15.0866","1","5.5788","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","30","0","34.5541","1","15.0653","1","5.5471","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","50","0","34.4771","1","14.6042","1","5.3979","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","75","0","34.3725","1","13.5669","1","5.5394","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","100","0","34.287","1","10.2023","1","5.2134","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","125","0","34.1653","1","5.864","1","5.0542","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","150","0","34.0715","1","2.8458","1","5.1358","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","200","0","34.0297","1","1.0759","1","5.3661","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","250","0","34.0373","1","0.91","1","5.1296","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","300","0","34.0444","1","0.8115","1","4.9067","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","400","0","34.0538","1","0.684","1","4.6059","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-02-22 11:08:00","129.7967","36.0767","0","500","0","34.0595","1","0.524","1","4.364","1","","","","","","","","","15","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","0","0","34.5093","1","15.9353","1","5.8003","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","10","0","34.5094","1","15.884","1","5.8077","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","20","0","34.4998","1","15.7323","1","5.3411","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","30","0","34.4515","1","15.275","1","5.0658","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","50","0","34.5301","1","15.1247","1","5.4309","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","75","0","34.505","1","14.6174","1","5.3461","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","100","0","34.3576","1","10.0509","1","5.2616","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","125","0","34.1856","1","5.5829","1","5.2344","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","150","0","34.0481","1","1.8906","1","5.2815","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","200","0","34.0255","1","1.1062","1","5.304","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","250","0","34.0372","1","0.9069","1","5.0216","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","300","0","34.0416","1","0.8292","1","4.8535","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","400","0","34.0512","1","0.6778","1","4.5792","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-04-23 09:00:00","129.7967","36.0767","0","500","0","34.055","1","0.5873","1","4.395","1","","","","","","","","","10","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","0","0","33.2314","1","20.9681","1","5.2235","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","10","0","33.302","1","20.5741","1","5.5126","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","20","0","33.871","1","15.7629","1","4.8227","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","30","0","33.9445","1","15.022","1","4.4066","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","50","0","34.428","1","15.2206","1","3.7106","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","75","0","34.4067","1","14.0168","1","4.0901","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","100","0","34.2461","1","8.517","1","5.4544","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","125","0","34.1267","1","5.5696","1","5.6581","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","150","0","34.0677","1","3.6865","1","5.4484","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","200","0","34.016","1","1.5773","1","5.6308","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","250","0","34.0257","1","1.2176","1","5.0669","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","300","0","34.0296","1","0.9767","1","5.0588","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","400","0","34.0391","1","0.7699","1","4.7531","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-07-02 08:16:00","129.7967","36.0767","0","500","0","34.0438","1","0.6652","1","4.5723","1","","","","","","","","","11.3","2"
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","0","0","32.2832","1","27.7637","1","4.5784","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","10","0","32.3905","1","27.2994","1","4.6031","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","20","0","32.8642","1","19.3973","1","5.3716","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","30","0","33.7681","1","16.7473","1","4.3671","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","50","0","34.1881","1","14.723","1","3.5497","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","75","0","34.2724","1","14.6487","1","3.4584","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","100","0","34.2679","1","9.4051","1","4.2784","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","125","0","34.0681","1","3.1569","1","5.3824","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","150","0","34.0288","1","2.0263","1","5.4504","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","200","0","34.0149","1","1.1481","1","5.5381","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","250","0","34.0227","1","0.9251","1","5.4223","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","300","0","34.0349","1","0.8222","1","5.048","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","400","0","34.0436","1","0.711","1","4.7378","1","","","","","","","","","",""
"정선해양관측","102-06","2019-08-12 19:31:00","129.7967","36.0767","0","500","0","34.0476","1","0.5944","1","4.5283","1","","","","","","","","","",""
"정선해양관측","102-06","2019-10-21 20:08:00","129.7967","36.0767","0","0","0","33.4045","1","22.5266","1","4.6979","1","","","","","","","","","",""
"정선해양관측","102-06","2019-10-21 20:08:00","129.7967","36.0767","0","10","0","33.3568","1","22.5108","1","4.6792","1","","","","","","","","","",""
"정선해양관측","102-06","2019-10-21 20:08:00","129.7967","36.0767","0","20","0","33.4666","1","22.6907","1","4.6936","1","","","","","","","","","",""
