"정선해양관측","102-04","1985-10-19 09:40:00","129.615","36.0767","0","10","","32.927","1","20.35","1","5.03","1","",""
"정선해양관측","102-04","1985-10-19 09:40:00","129.615","36.0767","0","20","","33.246","1","20.44","1","4.99","1","",""
"정선해양관측","102-04","1985-10-19 09:40:00","129.615","36.0767","0","30","","33.293","1","19.15","1","4.9","1","",""
"정선해양관측","102-04","1985-10-19 09:40:00","129.615","36.0767","0","50","","34.26","1","10.54","1","5.18","1","",""
"정선해양관측","102-04","1985-12-20 19:10:00","129.615","36.0767","0","0","","34.132","1","12.55","1","6.3","1","",""
"정선해양관측","102-04","1985-12-20 19:10:00","129.615","36.0767","0","10","","34.122","1","12.67","1","6.3","1","",""
"정선해양관측","102-04","1985-12-20 19:10:00","129.615","36.0767","0","20","","34.167","1","12.58","1","6.1","1","",""
"정선해양관측","102-04","1985-12-20 19:10:00","129.615","36.0767","0","30","","34.179","1","12.52","1","5.8","1","",""
"정선해양관측","102-04","1985-12-20 19:10:00","129.615","36.0767","0","50","","34.159","1","11.6","1","5.5","1","",""
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","0","","34.153","1","11.52","1","6.2","1","14","2"
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","10","","34.153","1","11.72","1","6.1","1","",""
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","20","","34.13","1","11.61","1","6.08","1","",""
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","30","","34.196","1","11.15","1","5.9","1","",""
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","50","","34.09","1","10.17","1","5.92","1","",""
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","75","","34.036","1","6.16","1","5.69","1","",""
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","82","","34.046","1","2.47","1","5.45","1","",""
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","129","","34.049","1","1.79","1","5.41","1","",""
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","161","","34.049","1","0.86","1","5.35","1","",""
"정선해양관측","102-05","1985-02-05 12:25:00","129.6883","36.0767","0","208","","34.03","1","0.37","1","5.3","1","",""
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","0","","34.543","1","13.05","1","6.3","1","14","2"
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","10","","34.531","1","12.96","1","6.18","1","",""
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","20","","34.556","1","12.85","1","6.09","1","",""
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","30","","34.548","1","12.82","1","6.08","1","",""
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","50","","34.449","1","12.59","1","6.11","1","",""
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","75","","34.355","1","10.15","1","6.08","1","",""
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","98","","34.266","1","8.25","1","6.09","1","",""
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","127","","34.157","1","4.31","1","5.8","1","",""
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","145","","34.09","1","1.83","1","5.55","1","",""
"정선해양관측","102-05","1985-04-16 14:15:00","129.6883","36.0767","0","190","","34.07","1","0.54","1","5.36","1","",""
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","0","","34.428","1","19.2","1","5.74","1","12","2"
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","10","","34.447","1","19.01","1","5.69","1","",""
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","20","","34.41","1","16.3","1","5.6","1","",""
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","30","","34.527","1","15.45","1","5.58","1","",""
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","50","","34.509","1","14.86","1","5.32","1","",""
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","75","","34.566","1","14.84","1","5.36","1","",""
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","93","","34.519","1","7.84","1","5.55","1","",""
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","115","","34.218","1","4.72","1","5.44","1","",""
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","122","","34.081","1","1.24","1","5.34","1","",""
"정선해양관측","102-05","1985-06-06 15:10:00","129.6883","36.0767","0","169","","34.124","1","0.64","1","5.34","1","",""
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","0","","32.339","1","27.7","1","5.12","1","10","2"
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","10","","33.504","1","20.81","1","5.12","1","",""
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","20","","33.951","1","17.68","1","5.22","1","",""
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","30","","34.418","1","16.31","1","5.12","1","",""
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","50","","34.513","1","16.15","1","5.22","1","",""
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","75","","34.633","1","14.83","1","4.81","1","",""
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","100","","34.453","1","11.87","1","4.92","1","",""
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","131","","34.278","1","7.98","1","5.12","1","",""
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","156","","34.198","1","5.39","1","5.12","1","",""
"정선해양관측","102-05","1985-08-07 15:45:00","129.6883","36.0767","0","206","","34.108","1","2.05","1","5.12","1","",""
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","0","","99.999","4","19.85","1","","","16","2"
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","10","","99.999","4","20.89","1","","","",""
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","20","","99.999","4","20.93","1","","","",""
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","30","","99.999","4","20.94","1","","","",""
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","50","","99.999","4","15.06","1","","","",""
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","75","","99.999","4","14.68","1","","","",""
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","88","","99.999","4","14.63","1","","","",""
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","129","","99.999","4","8.86","1","","","",""
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","141","","99.999","4","4.82","1","","","",""
"정선해양관측","102-05","1985-10-19 10:30:00","129.6883","36.0767","0","202","","99.999","4","1.39","1","","","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","0","","34.115","1","13.67","1","6.3","1","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","10","","34.175","1","13.17","1","6.2","1","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","20","","34.125","1","13.17","1","6","1","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","30","","34.148","1","12.98","1","6","1","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","50","","34.156","1","12.7","1","6","1","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","75","","34.302","1","11.9","1","6.1","1","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","105","","34.345","1","7.74","1","6.2","1","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","132","","34.152","1","4.02","1","6.1","1","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","151","","34.131","1","2.42","1","5.8","1","",""
"정선해양관측","102-05","1985-12-20 19:50:00","129.6883","36.0767","0","206","","34.092","1","1.53","1","5.6","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","0","","34.175","1","13.43","1","5.71","1","14","2"
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","10","","34.178","1","13.41","1","5.86","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","20","","34.144","1","13.49","1","5.6","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","30","","34.157","1","13.41","1","5.7","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","50","","34.136","1","13.4","1","5.61","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","75","","34.112","1","12.7","1","5.75","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","105","","34.123","1","12.28","1","5.82","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","123","","34.119","1","5.4","1","5.5","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","143","","34.12","1","3.08","1","5.51","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","212","","34.132","1","1.2","1","5.65","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","279","","34.136","1","0.63","1","5.7","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","329","","34.105","1","0.54","1","5.65","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","411","","34.104","1","0.35","1","5.4","1","",""
"정선해양관측","102-06","1985-01-07 11:40:00","129.7967","36.0767","0","526","","34.101","1","0.37","1","5.3","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","0","","34.198","1","12.13","1","6.22","1","16","2"
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","10","","34.216","1","12.27","1","6.13","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","20","","34.228","1","12.21","1","6.2","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","30","","34.2","1","12.22","1","6.01","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","50","","34.174","1","11.78","1","5.91","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","75","","34.1","1","9.04","1","5.78","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","95","","34.02","1","3.81","1","5.72","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","120","","34.044","1","2.24","1","5.9","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","158","","34.044","1","0.99","1","5.76","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","210","","34.062","1","0.63","1","5.7","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","269","","34.061","1","0.35","1","5.62","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","318","","34.037","1","0.21","1","5.52","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","422","","34.029","1","0.19","1","5.3","1","",""
"정선해양관측","102-06","1985-02-05 13:20:00","129.7967","36.0767","0","536","","34.059","1","0.15","1","5","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","0","","34.491","1","12.68","1","6.23","1","15","2"
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","10","","34.48","1","12.59","1","6.18","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","20","","34.498","1","12.41","1","6.14","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","30","","34.452","1","12.01","1","6.18","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","50","","34.423","1","11.44","1","6.13","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","75","","34.373","1","10.87","1","6.09","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","117","","34.238","1","8.46","1","6.07","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","125","","34.19","1","5.54","1","5.88","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","150","","34.09","1","2.63","1","5.68","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","213","","34.061","1","1.12","1","5.58","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","277","","34.056","1","0.84","1","5.57","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","334","","34.036","1","0.58","1","5.47","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","433","","34.05","1","0.36","1","5.48","1","",""
"정선해양관측","102-06","1985-04-18 09:20:00","129.7967","36.0767","0","543","","34.046","1","0.35","1","5.49","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","0","","34.504","1","19.19","1","5.91","1","14","2"
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","10","","34.516","1","19.09","1","5.75","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","20","","34.527","1","17.38","1","5.76","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","30","","34.568","1","16.23","1","5.66","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","50","","34.607","1","15.74","1","5.62","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","75","","34.585","1","15.31","1","5.53","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","101","","34.382","1","8.95","1","5.51","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","125","","34.313","1","8.43","1","5.56","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","150","","34.175","1","4.24","1","5.58","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","200","","34.102","1","1.26","1","5.66","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","250","","34.097","1","1.01","1","5.64","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","307","","34.084","1","0.73","1","5.53","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","410","","34.081","1","0.43","1","5.68","1","",""
"정선해양관측","102-06","1985-06-06 14:05:00","129.7967","36.0767","0","510","","34.054","1","0.29","1","5.45","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","0","","32.291","1","28.5","1","5.22","1","14","2"
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","10","","33.896","1","20.71","1","5.22","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","20","","34.018","1","18.31","1","5.11","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","30","","34.494","1","17.09","1","5.16","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","50","","34.519","1","16.4","1","5.42","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","75","","34.476","1","13.69","1","5.32","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","102","","34.24","1","9.44","1","5.22","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","125","","34.215","1","9.27","1","5.22","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","150","","34.201","1","6.25","1","5.27","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","200","","34.084","1","2.27","1","5.27","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","250","","34.067","1","0.92","1","5.12","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","304","","34.061","1","0.69","1","5.02","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","406","","34.04","1","0.44","1","5.22","1","",""
"정선해양관측","102-06","1985-08-07 14:40:00","129.7967","36.0767","0","502","","34.038","1","0.3","1","5.22","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","0","","33.187","1","20.91","1","5.18","1","16","2"
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","10","","33.175","1","20.96","1","5.28","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","20","","33.163","1","20.95","1","5.08","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","30","","33.212","1","20.35","1","5.37","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","50","","34.34","1","14.54","1","5.03","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","75","","34.403","1","14.5","1","4.98","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","101","","34.285","1","8.55","1","4.92","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","126","","34.195","1","6.03","1","5.27","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","153","","34.075","1","2.56","1","5.47","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","198","","34.062","1","1.22","1","5.37","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","252","","34.059","1","0.83","1","5.47","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","298","","34.093","1","0.51","1","5.46","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","396","","34.072","1","0.45","1","5.28","1","",""
"정선해양관측","102-06","1985-10-19 11:35:00","129.7967","36.0767","0","490","","34.058","1","0.35","1","5.25","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","0","","34.116","1","13.24","1","6.3","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","10","","34.153","1","13.22","1","6","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","20","","34.097","1","12.95","1","6","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","30","","34.157","1","12.61","1","6","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","50","","34.144","1","12.59","1","6","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","75","","34.095","1","12.61","1","6.1","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","100","","34.077","1","9.45","1","6.1","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","125","","34.103","1","3.45","1","6","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","154","","34.094","1","2.15","1","5.8","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","197","","34.065","1","1.23","1","5.6","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","258","","34.208","1","0.8","1","5.4","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","310","","34.071","1","0.84","1","5.3","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","415","","34.062","1","0.38","1","5.2","1","",""
"정선해양관측","102-06","1985-12-20 20:35:00","129.7967","36.0767","0","501","","34.059","1","0.29","1","5","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","0","","34.167","1","13.33","1","5.71","1","14","2"
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","10","","34.175","1","13.52","1","5.7","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","20","","34.12","1","13.45","1","5.73","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","30","","34.144","1","13.49","1","5.75","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","50","","34.086","1","13.41","1","5.7","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","75","","34.093","1","12.51","1","5.62","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","101","","34.097","1","12.32","1","5.8","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","112","","34.054","1","8.33","1","5.7","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","146","","34.098","1","3.09","1","5.62","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","213","","34.032","1","1.15","1","5.63","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","272","","34.036","1","0.63","1","5.8","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","331","","34.013","1","0.54","1","5.8","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","432","","34.022","1","0.38","1","5.6","1","",""
"정선해양관측","102-07","1985-01-07 13:10:00","130","36.0767","0","468","","34.021","1","0.38","1","5.52","1","",""
"정선해양관측","102-07","1985-02-06 12:30:00","130","36.0767","0","0","","34.178","1","12.01","1","6.3","1","16","2"
"정선해양관측","102-07","1985-02-06 12:30:00","130","36.0767","0","10","","34.184","1","11.99","1","6.12","1","",""
"정선해양관측","102-07","1985-02-06 12:30:00","130","36.0767","0","20","","34.178","1","11.99","1","6.2","1","",""
"정선해양관측","102-07","1985-02-06 12:30:00","130","36.0767","0","30","","34.188","1","11.92","1","6.01","1","",""
"정선해양관측","102-07","1985-02-06 12:30:00","130","36.0767","0","50","","34.174","1","11.85","1","5.9","1","",""
"정선해양관측","102-07","1985-02-06 12:30:00","130","36.0767","0","75","","34.151","1","11.31","1","5.9","1","",""
"정선해양관측","102-07","1985-02-06 12:30:00","130","36.0767","0","108","","34.159","1","6.41","1","6","1","",""
