"정선해양관측","102-05","1962-07-30 09:52:00","129.6883","36.0767","0","0","","1009.3","2","25","2","개임(운량:3-7)","2","Very Low","2","","","51%-60%","2","Stratus","2","Rough ","2","0.3- 1.5 ","2","SSE","2"
"정선해양관측","102-05","1962-10-08 13:50:00","129.6883","36.0767","0","0","","1029.3","2","25.4","2","흐림(운량:8-10)","2","Very Low","2","FOREL-ULE SCALE III","2","71%-80%","2","Stratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","102-05","1962-11-14 01:30:00","129.6883","36.0767","0","0","","1029.3","2","20.1","2","흐림(운량:8-10)","2","Very Low","2","","","71%-80%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","E  ","2"
"정선해양관측","102-05","1962-11-14 13:30:00","129.6883","36.0767","0","0","","1029.3","2","20.1","2","흐림(운량:8-10)","2","Very Low","2","","","71%-80%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","E  ","2"
"정선해양관측","102-06","1962-03-01 05:35:00","129.7967","36.0767","0","0","","1024","2","6.1","2","개임(운량:3-7)","2","Low","2","","","31%-40%","2","Cirrus","2","Moderate ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","102-06","1962-04-05 13:20:00","129.7967","36.0767","0","0","","1026.7","2","10.2","2","쾌청(운량:0-2)","2","Low","2","","","","","","","Moderate ","2","0.3- 1.5 ","2","S  ","2"
"정선해양관측","102-06","1962-06-23 08:15:00","129.7967","36.0767","0","0","","1010.7","2","17.3","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratocumulus","2","Slight ","2","0 - 0.2 ","2","SW ","2"
"정선해양관측","102-06","1962-07-31 03:35:00","129.7967","36.0767","0","0","","1009.3","2","23.5","2","쾌청(운량:0-2)","2","Very Low","2","","","","","","","Moderate ","2","0.3- 1.5 ","2","SW ","2"
"정선해양관측","102-06","1962-10-08 14:40:00","129.7967","36.0767","0","0","","1029.3","2","24.9","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","61%-70%","2","Cirrostratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","E  ","2"
"정선해양관측","102-06","1962-11-14 09:25:00","129.7967","36.0767","0","0","","1036","2","18","2","개임(운량:3-7)","2","Low","2","","","31%-40%","2","Stratus","2","Rough ","2","1.6- 3.3 ","2","W  ","2"
"정선해양관측","102-07","1962-03-01 07:05:00","130","36.0767","0","0","","1025.3","2","6.9","2","개임(운량:3-7)","2","Low","2","","","21%-30%","2","Cirrostratus","2","Moderate ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","102-07","1962-04-06 11:00:00","130","36.0767","0","0","","1028.7","2","14.2","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Cirrocumulus","2","Calm-ripples ","2","0 - 0.2 ","2","S  ","2"
"정선해양관측","102-07","1962-06-23 09:47:00","130","36.0767","0","0","","1012","2","18.3","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","SW ","2"
"정선해양관측","102-07","1962-07-31 05:35:00","130","36.0767","0","0","","1010.7","2","23.5","2","개임(운량:3-7)","2","Very Low","2","","","41%-50%","2","Stratocumulus","2","Smooth-wavelets ","2","0 - 0.2 ","2","SW ","2"
"정선해양관측","102-07","1962-10-08 15:55:00","130","36.0767","0","0","","1029.3","2","27","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE III","2","51%-60%","2","Cirrostratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","102-07","1962-11-14 10:40:00","130","36.0767","0","0","","1033.3","2","18.3","2","개임(운량:3-7)","2","Low","2","","","61%-70%","2","Stratus","2","Rough ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","102-08","1962-03-01 08:50:00","130.3067","36.0767","0","0","","1024","2","7.3","2","비","2","Low","2","FOREL-ULE SCALE III","2","71%-80%","2","Stratus","2","Moderate ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","102-08","1962-04-06 13:25:00","130.3067","36.0767","0","0","","1028","2","12.8","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Cirrocumulus","2","Smooth-wavelets ","2","0 - 0.2 ","2","S  ","2"
"정선해양관측","102-08","1962-06-23 11:50:00","130.3067","36.0767","0","0","","1012","2","20","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","SW ","2"
"정선해양관측","102-08","1962-07-31 08:40:00","130.3067","36.0767","0","0","","1010.7","2","24.8","2","쾌청(운량:0-2)","2","Low","2","","","1%-10%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","SSW","2"
"정선해양관측","102-08","1962-10-08 17:42:00","130.3067","36.0767","0","0","","1028","2","24","2","흐림(운량:8-10)","2","Very Low","2","","","71%-80%","2","Cirrostratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","S  ","2"
"정선해양관측","102-08","1962-11-14 12:30:00","130.3067","36.0767","0","0","","1033.3","2","18.6","2","개임(운량:3-7)","2","Low","2","","","41%-50%","2","Stratus","2","Rough ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","102-09","1962-03-01 11:05:00","130.615","36.0767","0","0","","1024","2","7.5","2","흐림(운량:8-10)","2","Low","2","","","71%-80%","2","Stratocumulus","2","Moderate ","2","0 - 0.2 ","2","NW ","2"
"정선해양관측","102-09","1962-04-06 16:15:00","130.615","36.0767","0","0","","1026.7","2","13.4","2","흐림(운량:8-10)","2","Very Low","2","","","71%-80%","2","Cirrus","2","Calm-ripples ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","102-09","1962-10-08 19:55:00","130.615","36.0767","0","0","","1029.3","2","21.2","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Cirrostratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","S  ","2"
"정선해양관측","102-09","1962-11-14 14:15:00","130.615","36.0767","0","0","","1034.7","2","18","2","개임(운량:3-7)","2","Low","2","","","31%-40%","2","Cirrus","2","Rough ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","102-10","1962-04-06 18:50:00","130.9183","36.0767","0","0","","1026.7","2","12","2","개임(운량:3-7)","2","Very Low","2","","","61%-70%","2","Stratocumulus","2","Calm-ripples ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","102-10","1962-10-08 21:49:00","130.9183","36.0767","0","0","","1028","2","20","2","흐림(운량:8-10)","2","Very Low","2","","","91%-100%","2","Cirrostratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","S  ","2"
"정선해양관측","102-10","1962-11-14 00:30:00","130.9183","36.0767","0","0","","1038.7","2","14","2","개임(운량:3-7)","2","Low","2","","","21%-30%","2","Cirrus","2","Moderate ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","102-10","1962-11-14 16:30:00","130.9183","36.0767","0","0","","1038.7","2","14","2","개임(운량:3-7)","2","Low","2","","","21%-30%","2","Cirrus","2","Moderate ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","103-04","1962-03-01 23:25:00","129.5017","36.505","0","0","","1024","2","6.5","2","개임(운량:3-7)","2","Low","2","","","21%-30%","2","Cirrus","2","Slight ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-04","1962-04-06 12:10:00","129.5017","36.505","0","0","","1024","2","12","2","흐림(운량:8-10)","2","Very Low","2","FOREL-ULE SCALE IV","2","81%-90%","2","Cirrocumulus","2","Calm-glassy ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-04","1962-06-23 21:45:00","129.5017","36.505","0","0","","1010.7","2","17.2","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","103-04","1962-07-31 20:30:00","129.5017","36.505","0","0","","1009.3","2","23","2","쾌청(운량:0-2)","2","Very Low","2","","","","","","","Slight ","2","0.3- 1.5 ","2","S  ","2"
"정선해양관측","103-05","1962-03-01 22:15:00","129.59","36.505","0","0","","1024","2","6.6","2","개임(운량:3-7)","2","Low","2","","","31%-40%","2","Stratus","2","Moderate ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-05","1962-04-06 11:00:00","129.59","36.505","0","0","","1024","2","11.6","2","흐림(운량:8-10)","2","Very Low","2","FOREL-ULE SCALE III","2","91%-100%","2","Cirrocumulus","2","Calm-glassy ","2","0 - 0.2 ","2","E  ","2"
"정선해양관측","103-05","1962-06-23 20:25:00","129.59","36.505","0","0","","1010.7","2","17.5","2","흐림(운량:8-10)","2","Low","2","","","81%-90%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","103-05","1962-07-31 19:40:00","129.59","36.505","0","0","","1009.3","2","24","2","쾌청(운량:0-2)","2","Very Low","2","","","11%-20%","2","Stratus","2","Slight ","2","0.3- 1.5 ","2","S  ","2"
"정선해양관측","103-05","1962-11-18 23:38:00","129.59","36.505","0","0","","1038.7","2","14.4","2","개임(운량:3-7)","2","Low","2","","","31%-40%","2","Stratus","2","Moderate ","2","0.3- 1.5 ","2","N  ","2"
"정선해양관측","103-06","1962-03-01 20:25:00","129.7883","36.505","0","0","","1025.3","2","6.7","2","개임(운량:3-7)","2","Low","2","","","41%-50%","2","Stratus","2","Moderate ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-06","1962-04-06 09:00:00","129.7883","36.505","0","0","","1024.7","2","10","2","비","2","Very Low","2","FOREL-ULE SCALE III","2","91%-100%","2","Cumulonimbus","2","","","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-06","1962-06-23 19:00:00","129.7883","36.505","0","0","","1010.7","2","17.7","2","비","2","Low","2","","","91%-100%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","103-06","1962-07-31 18:00:00","129.7883","36.505","0","0","","1009.3","2","25","2","쾌청(운량:0-2)","2","Very Low","2","","","11%-20%","2","Stratus","2","Moderate ","2","0.3- 1.5 ","2","SSW","2"
"정선해양관측","103-06","1962-11-18 22:20:00","129.7883","36.505","0","0","","1037.3","2","15","2","쾌청(운량:0-2)","2","Low","2","","","11%-20%","2","Cirrus","2","Moderate ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","103-07","1962-03-01 18:50:00","130","36.505","0","0","","1025.3","2","6.8","2","개임(운량:3-7)","2","Low","2","","","61%-70%","2","Cirrocumulus","2","Moderate ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-07","1962-04-06 07:00:00","130","36.505","0","0","","1024.7","2","10","2","비","2","Very Low","2","","","91%-100%","2","Cumulonimbus","2","Calm-ripples ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-07","1962-06-23 17:30:00","130","36.505","0","0","","1010.7","2","19.1","2","흐림(운량:8-10)","2","Low","2","","","81%-90%","2","Cirrocumulus","2","Slight ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","103-07","1962-07-31 15:40:00","130","36.505","0","0","","1010","2","26","2","쾌청(운량:0-2)","2","Very Low","2","","","","","","","Moderate ","2","0.3- 1.5 ","2","SSW","2"
"정선해양관측","103-07","1962-11-18 21:00:00","130","36.505","0","0","","1037.3","2","15.5","2","개임(운량:3-7)","2","Low","2","","","31%-40%","2","Stratus","2","Moderate ","2","0.3- 1.5 ","2","N  ","2"
"정선해양관측","103-08","1962-03-01 16:45:00","130.3117","36.505","0","0","","1025.3","2","6.5","2","개임(운량:3-7)","2","Low","2","","","41%-50%","2","Stratus","2","Moderate ","2","0 - 0.2 ","2","W  ","2"
"정선해양관측","103-08","1962-04-07 04:05:00","130.3117","36.505","0","0","","1024.7","2","10.3","2","비","2","Very Low","2","","","81%-90%","2","","","","","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-08","1962-06-23 15:20:00","130.3117","36.505","0","0","","1010.7","2","21.2","2","흐림(운량:8-10)","2","Low","2","","","81%-90%","2","Cirrostratus","2","Slight ","2","0 - 0.2 ","2","SW ","2"
"정선해양관측","103-08","1962-07-31 13:10:00","130.3117","36.505","0","0","","1010.7","2","26","2","쾌청(운량:0-2)","2","Low","2","","","","","","","Slight ","2","0 - 0.2 ","2","SSW","2"
"정선해양관측","103-08","1962-11-18 19:10:00","130.3117","36.505","0","0","","1037.3","2","15.8","2","개임(운량:3-7)","2","Low","2","","","31%-40%","2","Stratus","2","Moderate ","2","0.3- 1.5 ","2","N  ","2"
"정선해양관측","103-09","1962-03-01 14:30:00","130.6217","36.505","0","0","","1025.3","2","6.5","2","개임(운량:3-7)","2","Low","2","","","61%-70%","2","Stratus","2","Moderate ","2","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-09","1962-04-07 01:30:00","130.6217","36.505","0","0","","1026.7","2","10.5","2","개임(운량:3-7)","2","Very Low","2","","","","","","","","","0 - 0.2 ","2","SE ","2"
"정선해양관측","103-09","1962-11-18 17:20:00","130.6217","36.505","0","0","","1037.3","2","16","2","개임(운량:3-7)","2","Low","2","","","31%-40%","2","Cirrus","2","Moderate ","2","0.3- 1.5 ","2","N  ","2"
"정선해양관측","103-10","1962-04-06 23:05:00","130.9267","36.505","0","0","","1026.7","2","10.7","2","개임(운량:3-7)","2","Very Low","2","","","","","","","","","0 - 0.2 ","2","SE ","2"
"정선해양관측","104-04","1962-04-09 05:05:00","129.48","37.0567","0","0","","1020.7","2","9.2","2","흐림(운량:8-10)","2","Very Low","2","","","91%-100%","2","Cirrocumulus","2","Calm-ripples ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","104-04","1962-06-24 02:35:00","129.48","37.0567","0","0","","1009.3","2","16.3","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","104-04","1962-08-01 00:07:00","129.48","37.0567","0","0","","1009.3","2","20.9","2","개임(운량:3-7)","2","Very Low","2","","","","","","","Slight ","2","0.3- 1.5 ","2","",""
"정선해양관측","104-04","1962-11-19 04:28:00","129.48","37.0567","0","0","","1040","2","13.2","2","개임(운량:3-7)","2","Very Low","2","","","61%-70%","2","Stratus","2","Moderate ","2","0 - 0.2 ","2","S  ","2"
"정선해양관측","104-05","1962-04-09 10:00:00","129.56","37.0567","0","0","","1021.3","2","9.2","2","비","2","Very Low","2","","","91%-100%","2","Cirrocumulus","2","Calm-ripples ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","104-05","1962-06-24 03:30:00","129.56","37.0567","0","0","","1010.7","2","16.5","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","104-05","1962-08-01 01:53:00","129.56","37.0567","0","0","","1009.3","2","23.6","2","개임(운량:3-7)","2","Very Low","2","","","","","","","Moderate ","2","0.3- 1.5 ","2","",""
"정선해양관측","104-05","1962-10-09 10:45:00","129.56","37.0567","0","0","","1030.7","2","22","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE III","2","1%-10%","2","Cirrostratus","2","Moderate ","2","0.3- 1.5 ","2","N  ","2"
"정선해양관측","104-05","1962-11-19 05:20:00","129.56","37.0567","0","0","","1040","2","13.3","2","개임(운량:3-7)","2","Very Low","2","","","41%-50%","2","Stratus","2","Moderate ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","104-06","1962-04-09 11:45:00","129.7933","37.0567","0","0","","1021.3","2","10","2","흐림(운량:8-10)","2","Very Low","2","","","91%-100%","2","Cirrocumulus","2","Calm-ripples ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","104-06","1962-06-24 05:10:00","129.7933","37.0567","0","0","","1010.7","2","16.7","2","흐림(운량:8-10)","2","Very Low","2","","","71%-80%","2","Cirrus","2","Slight ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","104-06","1962-08-01 02:45:00","129.7933","37.0567","0","0","","1009.3","2","23.7","2","개임(운량:3-7)","2","Very Low","2","","","","","","","Moderate ","2","0.3- 1.5 ","2","",""
"정선해양관측","104-06","1962-10-09 09:15:00","129.7933","37.0567","0","0","","1030.7","2","21","2","쾌청(운량:0-2)","2","Very Low","2","FOREL-ULE SCALE III","2","11%-20%","2","Cirrus","2","Slight ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","104-06","1962-11-19 06:40:00","129.7933","37.0567","0","0","","1040","2","13.5","2","개임(운량:3-7)","2","Low","2","","","51%-60%","2","Stratus","2","Moderate ","2","0.3- 1.5 ","2","N  ","2"
"정선해양관측","104-07","1962-04-09 14:20:00","130","37.0567","0","0","","1020.7","2","11.2","2","흐림(운량:8-10)","2","Very Low","2","","","91%-100%","2","Cirrocumulus","2","Calm-ripples ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","104-07","1962-06-24 07:00:00","130","37.0567","0","0","","1010.7","2","17.8","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","104-07","1962-08-01 04:30:00","130","37.0567","0","0","","","","24","2","쾌청(운량:0-2)","2","Very Low","2","","","11%-20%","2","Cirrostratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","",""
"정선해양관측","104-07","1962-10-09 08:05:00","130","37.0567","0","0","","1029.3","2","19.8","2","개임(운량:3-7)","2","Very Low","2","FOREL-ULE SCALE II","2","21%-30%","2","Stratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","N  ","2"
"정선해양관측","104-07","1962-11-19 07:55:00","130","37.0567","0","0","","1041.3","2","15","2","비","2","Low","2","","","81%-90%","2","Stratus","2","Rough ","2","0.3- 1.5 ","2","NE ","2"
"정선해양관측","104-08","1962-04-09 17:00:00","130.3117","37.0567","0","0","","1018.7","2","9.9","2","흐림(운량:8-10)","2","Very Low","2","","","91%-100%","2","Cirrocumulus","2","Calm-ripples ","2","0 - 0.2 ","2","E  ","2"
"정선해양관측","104-08","1962-06-24 09:00:00","130.3117","37.0567","0","0","","1010.7","2","17.9","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Cirrus","2","Slight ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","104-08","1962-08-01 07:25:00","130.3117","37.0567","0","0","","1010","2","23.9","2","흐림(운량:8-10)","2","Very Low","2","","","71%-80%","2","Cirrostratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","104-08","1962-10-09 06:40:00","130.3117","37.0567","0","0","","1036","2","19.5","2","개임(운량:3-7)","2","Very Low","2","","","61%-70%","2","","","Smooth-wavelets ","2","0 - 0.2 ","2","W  ","2"
"정선해양관측","104-08","1962-11-19 09:40:00","130.3117","37.0567","0","0","","1041.3","2","15.7","2","개임(운량:3-7)","2","Very Low","2","","","61%-70%","2","Stratus","2","Rough ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","104-09","1962-04-09 19:30:00","130.6267","37.0567","0","0","","1018.7","2","9.5","2","흐림(운량:8-10)","2","Very Low","2","","","","","","","","","0 - 0.2 ","2","E  ","2"
"정선해양관측","104-09","1962-08-01 09:57:00","130.6267","37.0567","0","0","","1010.7","2","25.7","2","개임(운량:3-7)","2","Very Low","2","","","51%-60%","2","Cirrocumulus","2","Smooth-wavelets ","2","0 - 0.2 ","2","ESE","2"
"정선해양관측","104-09","1962-10-09 04:42:00","130.6267","37.0567","0","0","","1028","2","21","2","흐림(운량:8-10)","2","Very Low","2","","","91%-100%","2","","","Smooth-wavelets ","2","0 - 0.2 ","2","S  ","2"
"정선해양관측","104-09","1962-11-19 11:25:00","130.6267","37.0567","0","0","","1041.3","2","16.8","2","흐림(운량:8-10)","2","Low","2","","","71%-80%","2","Cirrus","2","Rough ","2","1.6- 3.3 ","2","N  ","2"
"정선해양관측","104-10","1962-04-09 22:20:00","130.94","37.0567","0","0","","1020","2","9.4","2","흐림(운량:8-10)","2","Very Low","2","","","","","","","","","0 - 0.2 ","2","E  ","2"
"정선해양관측","104-10","1962-08-01 12:35:00","130.94","37.0567","0","0","","1010.9","2","26.1","2","흐림(운량:8-10)","2","Very Low","2","","","91%-100%","2","Stratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","ESE","2"
"정선해양관측","104-10","1962-10-09 02:45:00","130.94","37.0567","0","0","","1028","2","21","2","흐림(운량:8-10)","2","Very Low","2","","","91%-100%","2","","","Smooth-wavelets ","2","0 - 0.2 ","2","E  ","2"
"정선해양관측","105-03","1962-06-24 20:00:00","129.1717","37.5533","0","0","","1010.7","2","17","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratus","2","Calm-ripples ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","105-03","1962-08-02 10:40:00","129.1717","37.5533","0","0","","1009.3","2","23.2","2","비","2","Very Low","2","","","91%-100%","2","Nimbostratus","2","Rough ","2","1.6- 3.3 ","2","SE ","2"
"정선해양관측","105-04","1962-06-24 19:25:00","129.2583","37.5533","0","0","","1010.7","2","17.3","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","105-04","1962-08-02 10:00:00","129.2583","37.5533","0","0","","1009.3","2","23.2","2","비","2","Very Low","2","","","91%-100%","2","Nimbostratus","2","Rough ","2","1.6- 3.3 ","2","E  ","2"
"정선해양관측","105-05","1962-04-10 13:00:00","129.3767","37.5533","0","0","","1018.7","2","8.4","2","개임(운량:3-7)","2","Low","2","","","31%-40%","2","Cumulus","2","Rough ","2","1.6- 3.3 ","2","NW ","2"
"정선해양관측","105-05","1962-06-24 18:35:00","129.3767","37.5533","0","0","","1011.3","2","17.3","2","흐림(운량:8-10)","2","Very Low","2","","","81%-90%","2","Stratus","2","Smooth-wavelets ","2","0 - 0.2 ","2","NE ","2"
"정선해양관측","105-05","1962-08-02 07:15:00","129.3767","37.5533","0","0","","1009.3","2","24.1","2","비","2","Very Low","2","","","91%-100%","2","Nimbostratus","2","Moderate ","2","0.3- 1.5 ","2","NE ","2"
"정선해양관측","105-06","1962-04-10 11:05:00","129.6883","37.5533","0","0","","1018.7","2","9.8","2","흐림(운량:8-10)","2","Low","2","","","81%-90%","2","Cumulus","2","Moderate ","2","0.3- 1.5 ","2","NW ","2"
"정선해양관측","105-06","1962-06-24 17:00:00","129.6883","37.5533","0","0","","1010.7","2","17.8","2","흐림(운량:8-10)","2","Very Low","2","","","61%-70%","2","Stratus","2","Slight ","2","0 - 0.2 ","2","NE ","2"
